Entry ID,[Filter],[EC ID],[EC JP Name],[EC EU Name],State ID,[State Name],Unk 1,Unk 2,Motion ID,[Motion Name],Motion Flags,Param ID,[Param Name],Unk 3,Ranged Speed,Close Speed
1,mb063.std,63,シュリヌール,Ghrost,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb063.std,63,シュリヌール,Ghrost,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,mb063.std,63,シュリヌール,Ghrost,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,mb063.std,63,シュリヌール,Ghrost,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb063.std,63,シュリヌール,Ghrost,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb064.std,64,デモンヌール,Graver,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,5,1.60,16.50
1,mb064.std,64,デモンヌール,Graver,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb064.std,64,デモンヌール,Graver,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,mb064.std,64,デモンヌール,Graver,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,mb064.std,64,デモンヌール,Graver,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb064.std,64,デモンヌール,Graver,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb065.std,65,マウルティア,Shrilp,0,Set Approach Speed,0,7,0,Idle 1,0b10001000010000000000000000000000,-1,None,6,1.20,8.00
1,mb065.std,65,マウルティア,Shrilp,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb065.std,65,マウルティア,Shrilp,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,mb065.std,65,マウルティア,Shrilp,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,mb065.std,65,マウルティア,Shrilp,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb065.std,65,マウルティア,Shrilp,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB066.std,66,ギャルブ,Cerosik,0,Set Approach Speed,0,7,0,Idle 1,0b10001000010000000000000000000000,-1,None,5,1.00,5.00
1,MB066.std,66,ギャルブ,Cerosik,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB066.std,66,ギャルブ,Cerosik,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.50
3,MB066.std,66,ギャルブ,Cerosik,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB066.std,66,ギャルブ,Cerosik,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB066.std,66,ギャルブ,Cerosik,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb067.std,67,ガジュマ,Carnilak,0,Set Approach Speed,0,7,0,Idle 1,0b10001000010000000000000000000000,-1,None,13,1.00,8.00
1,mb067.std,67,ガジュマ,Carnilak,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb067.std,67,ガジュマ,Carnilak,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,mb067.std,67,ガジュマ,Carnilak,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,mb067.std,67,ガジュマ,Carnilak,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb067.std,67,ガジュマ,Carnilak,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB068.std,68,ヴァルガンド,Valgand,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,6,1.50,15.00
1,MB068.std,68,ヴァルガンド,Valgand,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB068.std,68,ヴァルガンド,Valgand,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB068.std,68,ヴァルガンド,Valgand,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB068.std,68,ヴァルガンド,Valgand,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB068.std,68,ヴァルガンド,Valgand,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb069.std,69,デ式特機兵,Berserker,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,6,0.30,7.00
1,mb069.std,69,デ式特機兵,Berserker,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb069.std,69,デ式特機兵,Berserker,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,mb069.std,69,デ式特機兵,Berserker,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,mb069.std,69,デ式特機兵,Berserker,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb069.std,69,デ式特機兵,Berserker,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb070.std,70,ガンドロフス,Lurgel Tank,0,Set Approach Speed,0,7,0,Idle 1,0b10001000010000000000000000000000,-1,None,8,1.00,5.00
1,mb070.std,70,ガンドロフス,Lurgel Tank,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb070.std,70,ガンドロフス,Lurgel Tank,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,mb070.std,70,ガンドロフス,Lurgel Tank,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,mb070.std,70,ガンドロフス,Lurgel Tank,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb070.std,70,ガンドロフス,Lurgel Tank,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb071.std,71,テンコウ,Tenkou,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,4,1.30,20.00
1,mb071.std,71,テンコウ,Tenkou,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb071.std,71,テンコウ,Tenkou,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,mb071.std,71,テンコウ,Tenkou,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,mb071.std,71,テンコウ,Tenkou,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb071.std,71,テンコウ,Tenkou,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB072.std,72,警備士,Custos,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,4,1.60,20.00
1,MB072.std,72,警備士,Custos,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB072.std,72,警備士,Custos,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.80
3,MB072.std,72,警備士,Custos,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB072.std,72,警備士,Custos,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB072.std,72,警備士,Custos,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb073.std,73,採掘士,Fossor,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,4,1.60,20.00
1,mb073.std,73,採掘士,Fossor,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb073.std,73,採掘士,Fossor,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.80
3,mb073.std,73,採掘士,Fossor,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,mb073.std,73,採掘士,Fossor,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb073.std,73,採掘士,Fossor,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB074.std,74,アスヒモス,Gelu Vermis,0,Set Approach Speed,0,7,0,Idle 1,0b10001000010000000000000000000000,-1,None,8,0.80,5.00
1,MB074.std,74,アスヒモス,Gelu Vermis,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB074.std,74,アスヒモス,Gelu Vermis,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB074.std,74,アスヒモス,Gelu Vermis,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB074.std,74,アスヒモス,Gelu Vermis,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB074.std,74,アスヒモス,Gelu Vermis,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb075.std,75,デ式レーダー,Eversor,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,7,0.80,10.00
1,mb075.std,75,デ式レーダー,Eversor,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb075.std,75,デ式レーダー,Eversor,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.50
3,mb075.std,75,デ式レーダー,Eversor,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,mb075.std,75,デ式レーダー,Eversor,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb075.std,75,デ式レーダー,Eversor,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb076.std,76,ヒュドラ機兵,Marauder,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,6,0.30,7.00
1,mb076.std,76,ヒュドラ機兵,Marauder,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb076.std,76,ヒュドラ機兵,Marauder,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,mb076.std,76,ヒュドラ機兵,Marauder,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,mb076.std,76,ヒュドラ機兵,Marauder,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb076.std,76,ヒュドラ機兵,Marauder,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb077.std,77,テンペリオス,Susceptor,0,Set Approach Speed,0,7,0,Idle 1,0b10001000010000000000000000000000,-1,None,10,0.40,3.40
1,mb077.std,77,テンペリオス,Susceptor,1,Set Withdraw Speed,1,9,14,Widthdraw,0b10011100000000000000000000000000,-1,None,3,0.00,1.00
2,mb077.std,77,テンペリオス,Susceptor,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,3.00,0.50
3,mb077.std,77,テンペリオス,Susceptor,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,mb077.std,77,テンペリオス,Susceptor,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb077.std,77,テンペリオス,Susceptor,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB078.std,78,テルヴァ,Telsor,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,5,1.20,19.50
1,MB078.std,78,テルヴァ,Telsor,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB078.std,78,テルヴァ,Telsor,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB078.std,78,テルヴァ,Telsor,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB078.std,78,テルヴァ,Telsor,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB078.std,78,テルヴァ,Telsor,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB079.std,79,ドゥムス,Dorntak,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,5,0.70,12.00
1,MB079.std,79,ドゥムス,Dorntak,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB079.std,79,ドゥムス,Dorntak,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB079.std,79,ドゥムス,Dorntak,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB079.std,79,ドゥムス,Dorntak,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB079.std,79,ドゥムス,Dorntak,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb080.std,80,ニンギルス,Linark,0,Set Approach Speed,0,7,0,Idle 1,0b10001000010000000000000000000000,-1,None,12,1.50,6.00
1,mb080.std,80,ニンギルス,Linark,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb080.std,80,ニンギルス,Linark,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,10.00,1.00
3,mb080.std,80,ニンギルス,Linark,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,mb080.std,80,ニンギルス,Linark,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb080.std,80,ニンギルス,Linark,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb081.std,81,ヌックア,Dolthstra,0,Set Approach Speed,0,7,0,Idle 1,0b10001000010000000000000000000000,-1,None,10,0.40,3.00
1,mb081.std,81,ヌックア,Dolthstra,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb081.std,81,ヌックア,Dolthstra,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,0.50
3,mb081.std,81,ヌックア,Dolthstra,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,mb081.std,81,ヌックア,Dolthstra,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb081.std,81,ヌックア,Dolthstra,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb082.std,82,サムンドラ,Dracolurg,0,Set Approach Speed,0,7,0,Idle 1,0b10001000010000000000000000000000,-1,None,9,1.50,5.00
1,mb082.std,82,サムンドラ,Dracolurg,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb082.std,82,サムンドラ,Dracolurg,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,mb082.std,82,サムンドラ,Dracolurg,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,mb082.std,82,サムンドラ,Dracolurg,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb082.std,82,サムンドラ,Dracolurg,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB083.std,83,ギラロッシ,Garagor,0,Set Approach Speed,0,7,0,Idle 1,0b10001000010000000000000000000000,-1,None,9,0.90,5.00
1,MB083.std,83,ギラロッシ,Garagor,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB083.std,83,ギラロッシ,Garagor,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.20
3,MB083.std,83,ギラロッシ,Garagor,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB083.std,83,ギラロッシ,Garagor,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB083.std,83,ギラロッシ,Garagor,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB084.std,84,シデンクワイ,Kilite,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,3,2.00,27.00
1,MB084.std,84,シデンクワイ,Kilite,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB084.std,84,シデンクワイ,Kilite,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,2.00
3,MB084.std,84,シデンクワイ,Kilite,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB084.std,84,シデンクワイ,Kilite,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB084.std,84,シデンクワイ,Kilite,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb085.std,85,イモヅル,Imezl,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,7,1.00,9.50
1,mb085.std,85,イモヅル,Imezl,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb085.std,85,イモヅル,Imezl,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,mb085.std,85,イモヅル,Imezl,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,mb085.std,85,イモヅル,Imezl,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb085.std,85,イモヅル,Imezl,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb086.std,86,ブライヌール,Lurker,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,5,1.60,16.50
1,mb086.std,86,ブライヌール,Lurker,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb086.std,86,ブライヌール,Lurker,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,mb086.std,86,ブライヌール,Lurker,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,mb086.std,86,ブライヌール,Lurker,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb086.std,86,ブライヌール,Lurker,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb087.std,87,クベンシス,Jellikra,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,8,1.20,15.00
1,mb087.std,87,クベンシス,Jellikra,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb087.std,87,クベンシス,Jellikra,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,mb087.std,87,クベンシス,Jellikra,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,mb087.std,87,クベンシス,Jellikra,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb087.std,87,クベンシス,Jellikra,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb088.std,88,エリュオン,Scorpon,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,4,1.90,23.00
1,mb088.std,88,エリュオン,Scorpon,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb088.std,88,エリュオン,Scorpon,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,mb088.std,88,エリュオン,Scorpon,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,mb088.std,88,エリュオン,Scorpon,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb088.std,88,エリュオン,Scorpon,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb089.std,89,アークエルモ,Arclooper,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,4,1.20,17.00
1,mb089.std,89,アークエルモ,Arclooper,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb089.std,89,アークエルモ,Arclooper,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,mb089.std,89,アークエルモ,Arclooper,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,mb089.std,89,アークエルモ,Arclooper,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb089.std,89,アークエルモ,Arclooper,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb090.std,90,キュキュ,Tsorok,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,4,1.30,15.00
1,mb090.std,90,キュキュ,Tsorok,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb090.std,90,キュキュ,Tsorok,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,mb090.std,90,キュキュ,Tsorok,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,mb090.std,90,キュキュ,Tsorok,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb090.std,90,キュキュ,Tsorok,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB091.std,91,デ式レイバー,Sentree,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,7,0.80,10.00
1,MB091.std,91,デ式レイバー,Sentree,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB091.std,91,デ式レイバー,Sentree,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.50
3,MB091.std,91,デ式レイバー,Sentree,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB091.std,91,デ式レイバー,Sentree,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB091.std,91,デ式レイバー,Sentree,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb092.std,92,ランギット,Langry,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,3,1.00,15.00
1,mb092.std,92,ランギット,Langry,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb092.std,92,ランギット,Langry,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,2.00
3,mb092.std,92,ランギット,Langry,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,mb092.std,92,ランギット,Langry,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb092.std,92,ランギット,Langry,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb093.std,93,ヘベレル,Scarabée,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,5,1.20,20.00
1,mb093.std,93,ヘベレル,Scarabée,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb093.std,93,ヘベレル,Scarabée,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,mb093.std,93,ヘベレル,Scarabée,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
