Entry ID,Magic EXP,Chara. #0 ID,[Chara. #0 name],Chara. #0 X,[Chara. #0 Y],Chara. #1 ID,[Chara. #1 name],Chara. #1 X,[Chara. #1 Y],Chara. #2 ID,[Chara. #2 name],Chara. #2 X,[Chara. #2 Y],Chara. #3 ID,[Chara. #3 name],Chara. #3 X,[Chara. #3 Y],Enemy #0 ID,[JP enemy #0 name],[US enemy #0 name],[EU enemy #0 name],Enemy #0 X,Enemy #0 Y,Enemy #1 ID,[JP enemy #1 name],[US enemy #1 name],[EU enemy #1 name],Enemy #1 X,Enemy #1 Y,Enemy #2 ID,[JP enemy #2 name],[US enemy #2 name],[EU enemy #2 name],Enemy #2 X,Enemy #2 Y,Enemy #3 ID,[JP enemy #3 name],[US enemy #3 name],[EU enemy #3 name],Enemy #3 X,Enemy #3 Y,Enemy #4 ID,[JP enemy #4 name],[US enemy #4 name],[EU enemy #4 name],Enemy #4 X,Enemy #4 Y,Enemy #5 ID,[JP enemy #5 name],[US enemy #5 name],[EU enemy #5 name],Enemy #5 X,Enemy #5 Y,Enemy #6 ID,[JP enemy #6 name],[US enemy #6 name],[EU enemy #6 name],Enemy #6 X,Enemy #6 Y,Unknown,Defeat cond. ID,[Defeat cond. name],Escape cond. ID,[Escape cond. name]
151,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,197,ダイコクヤ,Daikokuya,Daikokuya,4,1,248,ヨウジン,Youjin,Youjin,3,4,250,ボゥ,Boo,Boo,7,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,242,1,May try again,1,Cannot escape
152,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,228,盗掘王シモン,Lord Bane,Lord Bane,5,2,251,盗掘者シモン,Zivilyn Bane,Zivilyn Bane,5,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,170,1,May try again,1,Cannot escape
153,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,229,盗掘王シモン,Lord Bane,Lord Bane,5,2,251,盗掘者シモン,Zivilyn Bane,Zivilyn Bane,5,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,182,1,May try again,1,Cannot escape
154,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,230,盗掘王シモン,Lord Bane,Lord Bane,5,2,252,盗掘者シモン,Zivilyn Bane,Zivilyn Bane,5,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,202,1,May try again,1,Cannot escape
155,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,231,盗掘王シモン,Lord Bane,Lord Bane,5,2,252,盗掘者シモン,Zivilyn Bane,Zivilyn Bane,5,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,222,1,May try again,1,Cannot escape
156,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,232,盗掘王シモン,Lord Bane,Lord Bane,5,2,252,盗掘者シモン,Zivilyn Bane,Zivilyn Bane,5,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,242,1,May try again,1,Cannot escape
157,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,228,盗掘王シモン,Lord Bane,Lord Bane,5,2,251,盗掘者シモン,Zivilyn Bane,Zivilyn Bane,5,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,170,1,May try again,1,Cannot escape
158,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,229,盗掘王シモン,Lord Bane,Lord Bane,5,2,251,盗掘者シモン,Zivilyn Bane,Zivilyn Bane,5,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,182,1,May try again,1,Cannot escape
159,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,230,盗掘王シモン,Lord Bane,Lord Bane,5,2,252,盗掘者シモン,Zivilyn Bane,Zivilyn Bane,5,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,202,1,May try again,1,Cannot escape
160,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,231,盗掘王シモン,Lord Bane,Lord Bane,5,2,252,盗掘者シモン,Zivilyn Bane,Zivilyn Bane,5,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,222,1,May try again,1,Cannot escape
161,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,232,盗掘王シモン,Lord Bane,Lord Bane,5,2,252,盗掘者シモン,Zivilyn Bane,Zivilyn Bane,5,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,242,1,May try again,1,Cannot escape
162,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,228,盗掘王シモン,Lord Bane,Lord Bane,5,2,251,盗掘者シモン,Zivilyn Bane,Zivilyn Bane,5,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,170,1,May try again,1,Cannot escape
163,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,229,盗掘王シモン,Lord Bane,Lord Bane,5,2,251,盗掘者シモン,Zivilyn Bane,Zivilyn Bane,5,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,182,1,May try again,1,Cannot escape
164,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,230,盗掘王シモン,Lord Bane,Lord Bane,5,2,252,盗掘者シモン,Zivilyn Bane,Zivilyn Bane,5,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,202,1,May try again,1,Cannot escape
165,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,231,盗掘王シモン,Lord Bane,Lord Bane,5,2,252,盗掘者シモン,Zivilyn Bane,Zivilyn Bane,5,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,222,1,May try again,1,Cannot escape
166,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,232,盗掘王シモン,Lord Bane,Lord Bane,5,2,252,盗掘者シモン,Zivilyn Bane,Zivilyn Bane,5,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,242,1,May try again,1,Cannot escape
167,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,238,ビゴロ,Vigoro,Vigoro,5,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,210,1,May try again,1,Cannot escape
168,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,239,ビゴロ,Vigoro,Vigoro,5,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,86,1,May try again,1,Cannot escape
169,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,240,ビゴロ,Vigoro,Vigoro,5,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,106,1,May try again,1,Cannot escape
170,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,241,ビゴロ,Vigoro,Vigoro,5,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,126,1,May try again,1,Cannot escape
171,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,242,鬼ビゴロ,Vigoro,Vigoro,5,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,146,1,May try again,1,Cannot escape
172,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,238,ビゴロ,Vigoro,Vigoro,5,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,210,1,May try again,1,Cannot escape
173,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,239,ビゴロ,Vigoro,Vigoro,5,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,86,1,May try again,1,Cannot escape
174,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,240,ビゴロ,Vigoro,Vigoro,5,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,106,1,May try again,1,Cannot escape
175,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,241,ビゴロ,Vigoro,Vigoro,5,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,126,1,May try again,1,Cannot escape
176,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,242,鬼ビゴロ,Vigoro,Vigoro,5,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,146,1,May try again,1,Cannot escape
177,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,238,ビゴロ,Vigoro,Vigoro,5,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,210,1,May try again,1,Cannot escape
178,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,239,ビゴロ,Vigoro,Vigoro,5,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,86,1,May try again,1,Cannot escape
179,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,240,ビゴロ,Vigoro,Vigoro,5,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,106,1,May try again,1,Cannot escape
180,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,241,ビゴロ,Vigoro,Vigoro,5,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,126,1,May try again,1,Cannot escape
181,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,242,鬼ビゴロ,Vigoro,Vigoro,5,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,146,1,May try again,1,Cannot escape
182,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,158,ピアストル,Piastol,Piastol,6,2,243,デスハウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,58,1,May try again,1,Cannot escape
183,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,159,ピアストル,Piastol,Piastol,6,2,243,デスハウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,82,1,May try again,1,Cannot escape
184,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,160,ピアストル,Piastol,Piastol,6,2,243,デスハウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,102,1,May try again,1,Cannot escape
185,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,161,ピアストル,Piastol,Piastol,6,2,243,デスハウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,122,1,May try again,1,Cannot escape
186,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,162,ピアストル,Piastol,Piastol,6,2,243,デスハウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,142,1,May try again,1,Cannot escape
187,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,158,ピアストル,Piastol,Piastol,6,2,243,デスハウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,58,1,May try again,1,Cannot escape
188,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,159,ピアストル,Piastol,Piastol,6,2,243,デスハウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,82,1,May try again,1,Cannot escape
189,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,160,ピアストル,Piastol,Piastol,6,2,243,デスハウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,102,1,May try again,1,Cannot escape
190,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,161,ピアストル,Piastol,Piastol,6,2,243,デスハウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,122,1,May try again,1,Cannot escape
191,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,162,ピアストル,Piastol,Piastol,6,2,243,デスハウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,142,1,May try again,1,Cannot escape
192,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,158,ピアストル,Piastol,Piastol,6,2,243,デスハウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,58,1,May try again,1,Cannot escape
193,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,159,ピアストル,Piastol,Piastol,6,2,243,デスハウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,82,1,May try again,1,Cannot escape
194,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,160,ピアストル,Piastol,Piastol,6,2,243,デスハウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,102,1,May try again,1,Cannot escape
195,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,161,ピアストル,Piastol,Piastol,6,2,243,デスハウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,122,1,May try again,1,Cannot escape
196,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,162,ピアストル,Piastol,Piastol,6,2,243,デスハウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,142,1,May try again,1,Cannot escape
197,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,158,ピアストル,Piastol,Piastol,6,2,243,デスハウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,58,1,May try again,1,Cannot escape
198,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,159,ピアストル,Piastol,Piastol,6,2,243,デスハウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,82,1,May try again,1,Cannot escape
199,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,160,ピアストル,Piastol,Piastol,6,2,243,デスハウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,102,1,May try again,1,Cannot escape
200,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,161,ピアストル,Piastol,Piastol,6,2,243,デスハウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,122,1,May try again,1,Cannot escape
201,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,162,ピアストル,Piastol,Piastol,6,2,243,デスハウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,142,1,May try again,1,Cannot escape
202,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,163,ピアストル,Piastol,Piastol,6,2,243,デスハウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,118,1,May try again,1,Cannot escape
203,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,164,ピアストル,Piastol,Piastol,6,2,244,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,142,1,May try again,1,Cannot escape
204,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,165,ピアストル,Piastol,Piastol,6,2,244,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,162,1,May try again,1,Cannot escape
205,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,166,ピアストル,Piastol,Piastol,6,2,244,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,182,1,May try again,1,Cannot escape
206,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,167,ピアストル,Piastol,Piastol,6,2,244,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,202,1,May try again,1,Cannot escape
207,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,163,ピアストル,Piastol,Piastol,6,2,243,デスハウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,118,1,May try again,1,Cannot escape
208,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,164,ピアストル,Piastol,Piastol,6,2,244,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,142,1,May try again,1,Cannot escape
209,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,165,ピアストル,Piastol,Piastol,6,2,244,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,162,1,May try again,1,Cannot escape
210,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,166,ピアストル,Piastol,Piastol,6,2,244,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,182,1,May try again,1,Cannot escape
211,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,167,ピアストル,Piastol,Piastol,6,2,244,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,202,1,May try again,1,Cannot escape
212,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,163,ピアストル,Piastol,Piastol,6,2,243,デスハウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,118,1,May try again,1,Cannot escape
213,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,164,ピアストル,Piastol,Piastol,6,2,244,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,142,1,May try again,1,Cannot escape
214,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,165,ピアストル,Piastol,Piastol,6,2,244,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,162,1,May try again,1,Cannot escape
215,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,166,ピアストル,Piastol,Piastol,6,2,244,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,182,1,May try again,1,Cannot escape
216,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,167,ピアストル,Piastol,Piastol,6,2,244,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,202,1,May try again,1,Cannot escape
217,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,168,ピアストル,Piastol,Piastol,6,2,245,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,142,1,May try again,1,Cannot escape
218,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,169,ピアストル,Piastol,Piastol,6,2,245,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,162,1,May try again,1,Cannot escape
219,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,170,ピアストル,Piastol,Piastol,6,2,245,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,182,1,May try again,1,Cannot escape
220,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,171,ピアストル,Piastol,Piastol,6,2,245,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,202,1,May try again,1,Cannot escape
221,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,172,ピアストル,Piastol,Piastol,6,2,245,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,222,1,May try again,1,Cannot escape
222,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,168,ピアストル,Piastol,Piastol,6,2,245,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,142,1,May try again,1,Cannot escape
223,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,169,ピアストル,Piastol,Piastol,6,2,245,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,162,1,May try again,1,Cannot escape
224,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,170,ピアストル,Piastol,Piastol,6,2,245,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,182,1,May try again,1,Cannot escape
225,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,171,ピアストル,Piastol,Piastol,6,2,245,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,202,1,May try again,1,Cannot escape
226,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,172,ピアストル,Piastol,Piastol,6,2,245,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,222,1,May try again,1,Cannot escape
227,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,168,ピアストル,Piastol,Piastol,6,2,245,デスバウンド,DeathHound,DeathHound,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,142,1,May try again,1,Cannot escape
