Entry ID,[Str Pos],[Str Size],[Str Enc],Str Value,[Str Data]
3465,0x37dbc0,90,Shift_JIS,モンテスマ大陸のどこかにあるらしいんだが……\n星ってくらいだから、高いとこにあるのかもな？,"""\x83\x82\x83\x93\x83e\x83X\x83}\x91\xE5\x97\xA4\x82\xCC\x82\xC7\x82\xB1\x82\xA9\x82\xC9\x82\xA0\x82\xE9\x82\xE7\x82\xB5\x82\xA2\x82\xF1\x82\xBE\x82\xAA\x81c\x81c\n\x90\xAF\x82\xC1\x82\xC4\x82\xAD\x82\xE7\x82\xA2\x82\xBE\x82\xA9\x82\xE7\x81A\x8D\x82\x82\xA2\x82\xC6\x82\xB1\x82\xC9\x82\xA0\x82\xE9\x82\xCC\x82\xA9\x82\xE0\x82\xC8\x81H"""
3466,0x37dc1c,270,Shift_JIS,この地にはかつて、緑の月の\n加護を受けた高度な文明が栄\nえていた。彼らは天体観測に\n適したモンテスマ台地の上に\n天文台を建て、精密かつ独特\nの占星術を行なったと考えら\nれている。かつて発生した大\n流星雨をも予見していながら\nそれを防ぐ手だてのないまま\n滅亡の途をたどったという。,"""\x82\xB1\x82\xCC\x92n\x82\xC9\x82\xCD\x82\xA9\x82\xC2\x82\xC4\x81A\x97\xCE\x82\xCC\x8C\x8E\x82\xCC\n\x89\xC1\x8C\xEC\x82\xF0\x8E\xF3\x82\xAF\x82\xBD\x8D\x82\x93x\x82\xC8\x95\xB6\x96\xBE\x82\xAA\x89h\n\x82\xA6\x82\xC4\x82\xA2\x82\xBD\x81B\x94\xDE\x82\xE7\x82\xCD\x93V\x91\xCC\x8A\xCF\x91\xAA\x82\xC9\n\x93K\x82\xB5\x82\xBD\x83\x82\x83\x93\x83e\x83X\x83}\x91\xE4\x92n\x82\xCC\x8F\xE3\x82\xC9\n\x93V\x95\xB6\x91\xE4\x82\xF0\x8C\x9A\x82\xC4\x81A\x90\xB8\x96\xA7\x82\xA9\x82\xC2\x93\xC6\x93\xC1\n\x82\xCC\x90\xE8\x90\xAF\x8Fp\x82\xF0\x8Ds\x82\xC8\x82\xC1\x82\xBD\x82\xC6\x8Dl\x82\xA6\x82\xE7\n\x82\xEA\x82\xC4\x82\xA2\x82\xE9\x81B\x82\xA9\x82\xC2\x82\xC4\x94\xAD\x90\xB6\x82\xB5\x82\xBD\x91\xE5\n\x97\xAC\x90\xAF\x89J\x82\xF0\x82\xE0\x97\\\x8C\xA9\x82\xB5\x82\xC4\x82\xA2\x82\xC8\x82\xAA\x82\xE7\n\x82\xBB\x82\xEA\x82\xF0\x96h\x82\xAE\x8E\xE8\x82\xBE\x82\xC4\x82\xCC\x82\xC8\x82\xA2\x82\xDC\x82\xDC\n\x96\xC5\x96S\x82\xCC\x93r\x82\xF0\x82\xBD\x82\xC7\x82\xC1\x82\xBD\x82\xC6\x82\xA2\x82\xA4\x81B"""
3467,0x37dd2c,84,Shift_JIS,モンテスマの湖にそそぎこむ、高空域の滝の島。\nその島の森の中に、棲んでいるらしいぜ。,"""\x83\x82\x83\x93\x83e\x83X\x83}\x82\xCC\x8C\xCE\x82\xC9\x82\xBB\x82\xBB\x82\xAC\x82\xB1\x82\xDE\x81A\x8D\x82\x8B\xF3\x88\xE6\x82\xCC\x91\xEA\x82\xCC\x93\x87\x81B\n\x82\xBB\x82\xCC\x93\x87\x82\xCC\x90X\x82\xCC\x92\x86\x82\xC9\x81A\x90\xB1\x82\xF1\x82\xC5\x82\xA2\x82\xE9\x82\xE7\x82\xB5\x82\xA2\x82\xBA\x81B"""
3468,0x37dd80,66,Shift_JIS,モンテスマの、滝と森がある島のどこかに\n棲んでいるらしいんだが……,"""\x83\x82\x83\x93\x83e\x83X\x83}\x82\xCC\x81A\x91\xEA\x82\xC6\x90X\x82\xAA\x82\xA0\x82\xE9\x93\x87\x82\xCC\x82\xC7\x82\xB1\x82\xA9\x82\xC9\n\x90\xB1\x82\xF1\x82\xC5\x82\xA2\x82\xE9\x82\xE7\x82\xB5\x82\xA2\x82\xF1\x82\xBE\x82\xAA\x81c\x81c"""
3469,0x37ddc4,268,Shift_JIS,モンテスマに文明が産まれる\nよりもずっと前からこの地に\n棲んでいたといわれ、威厳に\n満ちたそのたたずまいから\n「森の賢人」とも呼ばれる。\nまた、ひとたび結ばれると一\n生を共に過ごす彼らになぞら\nえ、この地方では仲のよい夫\n婦のことを尊敬の念をこめて\n「モンテヒヒ夫婦」と呼ぶ。,"""\x83\x82\x83\x93\x83e\x83X\x83}\x82\xC9\x95\xB6\x96\xBE\x82\xAA\x8EY\x82\xDC\x82\xEA\x82\xE9\n\x82\xE6\x82\xE8\x82\xE0\x82\xB8\x82\xC1\x82\xC6\x91O\x82\xA9\x82\xE7\x82\xB1\x82\xCC\x92n\x82\xC9\n\x90\xB1\x82\xF1\x82\xC5\x82\xA2\x82\xBD\x82\xC6\x82\xA2\x82\xED\x82\xEA\x81A\x88\xD0\x8C\xB5\x82\xC9\n\x96\x9E\x82\xBF\x82\xBD\x82\xBB\x82\xCC\x82\xBD\x82\xBD\x82\xB8\x82\xDC\x82\xA2\x82\xA9\x82\xE7\n\x81u\x90X\x82\xCC\x8C\xAB\x90l\x81v\x82\xC6\x82\xE0\x8C\xC4\x82\xCE\x82\xEA\x82\xE9\x81B\n\x82\xDC\x82\xBD\x81A\x82\xD0\x82\xC6\x82\xBD\x82\xD1\x8C\x8B\x82\xCE\x82\xEA\x82\xE9\x82\xC6\x88\xEA\n\x90\xB6\x82\xF0\x8B\xA4\x82\xC9\x89\xDF\x82\xB2\x82\xB7\x94\xDE\x82\xE7\x82\xC9\x82\xC8\x82\xBC\x82\xE7\n\x82\xA6\x81A\x82\xB1\x82\xCC\x92n\x95\xFB\x82\xC5\x82\xCD\x92\x87\x82\xCC\x82\xE6\x82\xA2\x95v\n\x95w\x82\xCC\x82\xB1\x82\xC6\x82\xF0\x91\xB8\x8Ch\x82\xCC\x94O\x82\xF0\x82\xB1\x82\xDF\x82\xC4\n\x81u\x83\x82\x83\x93\x83e\x83q\x83q\x95v\x95w\x81v\x82\xC6\x8C\xC4\x82\xD4\x81B"""
3470,0x37ded0,70,Shift_JIS,モンテスマの人々が住む島の下に\nぶらさがるようにして実ってるらしいぜ。,"""\x83\x82\x83\x93\x83e\x83X\x83}\x82\xCC\x90l\x81X\x82\xAA\x8FZ\x82\xDE\x93\x87\x82\xCC\x89\xBA\x82\xC9\n\x82\xD4\x82\xE7\x82\xB3\x82\xAA\x82\xE9\x82\xE6\x82\xA4\x82\xC9\x82\xB5\x82\xC4\x8E\xC0\x82\xC1\x82\xC4\x82\xE9\x82\xE7\x82\xB5\x82\xA2\x82\xBA\x81B"""
3471,0x37df18,94,Shift_JIS,食い物ってくらいだから、人が住んでるところの\n近くにあるんじゃねえのか？　一度食ってみてえな。,"""\x90H\x82\xA2\x95\xA8\x82\xC1\x82\xC4\x82\xAD\x82\xE7\x82\xA2\x82\xBE\x82\xA9\x82\xE7\x81A\x90l\x82\xAA\x8FZ\x82\xF1\x82\xC5\x82\xE9\x82\xC6\x82\xB1\x82\xEB\x82\xCC\n\x8B\xDF\x82\xAD\x82\xC9\x82\xA0\x82\xE9\x82\xF1\x82\xB6\x82\xE1\x82\xCB\x82\xA6\x82\xCC\x82\xA9\x81H\x81@\x88\xEA\x93x\x90H\x82\xC1\x82\xC4\x82\xDD\x82\xC4\x82\xA6\x82\xC8\x81B"""
3472,0x37df78,270,Shift_JIS,大陸の裏側にぶら下がるよう\nに生えるツルクサ科の植物。\nその茎には強い幻覚作用成分\nが含まれ、医者は麻酔薬とし\nて、また祈とう師はまじない\nの時に服用したといわれる。\n食材としての用途も多様で、\n果汁を絞ったぶどうイモ酒の\n芳醇な香りは昔からこの土地\nの人々に愛され続けてきた。,"""\x91\xE5\x97\xA4\x82\xCC\x97\xA0\x91\xA4\x82\xC9\x82\xD4\x82\xE7\x89\xBA\x82\xAA\x82\xE9\x82\xE6\x82\xA4\n\x82\xC9\x90\xB6\x82\xA6\x82\xE9\x83c\x83\x8B\x83N\x83T\x89\xC8\x82\xCC\x90A\x95\xA8\x81B\n\x82\xBB\x82\xCC\x8Cs\x82\xC9\x82\xCD\x8B\xAD\x82\xA2\x8C\xB6\x8Ao\x8D\xEC\x97p\x90\xAC\x95\xAA\n\x82\xAA\x8A\xDC\x82\xDC\x82\xEA\x81A\x88\xE3\x8E\xD2\x82\xCD\x96\x83\x90\x8C\x96\xF2\x82\xC6\x82\xB5\n\x82\xC4\x81A\x82\xDC\x82\xBD\x8BF\x82\xC6\x82\xA4\x8Et\x82\xCD\x82\xDC\x82\xB6\x82\xC8\x82\xA2\n\x82\xCC\x8E\x9E\x82\xC9\x95\x9E\x97p\x82\xB5\x82\xBD\x82\xC6\x82\xA2\x82\xED\x82\xEA\x82\xE9\x81B\n\x90H\x8D\xDE\x82\xC6\x82\xB5\x82\xC4\x82\xCC\x97p\x93r\x82\xE0\x91\xBD\x97l\x82\xC5\x81A\n\x89\xCA\x8F`\x82\xF0\x8Di\x82\xC1\x82\xBD\x82\xD4\x82\xC7\x82\xA4\x83C\x83\x82\x8E\xF0\x82\xCC\n\x96F\x8F\x86\x82\xC8\x8D\x81\x82\xE8\x82\xCD\x90\xCC\x82\xA9\x82\xE7\x82\xB1\x82\xCC\x93y\x92n\n\x82\xCC\x90l\x81X\x82\xC9\x88\xA4\x82\xB3\x82\xEA\x91\xB1\x82\xAF\x82\xC4\x82\xAB\x82\xBD\x81B"""
3473,0x37e088,96,Shift_JIS,モンテスマには、滝がそそぎこむ大きな湖がある。\nその湖のほとりの草原にこの巨大な絵があるそうだ。,"""\x83\x82\x83\x93\x83e\x83X\x83}\x82\xC9\x82\xCD\x81A\x91\xEA\x82\xAA\x82\xBB\x82\xBB\x82\xAC\x82\xB1\x82\xDE\x91\xE5\x82\xAB\x82\xC8\x8C\xCE\x82\xAA\x82\xA0\x82\xE9\x81B\n\x82\xBB\x82\xCC\x8C\xCE\x82\xCC\x82\xD9\x82\xC6\x82\xE8\x82\xCC\x91\x90\x8C\xB4\x82\xC9\x82\xB1\x82\xCC\x8B\x90\x91\xE5\x82\xC8\x8AG\x82\xAA\x82\xA0\x82\xE9\x82\xBB\x82\xA4\x82\xBE\x81B"""
3474,0x37e0e8,70,Shift_JIS,モンテスマには大きな湖がある。\nその湖のほとりに、何かがあるらしいぜ。,"""\x83\x82\x83\x93\x83e\x83X\x83}\x82\xC9\x82\xCD\x91\xE5\x82\xAB\x82\xC8\x8C\xCE\x82\xAA\x82\xA0\x82\xE9\x81B\n\x82\xBB\x82\xCC\x8C\xCE\x82\xCC\x82\xD9\x82\xC6\x82\xE8\x82\xC9\x81A\x89\xBD\x82\xA9\x82\xAA\x82\xA0\x82\xE9\x82\xE7\x82\xB5\x82\xA2\x82\xBA\x81B"""
3475,0x37e130,264,Shift_JIS,モンテスマ独自の方位学と緑\n月暦によれば、このハチドリ\nの翼と尾はそれぞれ春分・秋\n分と、夏至・冬至の時期を表\nわしたものだという。\n他にクモやサルなどの地上絵\nも描かれていたといわれるが\nそれらは次第に森林に埋もれ\n現存するのはとうとうこの地\n上絵だけになってしまった。,"""\x83\x82\x83\x93\x83e\x83X\x83}\x93\xC6\x8E\xA9\x82\xCC\x95\xFB\x88\xCA\x8Aw\x82\xC6\x97\xCE\n\x8C\x8E\x97\xEF\x82\xC9\x82\xE6\x82\xEA\x82\xCE\x81A\x82\xB1\x82\xCC\x83n\x83`\x83h\x83\x8A\n\x82\xCC\x97\x83\x82\xC6\x94\xF6\x82\xCD\x82\xBB\x82\xEA\x82\xBC\x82\xEA\x8Ft\x95\xAA\x81E\x8FH\n\x95\xAA\x82\xC6\x81A\x89\xC4\x8E\x8A\x81E\x93~\x8E\x8A\x82\xCC\x8E\x9E\x8A\xFA\x82\xF0\x95\\\n\x82\xED\x82\xB5\x82\xBD\x82\xE0\x82\xCC\x82\xBE\x82\xC6\x82\xA2\x82\xA4\x81B\n\x91\xBC\x82\xC9\x83N\x83\x82\x82\xE2\x83T\x83\x8B\x82\xC8\x82\xC7\x82\xCC\x92n\x8F\xE3\x8AG\n\x82\xE0\x95`\x82\xA9\x82\xEA\x82\xC4\x82\xA2\x82\xBD\x82\xC6\x82\xA2\x82\xED\x82\xEA\x82\xE9\x82\xAA\n\x82\xBB\x82\xEA\x82\xE7\x82\xCD\x8E\x9F\x91\xE6\x82\xC9\x90X\x97\xD1\x82\xC9\x96\x84\x82\xE0\x82\xEA\n\x8C\xBB\x91\xB6\x82\xB7\x82\xE9\x82\xCC\x82\xCD\x82\xC6\x82\xA4\x82\xC6\x82\xA4\x82\xB1\x82\xCC\x92n\n\x8F\xE3\x8AG\x82\xBE\x82\xAF\x82\xC9\x82\xC8\x82\xC1\x82\xC4\x82\xB5\x82\xDC\x82\xC1\x82\xBD\x81B"""
3476,0x37e238,76,Shift_JIS,場所は、ノースオーシャンの中ほどの島だ。\n行ってみれば簡単に見つかるだろう。,"""\x8F\xEA\x8F\x8A\x82\xCD\x81A\x83m\x81[\x83X\x83I\x81[\x83V\x83\x83\x83\x93\x82\xCC\x92\x86\x82\xD9\x82\xC7\x82\xCC\x93\x87\x82\xBE\x81B\n\x8Ds\x82\xC1\x82\xC4\x82\xDD\x82\xEA\x82\xCE\x8A\xC8\x92P\x82\xC9\x8C\xA9\x82\xC2\x82\xA9\x82\xE9\x82\xBE\x82\xEB\x82\xA4\x81B"""
3477,0x37e284,84,Shift_JIS,ノースオーシャンのどこかにあるらしい。\nノースオーシャンって言っても広いけどなあ……,"""\x83m\x81[\x83X\x83I\x81[\x83V\x83\x83\x83\x93\x82\xCC\x82\xC7\x82\xB1\x82\xA9\x82\xC9\x82\xA0\x82\xE9\x82\xE7\x82\xB5\x82\xA2\x81B\n\x83m\x81[\x83X\x83I\x81[\x83V\x83\x83\x83\x93\x82\xC1\x82\xC4\x8C\xBE\x82\xC1\x82\xC4\x82\xE0\x8DL\x82\xA2\x82\xAF\x82\xC7\x82\xC8\x82\xA0\x81c\x81c"""
3478,0x37e2d8,270,Shift_JIS,その外観が揺り椅子のような\n形をしていることから、緑色\nの肌をした巨人がまたがって\n遊んだとか、毛むくじゃらの\n巨大な獣が椅子に揺られて居\n眠りをしたなどと伝えられる\n大きな岩の塊。鋭い爪でつか\nまったような生々しい痕跡が\nいくつも岩肌に残っており、\n見る者の想像力を刺激する。,"""\x82\xBB\x82\xCC\x8AO\x8A\xCF\x82\xAA\x97h\x82\xE8\x88\xD6\x8Eq\x82\xCC\x82\xE6\x82\xA4\x82\xC8\n\x8C`\x82\xF0\x82\xB5\x82\xC4\x82\xA2\x82\xE9\x82\xB1\x82\xC6\x82\xA9\x82\xE7\x81A\x97\xCE\x90F\n\x82\xCC\x94\xA7\x82\xF0\x82\xB5\x82\xBD\x8B\x90\x90l\x82\xAA\x82\xDC\x82\xBD\x82\xAA\x82\xC1\x82\xC4\n\x97V\x82\xF1\x82\xBE\x82\xC6\x82\xA9\x81A\x96\xD1\x82\xDE\x82\xAD\x82\xB6\x82\xE1\x82\xE7\x82\xCC\n\x8B\x90\x91\xE5\x82\xC8\x8Fb\x82\xAA\x88\xD6\x8Eq\x82\xC9\x97h\x82\xE7\x82\xEA\x82\xC4\x8B\x8F\n\x96\xB0\x82\xE8\x82\xF0\x82\xB5\x82\xBD\x82\xC8\x82\xC7\x82\xC6\x93`\x82\xA6\x82\xE7\x82\xEA\x82\xE9\n\x91\xE5\x82\xAB\x82\xC8\x8A\xE2\x82\xCC\x89\xF2\x81B\x89s\x82\xA2\x92\xDC\x82\xC5\x82\xC2\x82\xA9\n\x82\xDC\x82\xC1\x82\xBD\x82\xE6\x82\xA4\x82\xC8\x90\xB6\x81X\x82\xB5\x82\xA2\x8D\xAD\x90\xD5\x82\xAA\n\x82\xA2\x82\xAD\x82\xC2\x82\xE0\x8A\xE2\x94\xA7\x82\xC9\x8Ec\x82\xC1\x82\xC4\x82\xA8\x82\xE8\x81A\n\x8C\xA9\x82\xE9\x8E\xD2\x82\xCC\x91z\x91\x9C\x97\xCD\x82\xF0\x8Eh\x8C\x83\x82\xB7\x82\xE9\x81B"""
3479,0x37e3e8,72,Shift_JIS,ノースオーシャン、バルアとモンテスマの\nちょうど中間あたりにあるらしい。,"""\x83m\x81[\x83X\x83I\x81[\x83V\x83\x83\x83\x93\x81A\x83o\x83\x8B\x83A\x82\xC6\x83\x82\x83\x93\x83e\x83X\x83}\x82\xCC\n\x82\xBF\x82\xE5\x82\xA4\x82\xC7\x92\x86\x8A\xD4\x82\xA0\x82\xBD\x82\xE8\x82\xC9\x82\xA0\x82\xE9\x82\xE7\x82\xB5\x82\xA2\x81B"""
3480,0x37e430,58,Shift_JIS,新大陸帰りのバルア軍から伝わってきた情報だ。\n妖精ねえ……,"""\x90V\x91\xE5\x97\xA4\x8BA\x82\xE8\x82\xCC\x83o\x83\x8B\x83A\x8CR\x82\xA9\x82\xE7\x93`\x82\xED\x82\xC1\x82\xC4\x82\xAB\x82\xBD\x8F\xEE\x95\xF1\x82\xBE\x81B\n\x97d\x90\xB8\x82\xCB\x82\xA6\x81c\x81c"""
3481,0x37e46c,270,Shift_JIS,一夜にして地面に巨大な幾何\n学模様が出現する謎の現象。\n最近は目撃例が非常に多い。\nこの地方の古い文献によれば\n過去に同様の現象が起きる前\nの晩には、不思議な光の球が\n２つ、あるいは３つ、あたか\nも意志を持った生物のように\n夜の闇に飛び交ったというが\nその正体は一切不明である。,"""\x88\xEA\x96\xE9\x82\xC9\x82\xB5\x82\xC4\x92n\x96\xCA\x82\xC9\x8B\x90\x91\xE5\x82\xC8\x8A\xF4\x89\xBD\n\x8Aw\x96\xCD\x97l\x82\xAA\x8Fo\x8C\xBB\x82\xB7\x82\xE9\x93\xE4\x82\xCC\x8C\xBB\x8F\xDB\x81B\n\x8D\xC5\x8B\xDF\x82\xCD\x96\xDA\x8C\x82\x97\xE1\x82\xAA\x94\xF1\x8F\xED\x82\xC9\x91\xBD\x82\xA2\x81B\n\x82\xB1\x82\xCC\x92n\x95\xFB\x82\xCC\x8C\xC3\x82\xA2\x95\xB6\x8C\xA3\x82\xC9\x82\xE6\x82\xEA\x82\xCE\n\x89\xDF\x8B\x8E\x82\xC9\x93\xAF\x97l\x82\xCC\x8C\xBB\x8F\xDB\x82\xAA\x8BN\x82\xAB\x82\xE9\x91O\n\x82\xCC\x94\xD3\x82\xC9\x82\xCD\x81A\x95s\x8Ev\x8Bc\x82\xC8\x8C\xF5\x82\xCC\x8B\x85\x82\xAA\n\x82Q\x82\xC2\x81A\x82\xA0\x82\xE9\x82\xA2\x82\xCD\x82R\x82\xC2\x81A\x82\xA0\x82\xBD\x82\xA9\n\x82\xE0\x88\xD3\x8Eu\x82\xF0\x8E\x9D\x82\xC1\x82\xBD\x90\xB6\x95\xA8\x82\xCC\x82\xE6\x82\xA4\x82\xC9\n\x96\xE9\x82\xCC\x88\xC5\x82\xC9\x94\xF2\x82\xD1\x8C\xF0\x82\xC1\x82\xBD\x82\xC6\x82\xA2\x82\xA4\x82\xAA\n\x82\xBB\x82\xCC\x90\xB3\x91\xCC\x82\xCD\x88\xEA\x90\xD8\x95s\x96\xBE\x82\xC5\x82\xA0\x82\xE9\x81B"""
3482,0x37e57c,270,Shift_JIS,夜中にふと目がさめて庭に出\nてみたら、畑のほうで何か光\nるのが見えたわけよ。はじめ\nは見間違いじゃねえかと思っ\nたんだが、いくつか光がもつ\nれ合うみたいにグルグル動い\nて闇の中に妙な模様が浮かび\nあがったわけ。ありゃあいっ\nたい、何だったんだろうな。\n　〜ある船乗りの証言より〜,"""\x96\xE9\x92\x86\x82\xC9\x82\xD3\x82\xC6\x96\xDA\x82\xAA\x82\xB3\x82\xDF\x82\xC4\x92\xEB\x82\xC9\x8Fo\n\x82\xC4\x82\xDD\x82\xBD\x82\xE7\x81A\x94\xA8\x82\xCC\x82\xD9\x82\xA4\x82\xC5\x89\xBD\x82\xA9\x8C\xF5\n\x82\xE9\x82\xCC\x82\xAA\x8C\xA9\x82\xA6\x82\xBD\x82\xED\x82\xAF\x82\xE6\x81B\x82\xCD\x82\xB6\x82\xDF\n\x82\xCD\x8C\xA9\x8A\xD4\x88\xE1\x82\xA2\x82\xB6\x82\xE1\x82\xCB\x82\xA6\x82\xA9\x82\xC6\x8Ev\x82\xC1\n\x82\xBD\x82\xF1\x82\xBE\x82\xAA\x81A\x82\xA2\x82\xAD\x82\xC2\x82\xA9\x8C\xF5\x82\xAA\x82\xE0\x82\xC2\n\x82\xEA\x8D\x87\x82\xA4\x82\xDD\x82\xBD\x82\xA2\x82\xC9\x83O\x83\x8B\x83O\x83\x8B\x93\xAE\x82\xA2\n\x82\xC4\x88\xC5\x82\xCC\x92\x86\x82\xC9\x96\xAD\x82\xC8\x96\xCD\x97l\x82\xAA\x95\x82\x82\xA9\x82\xD1\n\x82\xA0\x82\xAA\x82\xC1\x82\xBD\x82\xED\x82\xAF\x81B\x82\xA0\x82\xE8\x82\xE1\x82\xA0\x82\xA2\x82\xC1\n\x82\xBD\x82\xA2\x81A\x89\xBD\x82\xBE\x82\xC1\x82\xBD\x82\xF1\x82\xBE\x82\xEB\x82\xA4\x82\xC8\x81B\n\x81@\x81`\x82\xA0\x82\xE9\x91D\x8F\xE6\x82\xE8\x82\xCC\x8F\xD8\x8C\xBE\x82\xE6\x82\xE8\x81`"""
3483,0x37e68c,76,Shift_JIS,モンテスマで、バルアが本拠地にしていた\n月Ж石鉱山の北方の島にあるらしいぜ。,"""\x83\x82\x83\x93\x83e\x83X\x83}\x82\xC5\x81A\x83o\x83\x8B\x83A\x82\xAA\x96{\x8B\x92\x92n\x82\xC9\x82\xB5\x82\xC4\x82\xA2\x82\xBD\n\x8C\x8E\x84G\x90\xCE\x8Dz\x8ER\x82\xCC\x96k\x95\xFB\x82\xCC\x93\x87\x82\xC9\x82\xA0\x82\xE9\x82\xE7\x82\xB5\x82\xA2\x82\xBA\x81B"""
3484,0x37e6d8,62,Shift_JIS,新大陸のどっかにあるらしいんだが……\n男心をくすぐるネタだな。,"""\x90V\x91\xE5\x97\xA4\x82\xCC\x82\xC7\x82\xC1\x82\xA9\x82\xC9\x82\xA0\x82\xE9\x82\xE7\x82\xB5\x82\xA2\x82\xF1\x82\xBE\x82\xAA\x81c\x81c\n\x92j\x90S\x82\xF0\x82\xAD\x82\xB7\x82\xAE\x82\xE9\x83l\x83^\x82\xBE\x82\xC8\x81B"""
3485,0x37e718,260,Shift_JIS,モンテスマの小さな島に女性\nだけで暮らす部族。\n非常に高い戦闘能力を誇り、\n毎年、春と秋には男をさらう\nために周辺の集落に現れる。\nモ族という男だけの部族は度\n重なるモンテスネスの男狩り\nによって人数が激減。各地に\n散ってその血脈をわずかに残\nすのみとなってしまった。,"""\x83\x82\x83\x93\x83e\x83X\x83}\x82\xCC\x8F\xAC\x82\xB3\x82\xC8\x93\x87\x82\xC9\x8F\x97\x90\xAB\n\x82\xBE\x82\xAF\x82\xC5\x95\xE9\x82\xE7\x82\xB7\x95\x94\x91\xB0\x81B\n\x94\xF1\x8F\xED\x82\xC9\x8D\x82\x82\xA2\x90\xED\x93\xAC\x94\\\x97\xCD\x82\xF0\x8C\xD6\x82\xE8\x81A\n\x96\x88\x94N\x81A\x8Ft\x82\xC6\x8FH\x82\xC9\x82\xCD\x92j\x82\xF0\x82\xB3\x82\xE7\x82\xA4\n\x82\xBD\x82\xDF\x82\xC9\x8E\xFC\x95\xD3\x82\xCC\x8FW\x97\x8E\x82\xC9\x8C\xBB\x82\xEA\x82\xE9\x81B\n\x83\x82\x91\xB0\x82\xC6\x82\xA2\x82\xA4\x92j\x82\xBE\x82\xAF\x82\xCC\x95\x94\x91\xB0\x82\xCD\x93x\n\x8Fd\x82\xC8\x82\xE9\x83\x82\x83\x93\x83e\x83X\x83l\x83X\x82\xCC\x92j\x8E\xEB\x82\xE8\n\x82\xC9\x82\xE6\x82\xC1\x82\xC4\x90l\x90\x94\x82\xAA\x8C\x83\x8C\xB8\x81B\x8Ae\x92n\x82\xC9\n\x8EU\x82\xC1\x82\xC4\x82\xBB\x82\xCC\x8C\x8C\x96\xAC\x82\xF0\x82\xED\x82\xB8\x82\xA9\x82\xC9\x8Ec\n\x82\xB7\x82\xCC\x82\xDD\x82\xC6\x82\xC8\x82\xC1\x82\xC4\x82\xB5\x82\xDC\x82\xC1\x82\xBD\x81B"""
3486,0x37e81c,88,Shift_JIS,「黄金像」と「ダスカの地上絵」が指し示す\nモンテスマの北方の台地。そこにこの遺跡はある。,"""\x81u\x89\xA9\x8B\xE0\x91\x9C\x81v\x82\xC6\x81u\x83_\x83X\x83J\x82\xCC\x92n\x8F\xE3\x8AG\x81v\x82\xAA\x8Ew\x82\xB5\x8E\xA6\x82\xB7\n\x83\x82\x83\x93\x83e\x83X\x83}\x82\xCC\x96k\x95\xFB\x82\xCC\x91\xE4\x92n\x81B\x82\xBB\x82\xB1\x82\xC9\x82\xB1\x82\xCC\x88\xE2\x90\xD5\x82\xCD\x82\xA0\x82\xE9\x81B"""
3487,0x37e874,78,Shift_JIS,何やら、いにしえの像と不思議な地上絵が\nこの発見物を指し示しているらしいが……,"""\x89\xBD\x82\xE2\x82\xE7\x81A\x82\xA2\x82\xC9\x82\xB5\x82\xA6\x82\xCC\x91\x9C\x82\xC6\x95s\x8Ev\x8Bc\x82\xC8\x92n\x8F\xE3\x8AG\x82\xAA\n\x82\xB1\x82\xCC\x94\xAD\x8C\xA9\x95\xA8\x82\xF0\x8Ew\x82\xB5\x8E\xA6\x82\xB5\x82\xC4\x82\xA2\x82\xE9\x82\xE7\x82\xB5\x82\xA2\x82\xAA\x81c\x81c"""
3488,0x37e8c4,258,Shift_JIS,森の奥深くにひっそりと築か\nれた巨大な人面の建造物。\n大小さまざまな形をした石を\n組み合わせて造られており、\n一枚の紙を挟む隙すらないほ\nど精密な構造をしている。\nはるか昔、この地に栄えた文\n明が巨石や黄金、緑の樹木と\nいった自然を信仰していた様\n子が伝わってくる。,"""\x90X\x82\xCC\x89\x9C\x90[\x82\xAD\x82\xC9\x82\xD0\x82\xC1\x82\xBB\x82\xE8\x82\xC6\x92z\x82\xA9\n\x82\xEA\x82\xBD\x8B\x90\x91\xE5\x82\xC8\x90l\x96\xCA\x82\xCC\x8C\x9A\x91\xA2\x95\xA8\x81B\n\x91\xE5\x8F\xAC\x82\xB3\x82\xDC\x82\xB4\x82\xDC\x82\xC8\x8C`\x82\xF0\x82\xB5\x82\xBD\x90\xCE\x82\xF0\n\x91g\x82\xDD\x8D\x87\x82\xED\x82\xB9\x82\xC4\x91\xA2\x82\xE7\x82\xEA\x82\xC4\x82\xA8\x82\xE8\x81A\n\x88\xEA\x96\x87\x82\xCC\x8E\x86\x82\xF0\x8B\xB2\x82\xDE\x8C\x84\x82\xB7\x82\xE7\x82\xC8\x82\xA2\x82\xD9\n\x82\xC7\x90\xB8\x96\xA7\x82\xC8\x8D\\\x91\xA2\x82\xF0\x82\xB5\x82\xC4\x82\xA2\x82\xE9\x81B\n\x82\xCD\x82\xE9\x82\xA9\x90\xCC\x81A\x82\xB1\x82\xCC\x92n\x82\xC9\x89h\x82\xA6\x82\xBD\x95\xB6\n\x96\xBE\x82\xAA\x8B\x90\x90\xCE\x82\xE2\x89\xA9\x8B\xE0\x81A\x97\xCE\x82\xCC\x8E\xF7\x96\xD8\x82\xC6\n\x82\xA2\x82\xC1\x82\xBD\x8E\xA9\x91R\x82\xF0\x90M\x8B\xC2\x82\xB5\x82\xC4\x82\xA2\x82\xBD\x97l\n\x8Eq\x82\xAA\x93`\x82\xED\x82\xC1\x82\xC4\x82\xAD\x82\xE9\x81B"""
