Entry ID,Message ID,[DE entry name position],[DE entry name size],DE entry name,[ES entry name position],[ES entry name size],ES entry name,[FR entry name position],[FR entry name size],FR entry name,[GB entry name position],[GB entry name size],GB entry name,Category ID,[Category name],Effect ID,[Effect name],Scope ID,[Scope name],Padding #1,Effect value #1,Effect value #2,Element ID,[Element name],Type ID,[Type name],Unknown #1,Unknown #2,Unknown #3,Hit%,Padding #2,Padding #3
266,2150940976,7612,8,Irnagun,7781,8,Irnagun,7715,8,Irnagun,7483,8,Irnagun,0,Super Move,0,Damage,1,One ally,0,16,40,3,Blue,0,Physical,0,0,0,0,0,0
267,2150940936,7620,6,DUMMY,7789,6,DUMMY,7723,6,DUMMY,7491,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
268,2150940936,7626,6,DUMMY,7795,6,DUMMY,7729,6,DUMMY,7497,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
269,2150940936,7632,6,DUMMY,7801,6,DUMMY,7735,6,DUMMY,7503,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
270,2150940936,7638,6,DUMMY,7807,6,DUMMY,7741,6,DUMMY,7509,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
271,2150940936,7644,6,DUMMY,7813,6,DUMMY,7747,6,DUMMY,7515,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
272,2150940936,7650,6,DUMMY,7819,6,DUMMY,7753,6,DUMMY,7521,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
273,2150940936,7656,6,DUMMY,7825,6,DUMMY,7759,6,DUMMY,7527,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
274,2150940936,7662,6,DUMMY,7831,6,DUMMY,7765,6,DUMMY,7533,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
275,2150940936,7668,6,DUMMY,7837,6,DUMMY,7771,6,DUMMY,7539,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
276,2150940936,7674,6,DUMMY,7843,6,DUMMY,7777,6,DUMMY,7545,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
277,2150940936,7680,6,DUMMY,7849,6,DUMMY,7783,6,DUMMY,7551,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
278,2150940936,7686,6,DUMMY,7855,6,DUMMY,7789,6,DUMMY,7557,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
279,2150940936,7692,6,DUMMY,7861,6,DUMMY,7795,6,DUMMY,7563,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
280,2150940936,7698,6,DUMMY,7867,6,DUMMY,7801,6,DUMMY,7569,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
281,2150940936,7704,6,DUMMY,7873,6,DUMMY,7807,6,DUMMY,7575,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
282,2150940936,7710,6,DUMMY,7879,6,DUMMY,7813,6,DUMMY,7581,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
283,2150940936,7716,6,DUMMY,7885,6,DUMMY,7819,6,DUMMY,7587,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
284,2150940936,7722,6,DUMMY,7891,6,DUMMY,7825,6,DUMMY,7593,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
285,2150940936,7728,6,DUMMY,7897,6,DUMMY,7831,6,DUMMY,7599,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
286,2150306244,7734,11,Wind Slash,7903,14,Corta Vientos,7837,13,Vent coupant,7605,11,Wind Slash,0,Super Move,0,Damage,103,Ally line #4,0,16,15,3,Blue,0,Physical,0,0,0,0,0,0
287,2150306256,7745,12,Schallwelle,7917,11,Ola Sónica,7850,14,Vague Sonique,7616,11,Sonic Wave,0,Super Move,0,Damage,103,Ally line #4,0,16,15,4,Yellow,0,Physical,0,0,0,0,0,0
288,2150940832,7757,9,KETSUBAN,7928,9,KETSUBAN,7864,9,KETSUBAN,7627,9,KETSUBAN,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
289,2150940936,7766,6,DUMMY,7937,6,DUMMY,7873,6,DUMMY,7636,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
290,2150940936,7772,6,DUMMY,7943,6,DUMMY,7879,6,DUMMY,7642,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
291,2150940936,7778,6,DUMMY,7949,6,DUMMY,7885,6,DUMMY,7648,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
292,2150940936,7784,6,DUMMY,7955,6,DUMMY,7891,6,DUMMY,7654,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
293,2150940936,7790,6,DUMMY,7961,6,DUMMY,7897,6,DUMMY,7660,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
294,2150940936,7796,6,DUMMY,7967,6,DUMMY,7903,6,DUMMY,7666,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
295,2150940936,7802,6,DUMMY,7973,6,DUMMY,7909,6,DUMMY,7672,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
296,2150940984,7808,6,Beben,7979,10,Terremoto,7915,7,Séisme,7678,6,Quake,0,Super Move,0,Damage,2,All allies,0,16,20,2,Purple,0,Physical,0,0,0,0,0,0
297,2150940936,7814,6,DUMMY,7989,6,DUMMY,7922,6,DUMMY,7684,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
298,2150940936,7820,6,DUMMY,7995,6,DUMMY,7928,6,DUMMY,7690,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
299,2150940936,7826,6,DUMMY,8001,6,DUMMY,7934,6,DUMMY,7696,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
300,2150940936,7832,6,DUMMY,8007,6,DUMMY,7940,6,DUMMY,7702,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
301,2150940936,7838,6,DUMMY,8013,6,DUMMY,7946,6,DUMMY,7708,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
302,2150940936,7844,6,DUMMY,8019,6,DUMMY,7952,6,DUMMY,7714,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
303,2150940936,7850,6,DUMMY,8025,6,DUMMY,7958,6,DUMMY,7720,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
304,2150940936,7856,6,DUMMY,8031,6,DUMMY,7964,6,DUMMY,7726,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
305,2150940936,7862,6,DUMMY,8037,6,DUMMY,7970,6,DUMMY,7732,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
306,2150306268,7868,17,Selbstzerstörung,8043,16,Autodestrucción,7976,17,Auto-destruction,7738,14,Self-destruct,0,Super Move,62,Damage + Defeat user,200,Allies nearby #1,0,16,40,0,Green,0,Physical,16,17,0,100,0,0
307,2150306284,7885,14,Giftexplosion,8059,17,Ráfaga de Veneno,7993,17,Explosion Poison,7752,15,Poison Explode,0,Super Move,62,Damage + Defeat user,200,Allies nearby #1,0,16,40,0,Green,0,Physical,16,17,0,50,0,0
308,2150940936,7899,6,DUMMY,8076,6,DUMMY,8010,6,DUMMY,7767,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
309,2150940936,7905,6,DUMMY,8082,6,DUMMY,8016,6,DUMMY,7773,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
310,2150940936,7911,6,DUMMY,8088,6,DUMMY,8022,6,DUMMY,7779,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
311,2150940936,7917,6,DUMMY,8094,6,DUMMY,8028,6,DUMMY,7785,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
312,2150940936,7923,6,DUMMY,8100,6,DUMMY,8034,6,DUMMY,7791,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
313,2150940936,7929,6,DUMMY,8106,6,DUMMY,8040,6,DUMMY,7797,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
314,2150940936,7935,6,DUMMY,8112,6,DUMMY,8046,6,DUMMY,7803,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
315,2150940936,7941,6,DUMMY,8118,6,DUMMY,8052,6,DUMMY,7809,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
316,2150306300,7947,9,Chak Mol,8124,9,Chak Mol,8058,9,Chak Mol,7815,9,Chak Mol,0,Super Move,72,Add Fatigue + Damage,2,All allies,0,16,30,0,Green,0,Physical,16,17,6,70,0,0
317,2150306312,7956,13,Goldgestöber,8133,14,Ráfaga de Oro,8067,13,Rafale dorée,7824,14,Golden Flurry,0,Super Move,70,Add Confusion + Damage,2,All allies,0,16,30,3,Blue,0,Physical,16,17,4,70,0,0
318,2150306328,7969,12,Leibwächter,8147,15,Guardaespaldas,8080,15,Garde du corps,7838,10,Bodyguard,0,Super Move,43,Call enemy,0,None,0,248,0,0,Green,0,Physical,0,0,0,0,0,0
319,2150306340,7981,15,Wütender Rupee,8162,15,Furia de Rupee,8095,13,Rupee enragé,7848,14,Berserk Rupee,0,Super Move,0,Damage,1,One ally,0,16,90,1,Red,0,Physical,0,0,0,0,0,0
320,2150306356,7996,14,Legendenfeuer,8177,17,Fuego Legendario,8108,15,Feu légendaire,7862,15,Legendary Fire,0,Super Move,72,Add Fatigue + Damage,1,One ally,0,16,20,1,Red,0,Physical,16,17,6,70,0,0
321,2150306372,8010,15,Legendenschlag,8194,16,Puño Legendario,8123,17,Punch légendaire,7877,16,Legendary Punch,0,Super Move,0,Damage,1,One ally,0,16,40,1,Red,0,Physical,0,0,0,0,0,0
322,2150306388,8025,16,Legendenangriff,8210,17,Carga Legendaria,8140,16,Attaque légende,7893,17,Legendary Charge,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
323,2150305904,8041,14,Sacri Crystal,8227,14,Cristal Sacri,8156,14,Cristal Sacri,7910,14,Sacri Crystal,0,Super Move,31,Recover HP,3,One enemy,0,500,0,0,Green,0,Physical,0,0,0,0,0,0
324,2150306408,8055,13,Machetenzorn,8241,14,Ira del Sable,8170,16,Colère du sabre,7924,14,Cutlass Wrath,0,Super Move,0,Damage,1,One ally,0,16,40,6,Neutral,0,Physical,0,0,0,0,0,0
325,2150940992,8068,6,Rache,8255,9,Venganza,8186,10,Vengeance,7938,8,Revenge,0,Super Move,38,Counter attack + Guard,5,User,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
326,2150306424,8074,12,Anita Burst,8264,16,Explosión Anita,8196,16,Explosion Anita,7946,12,Anita Burst,0,Super Move,0,Damage,2,All allies,0,16,30,1,Red,0,Physical,0,0,0,0,0,0
327,2150306436,8086,13,Anita Shield,8280,13,Escudo Anita,8212,17,Bouclier d'Anita,7958,13,Anita Shield,0,Super Move,39,Block magic,4,All enemies,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
328,2150306452,8099,16,Schicksalsflöte,8293,15,Flauta Destino,8229,17,Flûtes du destin,7971,14,Pipes of Doom,0,Super Move,43,Call enemy,0,None,0,251,0,0,Green,0,Physical,0,0,0,0,0,0
329,2150306468,8115,13,Schießpulver,8308,16,Polvo Explosivo,8246,17,Poudre explosive,7985,17,Explosive Powder,0,Super Move,0,Damage,2,All allies,0,16,40,1,Red,0,Physical,0,0,0,0,0,0
330,2150306488,8128,15,Magische Lampe,8324,15,Lámpara Mágica,8263,14,Lampe magique,8002,11,Magic Lamp,0,Super Move,16,Add Weak,2,All allies,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
331,2150306500,8143,14,Medizinkasten,8339,16,Botiquín Médico,8277,10,Pharmacie,8013,13,Medicine Box,0,Super Move,78,Add Quickened + Add Regenerate + Add Strengthen,5,User,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
332,2150306516,8157,9,Echovase,8355,15,Jarrón de Ecos,8287,15,Vase des échos,8026,14,Vase of Echos,0,Super Move,26,Add Weak,2,All allies,0,0,0,0,Green,0,Physical,1,1,8,90,0,0
333,2150306532,8166,16,Moonstone Blast,8370,17,Ráfaga de Piedra,8302,17,Explosion pierre,8040,16,Moonstone Blast,0,Super Move,68,Add Unconscious + Damage #2,1,One ally,0,16,30,4,Yellow,0,Physical,16,17,1,60,0,0
334,2150940856,8182,8,Angriff,8387,7,Ataque,8319,8,Attaque,8056,7,Charge,0,Super Move,43,Call enemy,0,None,0,254,0,0,Green,0,Physical,0,0,0,0,0,0
335,2150941000,8190,8,Randale,8394,11,Desenfreno,8327,8,Saccage,8063,8,Rampage,0,Super Move,0,Damage,1,One ally,0,16,70,4,Yellow,0,Physical,0,0,0,0,0,0
336,2150306548,8198,16,Klapperschlange,8405,15,Viento lateral,8335,16,Grenade subaqua,8071,11,Sidewinder,0,Super Move,0,Damage,2,All allies,0,16,30,4,Yellow,0,Physical,0,0,0,0,0,0
337,2150305356,8214,10,Zielsuche,8420,17,Busca del Blanco,8351,16,Recherche cible,8082,14,Target Search,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
338,2150306560,8224,13,Gewittertanz,8437,16,Baile Tempestad,8367,17,Danse de l'orage,8096,14,Tempest Dance,0,Super Move,0,Damage,1,One ally,0,16,40,6,Neutral,0,Physical,0,0,0,0,0,0
339,2150306560,8237,13,Gewittertanz,8453,16,Baile Tempestad,8384,17,Danse de l'orage,8110,14,Tempest Dance,0,Super Move,0,Damage,1,One ally,0,16,50,6,Neutral,0,Physical,0,0,0,0,0,0
340,2150306560,8250,13,Gewittertanz,8469,16,Baile Tempestad,8401,17,Danse de l'orage,8124,14,Tempest Dance,0,Super Move,0,Damage,1,One ally,0,16,60,6,Neutral,0,Physical,0,0,0,0,0,0
341,2150306560,8263,13,Gewittertanz,8485,16,Baile Tempestad,8418,17,Danse de l'orage,8138,14,Tempest Dance,0,Super Move,0,Damage,1,One ally,0,16,50,6,Neutral,0,Physical,0,0,0,0,0,0
342,2150941008,8276,10,Regenguss,8501,8,Diluvio,8435,7,Déluge,8152,7,Deluge,0,Super Move,0,Damage,2,All allies,0,16,25,6,Neutral,0,Physical,0,0,0,0,0,0
343,2150305820,8286,15,Vigoros Zauber,8509,17,Magia de Vigoro,8442,17,Charme de Vigoro,8159,15,Vigoro's Charm,0,Super Move,70,Add Confusion + Damage,1,One ally,0,16,5,1,Red,0,Physical,16,17,4,0,0,0
344,2150306328,8301,12,Leibwächter,8526,15,Guardaespaldas,8459,15,Garde du corps,8174,10,Bodyguard,0,Super Move,43,Call enemy,0,None,0,250,0,0,Green,0,Physical,0,0,0,0,0,0
