Entry ID,[Filter],Entry JP Name,[Entry EU Name],Width,Depth,Element ID,[Element Name],Pad 1,Pad 2,Movement Flags,Counter%,EXP,Gold,Pad 3,Pad 4,MAXHP,Unk 1,Green,Red,Purple,Blue,Yellow,Silver,Poison,Unconscious,Stone,Sleep,Confusion,Silence,Fatigue,Revival,Weak,State 10,State 11,State 12,State 13,State 14,State 15,Danger,Effect ID,[Effect Name],State ID,[State Name],State Miss%,Pad 5,Level,Will,Vigor,Agile,Quick,Attack,Defense,MagDef,Hit%,Dodge%,Pad 6,Pad 7,Item 1 Prob,Item 1 Amount,Item 1 ID,[Item 1 Name],Item 2 Prob,Item 2 Amount,Item 2 ID,[Item 2 Name],Item 3 Prob,Item 3 Amount,Item 3 ID,[Item 3 Name],Item 4 Prob,Item 4 Amount,Item 4 ID,[Item 4 Name]
146,*,マオ,Mao,1,1,3,Blue,-1,-1,0b111111000101,25,2979,1277,-1,-1,2681,18.0,11,9,11,10,9,10,10,0,5,5,10,0,0,5,5,10,10,10,10,10,10,1000,-1,None,0,Poison,0,-1,29,107,89,25,156,312,268,268,125,25,-1,-1,100,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
147,*,ムラジ,Muraji,1,1,3,Blue,-1,-1,0b110000110111,0,3873,1971,-1,-1,3286,18.0,11,9,11,10,9,10,20,0,20,20,0,0,0,0,20,10,10,10,10,10,10,1000,-1,None,0,Poison,0,-1,31,143,93,0,126,186,224,336,0,25,-1,-1,100,4,245,Magic Dew,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
148,*,ニルヴィナス,Veltarn,3,3,2,Purple,-1,-1,0b111111000110,20,13427,6491,-1,-1,10801,18.0,11,14,7,9,10,10,0,0,4,4,4,0,0,0,4,10,10,10,10,10,10,3500,70,Confusion + Damage,4,Confusion,40,-1,33,120,187,15,189,400,375,375,100,15,-1,-1,100,1,270,Crystalen Box,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
149,*,ビゴロ,Vigoro,1,1,1,Red,-1,-1,0b111111000101,35,18629,6812,-1,-1,14353,18.0,9,9,11,11,10,10,4,0,4,4,4,0,0,0,4,10,10,10,10,10,10,1000,70,Confusion + Damage,4,Confusion,80,-1,37,132,243,20,149,498,365,365,95,20,-1,-1,100,1,260,Paranta Seed,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
150,*,ホルシ−ド,Dracoslyth,3,3,1,Red,-1,-1,0b111111001111,15,3757,1338,-1,-1,6193,18.0,9,7,14,11,10,10,3,5,5,7,7,0,0,10,5,10,10,10,10,10,10,3500,-1,None,0,Poison,0,-1,39,137,172,15,154,484,344,344,95,10,-1,-1,5,1,181,Defensive Aura,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
151,*,ガルシアン,Galcian,1,1,4,Yellow,-1,-1,0b111111000101,20,29884,10387,-1,-1,21761,18.0,9,10,10,11,9,11,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,1000,-1,None,0,Poison,0,-1,38,207,113,15,153,453,340,340,120,10,-1,-1,100,1,218,Valuan Medallion,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
152,*,ラミレス,Ramirez,1,1,5,Silver,-1,-1,0b111111000101,15,0,0,-1,-1,9999999,18.0,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,1000,-1,None,0,Poison,0,-1,37,164,191,15,177,574,574,574,120,25,-1,-1,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
153,*,ラミレス,Ramirez,1,1,5,Silver,-1,-1,0b111111000111,20,31338,0,-1,-1,22273,18.0,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,1000,73,Weak + Damage,8,Weak,60,-1,39,541,116,20,203,522,348,348,120,20,-1,-1,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
154,*,ラプラタヌス,Eliminator,3,3,5,Silver,-1,-1,0b011111000111,30,18629,6812,-1,-1,20721,18.0,10,10,10,10,11,9,0,0,4,4,4,0,0,0,4,10,10,10,10,10,10,3000,-1,None,0,Poison,0,-1,37,132,116,10,134,421,332,365,115,0,-1,-1,100,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
155,*,ドブラ,Gordo,1,1,1,Red,-1,-1,0b111111110111,5,896,485,-1,-1,2058,18.0,9,9,11,11,10,10,0,0,10,11,11,11,0,5,10,10,10,10,10,10,10,1000,-1,None,0,Poison,0,-1,21,100,66,5,81,225,200,200,80,5,-1,-1,100,1,259,Cham,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
156,*,ウォン三兄弟,Furiosus,1,1,1,Red,-1,-1,0b111111000111,15,349,188,-1,-1,561,18.0,9,9,11,11,10,10,0,10,10,11,11,11,0,5,10,10,10,10,10,10,10,800,4,Poison + Damage,0,Poison,70,-1,21,90,63,15,117,233,190,190,100,25,-1,-1,10,5,286,Red Sardis,20,10,288,Spiked Sunfish,30,20,287,Flying Fish,40,30,285,Sky Sardis
157,*,ラミレス,Ramirez,3,3,5,Silver,-1,-1,0b111111001101,25,0,0,-1,-1,24001,18.0,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,3500,73,Weak + Damage,8,Weak,20,-1,40,550,134,25,174,528,404,404,120,15,-1,-1,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
158,*,軍艦兵,Ferratus,1,1,4,Yellow,-1,-1,0b111111000111,10,1,5,-1,-1,58,18.0,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,1,16,13,10,18,43,42,40,95,15,-1,-1,1,1,273,Electri Box,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
160,*,軍艦兵,Ferratus,1,1,4,Yellow,-1,-1,0b111111000111,10,1,5,-1,-1,58,18.0,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,1,16,13,10,18,43,42,40,95,15,-1,-1,1,1,273,Electri Box,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
162,*,軍艦兵,Ferratus,1,1,4,Yellow,-1,-1,0b111111000111,10,1,5,-1,-1,58,18.0,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,1,16,13,10,18,43,42,40,95,15,-1,-1,1,1,273,Electri Box,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
164,*,軍艦兵,Ferratus,1,1,4,Yellow,-1,-1,0b111111000111,10,1,5,-1,-1,58,18.0,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,1,16,13,10,18,43,42,40,95,15,-1,-1,1,1,273,Electri Box,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
166,*,軍艦兵,Ferratus,1,1,4,Yellow,-1,-1,0b111111000111,10,1,5,-1,-1,58,18.0,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,1,16,13,10,18,43,42,40,95,15,-1,-1,1,1,273,Electri Box,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
168,*,軍艦兵,Ferratus,1,1,4,Yellow,-1,-1,0b111111000111,10,1,5,-1,-1,58,18.0,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,1,16,13,10,18,43,42,40,95,15,-1,-1,1,1,273,Electri Box,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
170,*,軍艦兵,Ferratus,1,1,4,Yellow,-1,-1,0b111111000111,10,1,5,-1,-1,58,18.0,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,1,16,13,10,18,43,42,40,95,15,-1,-1,1,1,273,Electri Box,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
210,*,軍艦兵,Ferratus,1,1,4,Yellow,-1,-1,0b111111000111,10,1,5,-1,-1,58,18.0,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,1,16,13,10,18,43,42,40,95,15,-1,-1,1,1,273,Electri Box,1,1,258,Moonberry,-1,-1,-1,None,-1,-1,-1,None
