Entry ID,[Filter],[ES ID],[ES Name],Turn ID,Phase ID,Cond ID,[Cond Name],Cond Param ID,[Cond Param Name],T1 Type ID,[T1 Type Name],T1 Arm ID,T1 Param ID,[T1 Param Name],T1 Arm Dur,T2 Type ID,[T2 Type Name],T2 Arm ID,T2 Param ID,[T2 Param Name],T2 Arm Dur
8,R545A.BIN,18,Hydra,2,0,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
9,R545A.BIN,18,Hydra,2,1,3,Rating,60,%,0,Attack,2,-1,None,1,3,Guard,-1,-1,None,0
10,R545A.BIN,18,Hydra,2,2,3,Rating,80,%,3,Guard,-1,-1,None,0,2,Focus,-1,-1,None,0
11,R545A.BIN,18,Hydra,2,3,1,ES HP ≤,70,%,0,Attack,1,-1,None,0,3,Guard,-1,-1,None,0
12,R545A.BIN,18,Hydra,3,0,-1,None,0,None,0,Attack,1,-1,None,1,0,Attack,1,-1,None,1
13,R545A.BIN,18,Hydra,3,1,-1,None,0,None,2,Focus,-1,-1,None,0,2,Focus,-1,-1,None,0
14,R545A.BIN,18,Hydra,3,2,-1,None,0,None,1,Magic,-1,7,Sacres,0,1,Magic,-1,7,Sacres,0
15,R545A.BIN,18,Hydra,3,3,1,ES HP ≤,30,%,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
16,R545A.BIN,18,Hydra,4,0,-1,None,0,None,0,Attack,1,-1,None,1,2,Focus,-1,-1,None,0
17,R545A.BIN,18,Hydra,4,1,4,ES Previous Task Type =,0,Attack,2,Focus,-1,-1,None,0,0,Attack,1,-1,None,1
18,R545A.BIN,18,Hydra,4,2,-1,None,0,None,3,Guard,-1,-1,None,0,3,Guard,-1,-1,None,0
19,R545A.BIN,18,Hydra,4,3,3,Rating,50,%,0,Attack,0,-1,None,0,1,Magic,-1,7,Sacres,0
20,R545A.BIN,18,Hydra,5,0,-1,None,0,None,3,Guard,-1,-1,None,0,3,Guard,-1,-1,None,0
21,R545A.BIN,18,Hydra,5,1,0,PS HP ≤,70,%,0,Attack,0,-1,None,0,0,Attack,1,-1,None,1
22,R545A.BIN,18,Hydra,5,2,-1,None,0,None,2,Focus,-1,-1,None,0,2,Focus,-1,-1,None,0
23,R545A.BIN,18,Hydra,5,3,-1,None,0,None,0,Attack,3,-1,None,0,0,Attack,3,-1,None,0
24,R545A.BIN,18,Hydra,6,0,5,PS Current Task Type =,50,???,3,Guard,-1,-1,None,0,0,Attack,1,-1,None,1
25,R545A.BIN,18,Hydra,6,1,4,ES Previous Task Type =,0,Attack,3,Guard,-1,-1,None,0,0,Attack,1,-1,None,0
26,R545A.BIN,18,Hydra,6,2,3,Rating,50,%,0,Attack,2,-1,None,1,2,Focus,-1,-1,None,0
27,R545A.BIN,18,Hydra,6,3,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
28,R545A.BIN,18,Hydra,7,0,-1,None,0,None,0,Attack,3,-1,None,0,0,Attack,3,-1,None,0
29,R545A.BIN,18,Hydra,7,1,3,Rating,20,%,0,Attack,2,-1,None,1,2,Focus,-1,-1,None,0
30,R545A.BIN,18,Hydra,7,2,4,ES Previous Task Type =,0,Attack,2,Focus,-1,-1,None,0,0,Attack,2,-1,None,1
31,R545A.BIN,18,Hydra,7,3,-1,None,0,None,0,Attack,1,-1,None,0,0,Attack,1,-1,None,0
32,R545A.BIN,18,Hydra,8,0,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
33,R545A.BIN,18,Hydra,8,1,3,Rating,60,%,0,Attack,2,-1,None,1,3,Guard,-1,-1,None,0
34,R545A.BIN,18,Hydra,8,2,-1,None,0,None,2,Focus,-1,-1,None,0,2,Focus,-1,-1,None,0
35,R545A.BIN,18,Hydra,8,3,-1,None,0,None,0,Attack,3,-1,None,0,0,Attack,3,-1,None,0
0,R547A.BIN,28,Zelos,0,0,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
1,R547A.BIN,28,Zelos,0,1,3,Rating,80,%,1,Magic,-1,4,Driln,0,1,Magic,-1,2,Sylenis,0
2,R547A.BIN,28,Zelos,0,2,-1,None,0,None,3,Guard,-1,-1,None,0,0,Attack,0,-1,None,0
3,R547A.BIN,28,Zelos,0,3,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
4,R547A.BIN,28,Zelos,1,0,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
5,R547A.BIN,28,Zelos,1,1,3,Rating,80,%,1,Magic,-1,4,Driln,0,1,Magic,-1,2,Sylenis,0
6,R547A.BIN,28,Zelos,1,2,3,Rating,50,%,1,Magic,-1,30,Pyrulen,0,1,Magic,-1,29,Crystalen,0
7,R547A.BIN,28,Zelos,1,3,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
8,R547A.BIN,28,Zelos,2,0,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
9,R547A.BIN,28,Zelos,2,1,-1,None,0,None,1,Magic,-1,2,Sylenis,0,0,Attack,0,-1,None,0
10,R547A.BIN,28,Zelos,2,2,3,Rating,50,%,1,Magic,-1,30,Pyrulen,0,1,Magic,-1,29,Crystalen,0
11,R547A.BIN,28,Zelos,2,3,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
12,R547A.BIN,28,Zelos,3,0,-1,None,0,None,1,Magic,-1,13,Quika,0,0,Attack,0,-1,None,0
13,R547A.BIN,28,Zelos,3,1,3,Rating,50,%,1,Magic,-1,30,Pyrulen,0,1,Magic,-1,29,Crystalen,0
14,R547A.BIN,28,Zelos,3,2,3,Rating,50,%,1,Magic,-1,30,Pyrulen,0,1,Magic,-1,29,Crystalen,0
15,R547A.BIN,28,Zelos,3,3,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
16,R547A.BIN,28,Zelos,4,0,-1,None,0,None,1,Magic,-1,13,Quika,0,0,Attack,0,-1,None,0
17,R547A.BIN,28,Zelos,4,1,3,Rating,50,%,1,Magic,-1,30,Pyrulen,0,1,Magic,-1,29,Crystalen,0
18,R547A.BIN,28,Zelos,4,2,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
19,R547A.BIN,28,Zelos,4,3,9,PS Phase Actions ≥ 2 or Used S-Cannon?,0,None,3,Guard,-1,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
20,R547A.BIN,28,Zelos,5,0,3,Rating,80,%,1,Magic,-1,4,Driln,0,1,Magic,-1,2,Sylenis,0
21,R547A.BIN,28,Zelos,5,1,3,Rating,50,%,1,Magic,-1,30,Pyrulen,0,1,Magic,-1,29,Crystalen,0
22,R547A.BIN,28,Zelos,5,2,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
23,R547A.BIN,28,Zelos,5,3,9,PS Phase Actions ≥ 2 or Used S-Cannon?,0,None,3,Guard,-1,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
24,R547A.BIN,28,Zelos,6,0,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
25,R547A.BIN,28,Zelos,6,1,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
26,R547A.BIN,28,Zelos,6,2,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
27,R547A.BIN,28,Zelos,6,3,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
28,R547A.BIN,28,Zelos,7,0,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
29,R547A.BIN,28,Zelos,7,1,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
30,R547A.BIN,28,Zelos,7,2,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
31,R547A.BIN,28,Zelos,7,3,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
32,R547A.BIN,28,Zelos,8,0,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
33,R547A.BIN,28,Zelos,8,1,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
34,R547A.BIN,28,Zelos,8,2,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
35,R547A.BIN,28,Zelos,8,3,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
36,R547A.BIN,28,Zelos,9,0,-1,None,0,None,0,Attack,1,-1,None,0,0,Attack,0,-1,None,0
37,R547A.BIN,28,Zelos,9,1,3,Rating,50,%,1,Magic,-1,31,Wevlum,0,1,Magic,-1,35,Electrulen,0
38,R547A.BIN,28,Zelos,9,2,3,Rating,50,%,1,Magic,-1,31,Wevlum,0,1,Magic,-1,35,Electrulen,0
39,R547A.BIN,28,Zelos,9,3,3,Rating,50,%,1,Magic,-1,31,Wevlum,0,1,Magic,-1,35,Electrulen,0
40,R547A.BIN,28,Zelos,10,0,-1,None,0,None,0,Attack,1,-1,None,0,0,Attack,0,-1,None,0
41,R547A.BIN,28,Zelos,10,1,3,Rating,50,%,1,Magic,-1,31,Wevlum,0,1,Magic,-1,35,Electrulen,0
42,R547A.BIN,28,Zelos,10,2,-1,None,0,None,0,Attack,1,-1,None,0,0,Attack,0,-1,None,0
43,R547A.BIN,28,Zelos,10,3,3,Rating,50,%,1,Magic,-1,31,Wevlum,0,1,Magic,-1,35,Electrulen,0
44,R547A.BIN,28,Zelos,11,0,-1,None,0,None,0,Attack,1,-1,None,0,0,Attack,0,-1,None,0
45,R547A.BIN,28,Zelos,11,1,3,Rating,50,%,1,Magic,-1,31,Wevlum,0,1,Magic,-1,35,Electrulen,0
46,R547A.BIN,28,Zelos,11,2,-1,None,0,None,0,Attack,1,-1,None,0,0,Attack,0,-1,None,0
47,R547A.BIN,28,Zelos,11,3,3,Rating,50,%,1,Magic,-1,31,Wevlum,0,1,Magic,-1,35,Electrulen,0
48,R547A.BIN,28,Zelos,12,0,3,Rating,50,%,1,Magic,-1,31,Wevlum,0,1,Magic,-1,35,Electrulen,0
49,R547A.BIN,28,Zelos,12,1,-1,None,0,None,0,Attack,1,-1,None,0,0,Attack,0,-1,None,0
50,R547A.BIN,28,Zelos,12,2,3,Rating,50,%,1,Magic,-1,31,Wevlum,0,1,Magic,-1,35,Electrulen,0
51,R547A.BIN,28,Zelos,12,3,3,Rating,50,%,1,Magic,-1,31,Wevlum,0,1,Magic,-1,35,Electrulen,0
52,R547A.BIN,28,Zelos,13,0,-1,None,0,None,0,Attack,1,-1,None,0,0,Attack,0,-1,None,0
53,R547A.BIN,28,Zelos,13,1,3,Rating,50,%,1,Magic,-1,31,Wevlum,0,1,Magic,-1,35,Electrulen,0
54,R547A.BIN,28,Zelos,13,2,-1,None,0,None,0,Attack,1,-1,None,0,0,Attack,0,-1,None,0
55,R547A.BIN,28,Zelos,13,3,3,Rating,50,%,1,Magic,-1,31,Wevlum,0,1,Magic,-1,35,Electrulen,0
56,R547A.BIN,28,Zelos,14,0,-1,None,0,None,0,Attack,3,-1,None,0,0,Attack,0,-1,None,0
57,R547A.BIN,28,Zelos,14,1,-1,None,0,None,1,Magic,-1,4,Driln,0,0,Attack,0,-1,None,0
58,R547A.BIN,28,Zelos,14,2,-1,None,0,None,1,Magic,-1,13,Quika,0,0,Attack,0,-1,None,0
59,R547A.BIN,28,Zelos,14,3,0,PS HP ≤,50,%,0,Attack,1,-1,None,0,0,Attack,3,-1,None,0
60,R547A.BIN,28,Zelos,15,0,-1,None,0,None,0,Attack,1,-1,None,0,0,Attack,0,-1,None,0
61,R547A.BIN,28,Zelos,15,1,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
62,R547A.BIN,28,Zelos,15,2,-1,None,0,None,0,Attack,3,-1,None,0,0,Attack,0,-1,None,0
63,R547A.BIN,28,Zelos,15,3,9,PS Phase Actions ≥ 2 or Used S-Cannon?,0,None,3,Guard,-1,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
64,R547A.BIN,28,Zelos,16,0,-1,None,0,None,1,Magic,-1,13,Quika,0,0,Attack,0,-1,None,0
65,R547A.BIN,28,Zelos,16,1,-1,None,0,None,0,Attack,3,-1,None,0,0,Attack,0,-1,None,0
66,R547A.BIN,28,Zelos,16,2,9,PS Phase Actions ≥ 2 or Used S-Cannon?,0,None,3,Guard,-1,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
67,R547A.BIN,28,Zelos,16,3,0,PS HP ≤,50,%,0,Attack,1,-1,None,0,0,Attack,3,-1,None,0
68,R547A.BIN,28,Zelos,17,0,0,PS HP ≤,50,%,4,Nothing,-1,2,Assessing Damage,0,1,Magic,-1,4,Driln,0
69,R547A.BIN,28,Zelos,17,1,3,Rating,50,%,1,Magic,-1,30,Pyrulen,0,1,Magic,-1,29,Crystalen,0
70,R547A.BIN,28,Zelos,17,2,3,Rating,50,%,1,Magic,-1,31,Wevlum,0,1,Magic,-1,35,Electrulen,0
71,R547A.BIN,28,Zelos,17,3,-1,None,0,None,0,Attack,2,-1,None,0,0,Attack,0,-1,None,0
72,R547A.BIN,28,Zelos,18,0,3,Rating,50,%,1,Magic,-1,31,Wevlum,0,1,Magic,-1,29,Crystalen,0
73,R547A.BIN,28,Zelos,18,1,-1,None,0,None,0,Attack,2,-1,None,0,0,Attack,0,-1,None,0
74,R547A.BIN,28,Zelos,18,2,3,Rating,50,%,1,Magic,-1,30,Pyrulen,0,1,Magic,-1,35,Electrulen,0
75,R547A.BIN,28,Zelos,18,3,-1,None,0,None,0,Attack,2,-1,None,0,0,Attack,0,-1,None,0
0,R550A.BIN,21,Black Pirates,0,0,3,Rating,80,%,0,Attack,1,-1,None,3,2,Focus,-1,0,Focus,0
1,R550A.BIN,21,Black Pirates,0,1,4,ES Previous Task Type =,2,Focus,0,Attack,1,-1,None,1,2,Focus,-1,0,Focus,0
2,R550A.BIN,21,Black Pirates,0,2,4,ES Previous Task Type =,2,Focus,0,Attack,0,-1,None,0,3,Guard,-1,0,Evasive Action,0
3,R550A.BIN,21,Black Pirates,0,3,-1,None,0,None,0,Attack,0,-1,None,0,-1,None,-1,-1,None,0
4,R550A.BIN,21,Black Pirates,1,0,3,Rating,70,%,0,Attack,1,0,None,3,3,Guard,-1,0,Evasive Action,0
5,R550A.BIN,21,Black Pirates,1,1,3,Rating,80,%,0,Attack,1,-1,None,2,0,Attack,0,-1,None,0
6,R550A.BIN,21,Black Pirates,1,2,3,Rating,70,%,4,Nothing,-1,0,Awaiting Orders,0,3,Guard,-1,0,Evasive Action,0
7,R550A.BIN,21,Black Pirates,1,3,-1,None,0,None,0,Attack,0,-1,None,0,-1,None,-1,-1,None,0
8,R550A.BIN,21,Black Pirates,2,0,-1,None,0,None,0,Attack,0,-1,None,0,-1,None,-1,-1,None,0
9,R550A.BIN,21,Black Pirates,2,1,-1,None,0,None,0,Attack,0,-1,None,0,-1,None,-1,-1,None,0
10,R550A.BIN,21,Black Pirates,2,2,-1,None,0,None,0,Attack,0,-1,None,0,-1,None,-1,-1,None,0
11,R550A.BIN,21,Black Pirates,2,3,-1,None,0,None,0,Attack,0,-1,None,0,-1,None,-1,-1,None,0
12,R550A.BIN,21,Black Pirates,3,0,3,Rating,98,%,0,Attack,0,-1,None,0,3,Guard,-1,0,Evasive Action,0
13,R550A.BIN,21,Black Pirates,3,1,3,Rating,50,%,2,Focus,-1,0,Focus,0,0,Attack,1,0,None,2
14,R550A.BIN,21,Black Pirates,3,2,3,Rating,80,%,0,Attack,0,-1,None,0,3,Guard,-1,0,Evasive Action,0
15,R550A.BIN,21,Black Pirates,3,3,3,Rating,80,%,0,Attack,0,-1,None,0,3,Guard,-1,0,Evasive Action,0
0,R551A.BIN,21,Black Pirates,0,0,3,Rating,80,%,0,Attack,1,-1,None,3,2,Focus,-1,0,Focus,0
1,R551A.BIN,21,Black Pirates,0,1,4,ES Previous Task Type =,2,Focus,0,Attack,1,-1,None,1,2,Focus,-1,0,Focus,0
2,R551A.BIN,21,Black Pirates,0,2,4,ES Previous Task Type =,2,Focus,0,Attack,0,-1,None,0,3,Guard,-1,0,Evasive Action,0
3,R551A.BIN,21,Black Pirates,0,3,-1,None,0,None,0,Attack,0,-1,None,0,-1,None,-1,-1,None,0
4,R551A.BIN,21,Black Pirates,1,0,3,Rating,70,%,0,Attack,1,0,None,3,3,Guard,-1,0,Evasive Action,0
5,R551A.BIN,21,Black Pirates,1,1,3,Rating,80,%,0,Attack,1,-1,None,2,0,Attack,0,-1,None,0
6,R551A.BIN,21,Black Pirates,1,2,3,Rating,70,%,4,Nothing,-1,0,Awaiting Orders,0,3,Guard,-1,0,Evasive Action,0
7,R551A.BIN,21,Black Pirates,1,3,-1,None,0,None,0,Attack,0,-1,None,0,-1,None,-1,-1,None,0
8,R551A.BIN,21,Black Pirates,2,0,-1,None,0,None,0,Attack,0,-1,None,0,-1,None,-1,-1,None,0
9,R551A.BIN,21,Black Pirates,2,1,-1,None,0,None,0,Attack,0,-1,None,0,-1,None,-1,-1,None,0
10,R551A.BIN,21,Black Pirates,2,2,-1,None,0,None,0,Attack,0,-1,None,0,-1,None,-1,-1,None,0
11,R551A.BIN,21,Black Pirates,2,3,-1,None,0,None,0,Attack,0,-1,None,0,-1,None,-1,-1,None,0
12,R551A.BIN,21,Black Pirates,3,0,3,Rating,98,%,0,Attack,0,-1,None,0,3,Guard,-1,0,Evasive Action,0
13,R551A.BIN,21,Black Pirates,3,1,3,Rating,50,%,2,Focus,-1,0,Focus,0,0,Attack,1,0,None,2
14,R551A.BIN,21,Black Pirates,3,2,3,Rating,80,%,0,Attack,0,-1,None,0,3,Guard,-1,0,Evasive Action,0
15,R551A.BIN,21,Black Pirates,3,3,3,Rating,80,%,0,Attack,0,-1,None,0,3,Guard,-1,0,Evasive Action,0
0,R552A.BIN,21,Black Pirates,0,0,3,Rating,80,%,0,Attack,1,-1,None,3,2,Focus,-1,0,Focus,0
1,R552A.BIN,21,Black Pirates,0,1,4,ES Previous Task Type =,2,Focus,0,Attack,1,-1,None,1,2,Focus,-1,0,Focus,0
2,R552A.BIN,21,Black Pirates,0,2,4,ES Previous Task Type =,2,Focus,0,Attack,0,-1,None,0,3,Guard,-1,0,Evasive Action,0
3,R552A.BIN,21,Black Pirates,0,3,-1,None,0,None,0,Attack,0,-1,None,0,-1,None,-1,-1,None,0
4,R552A.BIN,21,Black Pirates,1,0,3,Rating,70,%,0,Attack,1,0,None,3,3,Guard,-1,0,Evasive Action,0
5,R552A.BIN,21,Black Pirates,1,1,3,Rating,80,%,0,Attack,1,-1,None,2,0,Attack,0,-1,None,0
6,R552A.BIN,21,Black Pirates,1,2,3,Rating,70,%,4,Nothing,-1,0,Awaiting Orders,0,3,Guard,-1,0,Evasive Action,0
7,R552A.BIN,21,Black Pirates,1,3,-1,None,0,None,0,Attack,0,-1,None,0,-1,None,-1,-1,None,0
8,R552A.BIN,21,Black Pirates,2,0,-1,None,0,None,0,Attack,0,-1,None,0,-1,None,-1,-1,None,0
9,R552A.BIN,21,Black Pirates,2,1,-1,None,0,None,0,Attack,0,-1,None,0,-1,None,-1,-1,None,0
10,R552A.BIN,21,Black Pirates,2,2,-1,None,0,None,0,Attack,0,-1,None,0,-1,None,-1,-1,None,0
11,R552A.BIN,21,Black Pirates,2,3,-1,None,0,None,0,Attack,0,-1,None,0,-1,None,-1,-1,None,0
12,R552A.BIN,21,Black Pirates,3,0,3,Rating,98,%,0,Attack,0,-1,None,0,3,Guard,-1,0,Evasive Action,0
13,R552A.BIN,21,Black Pirates,3,1,3,Rating,50,%,2,Focus,-1,0,Focus,0,0,Attack,1,0,None,2
14,R552A.BIN,21,Black Pirates,3,2,3,Rating,80,%,0,Attack,0,-1,None,0,3,Guard,-1,0,Evasive Action,0
15,R552A.BIN,21,Black Pirates,3,3,3,Rating,80,%,0,Attack,0,-1,None,0,3,Guard,-1,0,Evasive Action,0
0,R560A.BIN,1,Valuan Spellship,0,0,3,Rating,50,%,0,Attack,0,-1,None,0,0,Attack,1,-1,None,0
1,R560A.BIN,1,Valuan Spellship,0,1,-1,None,0,None,0,Attack,1,-1,None,0,-1,None,-1,-1,None,0
2,R560A.BIN,1,Valuan Spellship,0,2,3,Rating,75,%,1,Magic,-1,24,Pyres,0,0,Attack,0,-1,None,0
3,R560A.BIN,1,Valuan Spellship,0,3,-1,None,0,None,4,Nothing,-1,0,Awaiting Orders,0,-1,None,-1,-1,None,0
4,R560A.BIN,1,Valuan Spellship,1,0,-1,None,0,None,0,Attack,0,-1,None,0,-1,None,1,-1,None,0
5,R560A.BIN,1,Valuan Spellship,1,1,3,Rating,50,%,2,Focus,-1,0,Focus,0,0,Attack,1,-1,None,0
6,R560A.BIN,1,Valuan Spellship,1,2,3,Rating,50,%,0,Attack,0,1,None,0,3,Guard,-1,0,Evasive Action,0
7,R560A.BIN,1,Valuan Spellship,1,3,-1,None,0,None,1,Magic,-1,24,Pyres,0,-1,None,-1,-1,None,0
8,R560A.BIN,1,Valuan Spellship,2,0,-1,None,0,None,1,Magic,-1,24,Pyres,0,-1,None,-1,-1,None,0
9,R560A.BIN,1,Valuan Spellship,2,1,-1,None,0,None,0,Attack,0,-1,None,0,-1,None,-1,-1,None,0
10,R560A.BIN,1,Valuan Spellship,2,2,3,Rating,50,%,2,Focus,-1,0,Focus,0,3,Guard,-1,0,Evasive Action,0
11,R560A.BIN,1,Valuan Spellship,2,3,3,Rating,50,%,0,Attack,1,-1,None,0,2,Focus,-1,0,Focus,0
12,R560A.BIN,1,Valuan Spellship,3,0,3,Rating,50,%,4,Nothing,-1,0,Awaiting Orders,0,3,Guard,-1,0,Evasive Action,0
13,R560A.BIN,1,Valuan Spellship,3,1,3,Rating,80,%,0,Attack,1,-1,None,0,2,Focus,-1,0,Focus,0
14,R560A.BIN,1,Valuan Spellship,3,2,3,Rating,65,%,0,Attack,1,-1,None,1,4,Nothing,-1,0,Awaiting Orders,0
15,R560A.BIN,1,Valuan Spellship,3,3,-1,None,0,None,2,Focus,-1,0,Focus,0,-1,None,-1,-1,None,0
16,R560A.BIN,1,Valuan Spellship,4,0,3,Rating,50,%,2,Focus,-1,-1,None,0,4,Nothing,-1,-1,None,0
17,R560A.BIN,1,Valuan Spellship,4,1,3,Rating,40,%,1,Magic,-1,7,Sacres,0,0,Attack,0,-1,None,0
18,R560A.BIN,1,Valuan Spellship,4,2,3,Rating,65,%,1,Magic,-1,24,Pyres,0,3,Guard,-1,-1,None,0
19,R560A.BIN,1,Valuan Spellship,4,3,3,Rating,50,%,2,Focus,-1,-1,None,0,0,Attack,1,-1,None,0
0,R563A.BIN,5,Valuan Mage Ship,0,0,1,ES HP ≤,99,%,2,Focus,-1,0,Focus,0,1,Magic,-1,13,Quika,0
1,R563A.BIN,5,Valuan Mage Ship,0,1,3,Rating,50,%,3,Guard,-1,0,Evasive Action,0,1,Magic,-1,27,Crystales,0
2,R563A.BIN,5,Valuan Mage Ship,0,2,3,Rating,50,%,2,Focus,-1,0,Focus,0,1,Magic,-1,34,Electrum,0
3,R563A.BIN,5,Valuan Mage Ship,0,3,3,Rating,50,%,0,Attack,0,-1,None,0,1,Magic,-1,27,Crystales,0
4,R563A.BIN,5,Valuan Mage Ship,1,0,3,Rating,50,%,4,Nothing,-1,0,Awaiting Orders,0,1,Magic,-1,34,Electrum,0
5,R563A.BIN,5,Valuan Mage Ship,1,1,-1,None,0,None,3,Guard,-1,0,Evasive Action,0,1,Magic,-1,27,Crystales,0
6,R563A.BIN,5,Valuan Mage Ship,1,2,3,Rating,50,%,4,Nothing,-1,0,Awaiting Orders,0,1,Magic,-1,34,Electrum,0
7,R563A.BIN,5,Valuan Mage Ship,1,3,0,PS HP ≤,90,%,4,Nothing,-1,0,Awaiting Orders,0,1,Magic,-1,4,Driln,0
8,R563A.BIN,5,Valuan Mage Ship,2,0,3,Rating,50,%,4,Nothing,-1,0,Awaiting Orders,0,1,Magic,-1,27,Crystales,0
9,R563A.BIN,5,Valuan Mage Ship,2,1,3,Rating,50,%,3,Guard,-1,0,Evasive Action,0,1,Magic,-1,34,Electrum,0
10,R563A.BIN,5,Valuan Mage Ship,2,2,3,Rating,50,%,4,Nothing,-1,0,Awaiting Orders,0,1,Magic,-1,27,Crystales,0
11,R563A.BIN,5,Valuan Mage Ship,2,3,3,Rating,50,%,2,Focus,-1,0,Focus,0,1,Magic,-1,34,Electrum,0
12,R563A.BIN,5,Valuan Mage Ship,3,0,3,Rating,50,%,4,Nothing,-1,0,Awaiting Orders,0,1,Magic,-1,27,Crystales,0
13,R563A.BIN,5,Valuan Mage Ship,3,1,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
14,R563A.BIN,5,Valuan Mage Ship,3,2,3,Rating,50,%,4,Nothing,-1,0,Awaiting Orders,0,1,Magic,-1,34,Electrum,0
15,R563A.BIN,5,Valuan Mage Ship,3,3,1,ES HP ≤,40,%,1,Magic,-1,4,Driln,0,1,Magic,-1,27,Crystales,0
16,R563A.BIN,5,Valuan Mage Ship,4,0,3,Rating,50,%,4,Nothing,-1,0,Awaiting Orders,0,1,Magic,-1,34,Electrum,0
17,R563A.BIN,5,Valuan Mage Ship,4,1,3,Rating,50,%,3,Guard,-1,0,Evasive Action,0,1,Magic,-1,27,Crystales,0
18,R563A.BIN,5,Valuan Mage Ship,4,2,3,Rating,50,%,4,Nothing,-1,0,Awaiting Orders,0,1,Magic,-1,34,Electrum,0
19,R563A.BIN,5,Valuan Mage Ship,4,3,1,ES HP ≤,40,%,1,Magic,-1,13,Quika,0,1,Magic,-1,27,Crystales,0
0,R564A.BIN,1,Valuan Spellship,0,0,3,Rating,50,%,0,Attack,0,-1,None,0,0,Attack,1,-1,None,0
1,R564A.BIN,1,Valuan Spellship,0,1,-1,None,0,None,0,Attack,1,-1,None,0,-1,None,-1,-1,None,0
2,R564A.BIN,1,Valuan Spellship,0,2,3,Rating,75,%,1,Magic,-1,24,Pyres,0,0,Attack,0,-1,None,0
3,R564A.BIN,1,Valuan Spellship,0,3,-1,None,0,None,4,Nothing,-1,0,Awaiting Orders,0,-1,None,-1,-1,None,0
4,R564A.BIN,1,Valuan Spellship,1,0,-1,None,0,None,0,Attack,0,-1,None,0,-1,None,1,-1,None,0
5,R564A.BIN,1,Valuan Spellship,1,1,3,Rating,50,%,2,Focus,-1,0,Focus,0,0,Attack,1,-1,None,0
6,R564A.BIN,1,Valuan Spellship,1,2,3,Rating,50,%,0,Attack,0,1,None,0,3,Guard,-1,0,Evasive Action,0
7,R564A.BIN,1,Valuan Spellship,1,3,-1,None,0,None,1,Magic,-1,24,Pyres,0,-1,None,-1,-1,None,0
8,R564A.BIN,1,Valuan Spellship,2,0,-1,None,0,None,1,Magic,-1,24,Pyres,0,-1,None,-1,-1,None,0
9,R564A.BIN,1,Valuan Spellship,2,1,-1,None,0,None,0,Attack,0,-1,None,0,-1,None,-1,-1,None,0
10,R564A.BIN,1,Valuan Spellship,2,2,3,Rating,50,%,2,Focus,-1,0,Focus,0,3,Guard,-1,0,Evasive Action,0
11,R564A.BIN,1,Valuan Spellship,2,3,3,Rating,50,%,0,Attack,1,-1,None,0,2,Focus,-1,0,Focus,0
12,R564A.BIN,1,Valuan Spellship,3,0,3,Rating,50,%,4,Nothing,-1,0,Awaiting Orders,0,3,Guard,-1,0,Evasive Action,0
