Entry ID,[Filter],Party vigor,Magic EXP,Enemy #0 ID,[JP enemy #0 name],[US enemy #0 name],[EU enemy #0 name],Enemy #1 ID,[JP enemy #1 name],[US enemy #1 name],[EU enemy #1 name],Enemy #2 ID,[JP enemy #2 name],[US enemy #2 name],[EU enemy #2 name],Enemy #3 ID,[JP enemy #3 name],[US enemy #3 name],[EU enemy #3 name],Enemy #4 ID,[JP enemy #4 name],[US enemy #4 name],[EU enemy #4 name],Enemy #5 ID,[JP enemy #5 name],[US enemy #5 name],[EU enemy #5 name],Enemy #6 ID,[JP enemy #6 name],[US enemy #6 name],[EU enemy #6 name],Enemy #7 ID,[JP enemy #7 name],[US enemy #7 name],[EU enemy #7 name]
23,a112b_ep.enp,95,2,38,レジボン,Slothstra,Slothstra,92,ランギット,Langry,Langry,92,ランギット,Langry,Langry,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
24,a112b_ep.enp,95,2,38,レジボン,Slothstra,Slothstra,35,クチュ,Que'lak,Que'lak,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
25,a112b_ep.enp,105,2,39,ミラドール,Polraxis,Polraxis,39,ミラドール,Polraxis,Polraxis,39,ミラドール,Polraxis,Polraxis,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
26,a112b_ep.enp,100,2,39,ミラドール,Polraxis,Polraxis,39,ミラドール,Polraxis,Polraxis,39,ミラドール,Polraxis,Polraxis,39,ミラドール,Polraxis,Polraxis,39,ミラドール,Polraxis,Polraxis,255,None,None,None,255,None,None,None,255,None,None,None
27,a112b_ep.enp,100,2,39,ミラドール,Polraxis,Polraxis,94,マヌー,Totelm,Totelm,94,マヌー,Totelm,Totelm,94,マヌー,Totelm,Totelm,94,マヌー,Totelm,Totelm,255,None,None,None,255,None,None,None,255,None,None,None
28,a112b_ep.enp,95,2,39,ミラドール,Polraxis,Polraxis,39,ミラドール,Polraxis,Polraxis,39,ミラドール,Polraxis,Polraxis,94,マヌー,Totelm,Totelm,94,マヌー,Totelm,Totelm,94,マヌー,Totelm,Totelm,94,マヌー,Totelm,Totelm,255,None,None,None
29,a112b_ep.enp,105,2,39,ミラドール,Polraxis,Polraxis,92,ランギット,Langry,Langry,92,ランギット,Langry,Langry,92,ランギット,Langry,Langry,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
30,a112b_ep.enp,95,2,39,ミラドール,Polraxis,Polraxis,92,ランギット,Langry,Langry,92,ランギット,Langry,Langry,92,ランギット,Langry,Langry,92,ランギット,Langry,Langry,92,ランギット,Langry,Langry,92,ランギット,Langry,Langry,255,None,None,None
31,a112b_ep.enp,100,2,39,ミラドール,Polraxis,Polraxis,39,ミラドール,Polraxis,Polraxis,92,ランギット,Langry,Langry,92,ランギット,Langry,Langry,92,ランギット,Langry,Langry,92,ランギット,Langry,Langry,255,None,None,None,255,None,None,None
0,a114a_ep.enp,102,1,42,フードン,Grapor,Grapor,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
1,a114a_ep.enp,102,1,42,フードン,Grapor,Grapor,42,フードン,Grapor,Grapor,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
2,a114a_ep.enp,102,1,42,フードン,Grapor,Grapor,42,フードン,Grapor,Grapor,42,フードン,Grapor,Grapor,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
3,a114a_ep.enp,102,1,42,フードン,Grapor,Grapor,42,フードン,Grapor,Grapor,42,フードン,Grapor,Grapor,42,フードン,Grapor,Grapor,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
4,a114a_ep.enp,102,1,42,フードン,Grapor,Grapor,42,フードン,Grapor,Grapor,42,フードン,Grapor,Grapor,42,フードン,Grapor,Grapor,42,フードン,Grapor,Grapor,255,None,None,None,255,None,None,None,255,None,None,None
5,a114a_ep.enp,102,1,42,フードン,Grapor,Grapor,42,フードン,Grapor,Grapor,42,フードン,Grapor,Grapor,42,フードン,Grapor,Grapor,42,フードン,Grapor,Grapor,42,フードン,Grapor,Grapor,255,None,None,None,255,None,None,None
0,a115b_ep.enp,97,2,50,ブブロッカ,Burocca,Burocca,50,ブブロッカ,Burocca,Burocca,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
1,a115b_ep.enp,92,2,50,ブブロッカ,Burocca,Burocca,50,ブブロッカ,Burocca,Burocca,50,ブブロッカ,Burocca,Burocca,50,ブブロッカ,Burocca,Burocca,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
2,a115b_ep.enp,102,2,26,パラミス,Baroo,Baroo,26,パラミス,Baroo,Baroo,26,パラミス,Baroo,Baroo,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
3,a115b_ep.enp,92,2,26,パラミス,Baroo,Baroo,26,パラミス,Baroo,Baroo,26,パラミス,Baroo,Baroo,26,パラミス,Baroo,Baroo,26,パラミス,Baroo,Baroo,255,None,None,None,255,None,None,None,255,None,None,None
4,a115b_ep.enp,107,2,21,ベルクロード,Feralisk,Feralisk,21,ベルクロード,Feralisk,Feralisk,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
5,a115b_ep.enp,107,2,21,ベルクロード,Feralisk,Feralisk,21,ベルクロード,Feralisk,Feralisk,21,ベルクロード,Feralisk,Feralisk,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
6,a115b_ep.enp,102,2,11,フォカラルガ,Walrenk,Walrenk,11,フォカラルガ,Walrenk,Walrenk,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
7,a115b_ep.enp,92,2,11,フォカラルガ,Walrenk,Walrenk,50,ブブロッカ,Burocca,Burocca,50,ブブロッカ,Burocca,Burocca,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
8,a115b_ep.enp,92,2,11,フォカラルガ,Walrenk,Walrenk,50,ブブロッカ,Burocca,Burocca,50,ブブロッカ,Burocca,Burocca,50,ブブロッカ,Burocca,Burocca,50,ブブロッカ,Burocca,Burocca,50,ブブロッカ,Burocca,Burocca,50,ブブロッカ,Burocca,Burocca,255,None,None,None
9,a115b_ep.enp,92,2,11,フォカラルガ,Walrenk,Walrenk,11,フォカラルガ,Walrenk,Walrenk,50,ブブロッカ,Burocca,Burocca,50,ブブロッカ,Burocca,Burocca,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
10,a115b_ep.enp,107,2,21,ベルクロード,Feralisk,Feralisk,26,パラミス,Baroo,Baroo,26,パラミス,Baroo,Baroo,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
11,a115b_ep.enp,92,2,21,ベルクロード,Feralisk,Feralisk,26,パラミス,Baroo,Baroo,26,パラミス,Baroo,Baroo,26,パラミス,Baroo,Baroo,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
12,a115b_ep.enp,92,2,21,ベルクロード,Feralisk,Feralisk,21,ベルクロード,Feralisk,Feralisk,26,パラミス,Baroo,Baroo,26,パラミス,Baroo,Baroo,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
13,a115b_ep.enp,92,2,11,フォカラルガ,Walrenk,Walrenk,50,ブブロッカ,Burocca,Burocca,26,パラミス,Baroo,Baroo,26,パラミス,Baroo,Baroo,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
14,a115b_ep.enp,92,2,11,フォカラルガ,Walrenk,Walrenk,50,ブブロッカ,Burocca,Burocca,50,ブブロッカ,Burocca,Burocca,21,ベルクロード,Feralisk,Feralisk,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
15,a115b_ep.enp,92,2,11,フォカラルガ,Walrenk,Walrenk,21,ベルクロード,Feralisk,Feralisk,26,パラミス,Baroo,Baroo,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
16,a115b_ep.enp,92,2,50,ブブロッカ,Burocca,Burocca,21,ベルクロード,Feralisk,Feralisk,26,パラミス,Baroo,Baroo,26,パラミス,Baroo,Baroo,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
17,a115b_ep.enp,112,2,20,イルドゥス,Centralk,Centralk,20,イルドゥス,Centralk,Centralk,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
18,a115b_ep.enp,112,2,20,イルドゥス,Centralk,Centralk,20,イルドゥス,Centralk,Centralk,20,イルドゥス,Centralk,Centralk,20,イルドゥス,Centralk,Centralk,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
19,a115b_ep.enp,92,2,20,イルドゥス,Centralk,Centralk,20,イルドゥス,Centralk,Centralk,20,イルドゥス,Centralk,Centralk,20,イルドゥス,Centralk,Centralk,20,イルドゥス,Centralk,Centralk,20,イルドゥス,Centralk,Centralk,255,None,None,None,255,None,None,None
20,a115b_ep.enp,102,2,20,イルドゥス,Centralk,Centralk,50,ブブロッカ,Burocca,Burocca,50,ブブロッカ,Burocca,Burocca,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
21,a115b_ep.enp,92,2,20,イルドゥス,Centralk,Centralk,20,イルドゥス,Centralk,Centralk,50,ブブロッカ,Burocca,Burocca,50,ブブロッカ,Burocca,Burocca,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
22,a115b_ep.enp,107,2,20,イルドゥス,Centralk,Centralk,26,パラミス,Baroo,Baroo,26,パラミス,Baroo,Baroo,26,パラミス,Baroo,Baroo,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
23,a115b_ep.enp,107,2,20,イルドゥス,Centralk,Centralk,20,イルドゥス,Centralk,Centralk,26,パラミス,Baroo,Baroo,26,パラミス,Baroo,Baroo,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
24,a115b_ep.enp,107,2,20,イルドゥス,Centralk,Centralk,21,ベルクロード,Feralisk,Feralisk,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
25,a115b_ep.enp,107,2,20,イルドゥス,Centralk,Centralk,21,ベルクロード,Feralisk,Feralisk,21,ベルクロード,Feralisk,Feralisk,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
26,a115b_ep.enp,92,2,20,イルドゥス,Centralk,Centralk,20,イルドゥス,Centralk,Centralk,11,フォカラルガ,Walrenk,Walrenk,11,フォカラルガ,Walrenk,Walrenk,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
27,a115b_ep.enp,92,2,20,イルドゥス,Centralk,Centralk,11,フォカラルガ,Walrenk,Walrenk,50,ブブロッカ,Burocca,Burocca,50,ブブロッカ,Burocca,Burocca,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
28,a115b_ep.enp,92,2,20,イルドゥス,Centralk,Centralk,20,イルドゥス,Centralk,Centralk,11,フォカラルガ,Walrenk,Walrenk,50,ブブロッカ,Burocca,Burocca,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
29,a115b_ep.enp,92,2,20,イルドゥス,Centralk,Centralk,21,ベルクロード,Feralisk,Feralisk,26,パラミス,Baroo,Baroo,26,パラミス,Baroo,Baroo,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
30,a115b_ep.enp,92,2,20,イルドゥス,Centralk,Centralk,20,イルドゥス,Centralk,Centralk,21,ベルクロード,Feralisk,Feralisk,26,パラミス,Baroo,Baroo,26,パラミス,Baroo,Baroo,255,None,None,None,255,None,None,None,255,None,None,None
31,a115b_ep.enp,92,2,20,イルドゥス,Centralk,Centralk,20,イルドゥス,Centralk,Centralk,50,ブブロッカ,Burocca,Burocca,50,ブブロッカ,Burocca,Burocca,26,パラミス,Baroo,Baroo,26,パラミス,Baroo,Baroo,255,None,None,None,255,None,None,None
0,a116a_ep.enp,111,2,99,アルシノ,Kantor,Kantor,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
1,a116a_ep.enp,106,2,104,要塞兵,Shock Troop,Veles,104,要塞兵,Shock Troop,Veles,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
2,a116a_ep.enp,106,2,104,要塞兵,Shock Troop,Veles,104,要塞兵,Shock Troop,Veles,104,要塞兵,Shock Troop,Veles,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
3,a116a_ep.enp,106,2,104,要塞兵,Shock Troop,Veles,104,要塞兵,Shock Troop,Veles,104,要塞兵,Shock Troop,Veles,104,要塞兵,Shock Troop,Veles,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
4,a116a_ep.enp,116,2,102,要塞将兵,Officer,Executor,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
5,a116a_ep.enp,111,2,102,要塞将兵,Officer,Executor,102,要塞将兵,Officer,Executor,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
6,a116a_ep.enp,101,2,102,要塞将兵,Officer,Executor,102,要塞将兵,Officer,Executor,102,要塞将兵,Officer,Executor,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
7,a116a_ep.enp,96,2,102,要塞将兵,Officer,Executor,102,要塞将兵,Officer,Executor,102,要塞将兵,Officer,Executor,102,要塞将兵,Officer,Executor,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
8,a116a_ep.enp,106,2,103,要塞煌兵,Mage Warden,Custodiae,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
9,a116a_ep.enp,106,2,103,要塞煌兵,Mage Warden,Custodiae,103,要塞煌兵,Mage Warden,Custodiae,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
10,a116a_ep.enp,101,2,103,要塞煌兵,Mage Warden,Custodiae,103,要塞煌兵,Mage Warden,Custodiae,103,要塞煌兵,Mage Warden,Custodiae,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
11,a116a_ep.enp,96,2,103,要塞煌兵,Mage Warden,Custodiae,103,要塞煌兵,Mage Warden,Custodiae,103,要塞煌兵,Mage Warden,Custodiae,103,要塞煌兵,Mage Warden,Custodiae,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
12,a116a_ep.enp,106,2,102,要塞将兵,Officer,Executor,104,要塞兵,Shock Troop,Veles,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
13,a116a_ep.enp,111,2,102,要塞将兵,Officer,Executor,104,要塞兵,Shock Troop,Veles,104,要塞兵,Shock Troop,Veles,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
14,a116a_ep.enp,106,2,102,要塞将兵,Officer,Executor,104,要塞兵,Shock Troop,Veles,104,要塞兵,Shock Troop,Veles,104,要塞兵,Shock Troop,Veles,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
15,a116a_ep.enp,101,2,102,要塞将兵,Officer,Executor,102,要塞将兵,Officer,Executor,104,要塞兵,Shock Troop,Veles,104,要塞兵,Shock Troop,Veles,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
16,a116a_ep.enp,106,2,103,要塞煌兵,Mage Warden,Custodiae,104,要塞兵,Shock Troop,Veles,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
17,a116a_ep.enp,111,2,103,要塞煌兵,Mage Warden,Custodiae,104,要塞兵,Shock Troop,Veles,104,要塞兵,Shock Troop,Veles,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
18,a116a_ep.enp,106,2,103,要塞煌兵,Mage Warden,Custodiae,104,要塞兵,Shock Troop,Veles,104,要塞兵,Shock Troop,Veles,104,要塞兵,Shock Troop,Veles,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
19,a116a_ep.enp,106,2,103,要塞煌兵,Mage Warden,Custodiae,103,要塞煌兵,Mage Warden,Custodiae,104,要塞兵,Shock Troop,Veles,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
20,a116a_ep.enp,96,2,103,要塞煌兵,Mage Warden,Custodiae,103,要塞煌兵,Mage Warden,Custodiae,103,要塞煌兵,Mage Warden,Custodiae,104,要塞兵,Shock Troop,Veles,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
21,a116a_ep.enp,101,2,103,要塞煌兵,Mage Warden,Custodiae,103,要塞煌兵,Mage Warden,Custodiae,104,要塞兵,Shock Troop,Veles,104,要塞兵,Shock Troop,Veles,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
22,a116a_ep.enp,106,2,102,要塞将兵,Officer,Executor,103,要塞煌兵,Mage Warden,Custodiae,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
23,a116a_ep.enp,101,2,102,要塞将兵,Officer,Executor,103,要塞煌兵,Mage Warden,Custodiae,103,要塞煌兵,Mage Warden,Custodiae,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
24,a116a_ep.enp,96,2,102,要塞将兵,Officer,Executor,103,要塞煌兵,Mage Warden,Custodiae,103,要塞煌兵,Mage Warden,Custodiae,103,要塞煌兵,Mage Warden,Custodiae,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
25,a116a_ep.enp,101,2,102,要塞将兵,Officer,Executor,102,要塞将兵,Officer,Executor,103,要塞煌兵,Mage Warden,Custodiae,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
26,a116a_ep.enp,96,2,102,要塞将兵,Officer,Executor,102,要塞将兵,Officer,Executor,102,要塞将兵,Officer,Executor,103,要塞煌兵,Mage Warden,Custodiae,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
27,a116a_ep.enp,96,2,102,要塞将兵,Officer,Executor,102,要塞将兵,Officer,Executor,103,要塞煌兵,Mage Warden,Custodiae,103,要塞煌兵,Mage Warden,Custodiae,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
28,a116a_ep.enp,111,2,75,デ式レーダー,Destroyer,Eversor,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
29,a116a_ep.enp,111,2,75,デ式レーダー,Destroyer,Eversor,75,デ式レーダー,Destroyer,Eversor,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
30,a116a_ep.enp,111,2,75,デ式レーダー,Destroyer,Eversor,75,デ式レーダー,Destroyer,Eversor,75,デ式レーダー,Destroyer,Eversor,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
31,a116a_ep.enp,111,2,75,デ式レーダー,Destroyer,Eversor,75,デ式レーダー,Destroyer,Eversor,75,デ式レーダー,Destroyer,Eversor,75,デ式レーダー,Destroyer,Eversor,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
0,a116c_ep.enp,111,2,99,アルシノ,Kantor,Kantor,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
1,a116c_ep.enp,106,2,104,要塞兵,Shock Troop,Veles,104,要塞兵,Shock Troop,Veles,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
2,a116c_ep.enp,106,2,104,要塞兵,Shock Troop,Veles,104,要塞兵,Shock Troop,Veles,104,要塞兵,Shock Troop,Veles,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
3,a116c_ep.enp,106,2,104,要塞兵,Shock Troop,Veles,104,要塞兵,Shock Troop,Veles,104,要塞兵,Shock Troop,Veles,104,要塞兵,Shock Troop,Veles,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
4,a116c_ep.enp,116,2,102,要塞将兵,Officer,Executor,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
5,a116c_ep.enp,111,2,102,要塞将兵,Officer,Executor,102,要塞将兵,Officer,Executor,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
6,a116c_ep.enp,101,2,102,要塞将兵,Officer,Executor,102,要塞将兵,Officer,Executor,102,要塞将兵,Officer,Executor,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
7,a116c_ep.enp,96,2,102,要塞将兵,Officer,Executor,102,要塞将兵,Officer,Executor,102,要塞将兵,Officer,Executor,102,要塞将兵,Officer,Executor,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
8,a116c_ep.enp,106,2,103,要塞煌兵,Mage Warden,Custodiae,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
9,a116c_ep.enp,106,2,103,要塞煌兵,Mage Warden,Custodiae,103,要塞煌兵,Mage Warden,Custodiae,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
10,a116c_ep.enp,101,2,103,要塞煌兵,Mage Warden,Custodiae,103,要塞煌兵,Mage Warden,Custodiae,103,要塞煌兵,Mage Warden,Custodiae,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
11,a116c_ep.enp,96,2,103,要塞煌兵,Mage Warden,Custodiae,103,要塞煌兵,Mage Warden,Custodiae,103,要塞煌兵,Mage Warden,Custodiae,103,要塞煌兵,Mage Warden,Custodiae,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
12,a116c_ep.enp,106,2,102,要塞将兵,Officer,Executor,104,要塞兵,Shock Troop,Veles,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
13,a116c_ep.enp,111,2,102,要塞将兵,Officer,Executor,104,要塞兵,Shock Troop,Veles,104,要塞兵,Shock Troop,Veles,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
14,a116c_ep.enp,106,2,102,要塞将兵,Officer,Executor,104,要塞兵,Shock Troop,Veles,104,要塞兵,Shock Troop,Veles,104,要塞兵,Shock Troop,Veles,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
15,a116c_ep.enp,101,2,102,要塞将兵,Officer,Executor,102,要塞将兵,Officer,Executor,104,要塞兵,Shock Troop,Veles,104,要塞兵,Shock Troop,Veles,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
16,a116c_ep.enp,106,2,103,要塞煌兵,Mage Warden,Custodiae,104,要塞兵,Shock Troop,Veles,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
17,a116c_ep.enp,111,2,103,要塞煌兵,Mage Warden,Custodiae,104,要塞兵,Shock Troop,Veles,104,要塞兵,Shock Troop,Veles,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
18,a116c_ep.enp,106,2,103,要塞煌兵,Mage Warden,Custodiae,104,要塞兵,Shock Troop,Veles,104,要塞兵,Shock Troop,Veles,104,要塞兵,Shock Troop,Veles,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
19,a116c_ep.enp,106,2,103,要塞煌兵,Mage Warden,Custodiae,103,要塞煌兵,Mage Warden,Custodiae,104,要塞兵,Shock Troop,Veles,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
20,a116c_ep.enp,96,2,103,要塞煌兵,Mage Warden,Custodiae,103,要塞煌兵,Mage Warden,Custodiae,103,要塞煌兵,Mage Warden,Custodiae,104,要塞兵,Shock Troop,Veles,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
21,a116c_ep.enp,101,2,103,要塞煌兵,Mage Warden,Custodiae,103,要塞煌兵,Mage Warden,Custodiae,104,要塞兵,Shock Troop,Veles,104,要塞兵,Shock Troop,Veles,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
22,a116c_ep.enp,106,2,102,要塞将兵,Officer,Executor,103,要塞煌兵,Mage Warden,Custodiae,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
23,a116c_ep.enp,101,2,102,要塞将兵,Officer,Executor,103,要塞煌兵,Mage Warden,Custodiae,103,要塞煌兵,Mage Warden,Custodiae,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
24,a116c_ep.enp,96,2,102,要塞将兵,Officer,Executor,103,要塞煌兵,Mage Warden,Custodiae,103,要塞煌兵,Mage Warden,Custodiae,103,要塞煌兵,Mage Warden,Custodiae,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
25,a116c_ep.enp,101,2,102,要塞将兵,Officer,Executor,102,要塞将兵,Officer,Executor,103,要塞煌兵,Mage Warden,Custodiae,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
26,a116c_ep.enp,96,2,102,要塞将兵,Officer,Executor,102,要塞将兵,Officer,Executor,102,要塞将兵,Officer,Executor,103,要塞煌兵,Mage Warden,Custodiae,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
27,a116c_ep.enp,96,2,102,要塞将兵,Officer,Executor,102,要塞将兵,Officer,Executor,103,要塞煌兵,Mage Warden,Custodiae,103,要塞煌兵,Mage Warden,Custodiae,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
28,a116c_ep.enp,111,2,75,デ式レーダー,Destroyer,Eversor,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
29,a116c_ep.enp,111,2,75,デ式レーダー,Destroyer,Eversor,75,デ式レーダー,Destroyer,Eversor,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
30,a116c_ep.enp,111,2,75,デ式レーダー,Destroyer,Eversor,75,デ式レーダー,Destroyer,Eversor,75,デ式レーダー,Destroyer,Eversor,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
31,a116c_ep.enp,111,2,75,デ式レーダー,Destroyer,Eversor,75,デ式レーダー,Destroyer,Eversor,75,デ式レーダー,Destroyer,Eversor,75,デ式レーダー,Destroyer,Eversor,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
0,a116d_ep.enp,111,2,99,アルシノ,Kantor,Kantor,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
1,a116d_ep.enp,106,2,104,要塞兵,Shock Troop,Veles,104,要塞兵,Shock Troop,Veles,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
2,a116d_ep.enp,106,2,104,要塞兵,Shock Troop,Veles,104,要塞兵,Shock Troop,Veles,104,要塞兵,Shock Troop,Veles,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
3,a116d_ep.enp,106,2,104,要塞兵,Shock Troop,Veles,104,要塞兵,Shock Troop,Veles,104,要塞兵,Shock Troop,Veles,104,要塞兵,Shock Troop,Veles,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
4,a116d_ep.enp,116,2,102,要塞将兵,Officer,Executor,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
