Entry ID,[Filter],Initiative,Magic EXP,EC1 ID,[JP EC1 Name],[EU EC1 Name],EC2 ID,[JP EC2 Name],[EU EC2 Name],EC3 ID,[JP EC3 Name],[EU EC3 Name],EC4 ID,[JP EC4 Name],[EU EC4 Name],EC5 ID,[JP EC5 Name],[EU EC5 Name],EC6 ID,[JP EC6 Name],[EU EC6 Name],EC7 ID,[JP EC7 Name],[EU EC7 Name],EC8 ID,[JP EC8 Name],[EU EC8 Name]
10,A099A_10EP.BIN,131,3,87,クベンシス,Jellikra,87,クベンシス,Jellikra,87,クベンシス,Jellikra,87,クベンシス,Jellikra,87,クベンシス,Jellikra,87,クベンシス,Jellikra,255,None,None,255,None,None
11,A099A_10EP.BIN,156,3,58,ゴーヤエルモ,Golooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
12,A099A_10EP.BIN,156,3,58,ゴーヤエルモ,Golooper,58,ゴーヤエルモ,Golooper,58,ゴーヤエルモ,Golooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
13,A099A_10EP.BIN,131,3,58,ゴーヤエルモ,Golooper,58,ゴーヤエルモ,Golooper,58,ゴーヤエルモ,Golooper,58,ゴーヤエルモ,Golooper,58,ゴーヤエルモ,Golooper,58,ゴーヤエルモ,Golooper,58,ゴーヤエルモ,Golooper,255,None,None
14,A099A_10EP.BIN,126,3,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,87,クベンシス,Jellikra,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
15,A099A_10EP.BIN,126,3,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,87,クベンシス,Jellikra,87,クベンシス,Jellikra,255,None,None,255,None,None,255,None,None,255,None,None
16,A099A_10EP.BIN,126,3,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,87,クベンシス,Jellikra,255,None,None,255,None,None,255,None,None,255,None,None
17,A099A_10EP.BIN,126,3,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,87,クベンシス,Jellikra,87,クベンシス,Jellikra,255,None,None,255,None,None,255,None,None
18,A099A_10EP.BIN,126,3,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,87,クベンシス,Jellikra,87,クベンシス,Jellikra,87,クベンシス,Jellikra,255,None,None,255,None,None
19,A099A_10EP.BIN,126,3,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,87,クベンシス,Jellikra,87,クベンシス,Jellikra,87,クベンシス,Jellikra,255,None,None
20,A099A_10EP.BIN,131,3,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,58,ゴーヤエルモ,Golooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
21,A099A_10EP.BIN,131,3,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,58,ゴーヤエルモ,Golooper,58,ゴーヤエルモ,Golooper,255,None,None,255,None,None,255,None,None,255,None,None
22,A099A_10EP.BIN,131,3,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,58,ゴーヤエルモ,Golooper,255,None,None,255,None,None,255,None,None,255,None,None
23,A099A_10EP.BIN,131,3,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,58,ゴーヤエルモ,Golooper,58,ゴーヤエルモ,Golooper,255,None,None,255,None,None,255,None,None
24,A099A_10EP.BIN,131,3,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,58,ゴーヤエルモ,Golooper,255,None,None,255,None,None,255,None,None
25,A099A_10EP.BIN,131,3,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,58,ゴーヤエルモ,Golooper,255,None,None,255,None,None
26,A099A_10EP.BIN,136,3,87,クベンシス,Jellikra,58,ゴーヤエルモ,Golooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
27,A099A_10EP.BIN,136,3,87,クベンシス,Jellikra,87,クベンシス,Jellikra,58,ゴーヤエルモ,Golooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
28,A099A_10EP.BIN,136,3,87,クベンシス,Jellikra,87,クベンシス,Jellikra,58,ゴーヤエルモ,Golooper,58,ゴーヤエルモ,Golooper,255,None,None,255,None,None,255,None,None,255,None,None
29,A099A_10EP.BIN,136,3,87,クベンシス,Jellikra,87,クベンシス,Jellikra,87,クベンシス,Jellikra,58,ゴーヤエルモ,Golooper,255,None,None,255,None,None,255,None,None,255,None,None
30,A099A_10EP.BIN,136,3,87,クベンシス,Jellikra,87,クベンシス,Jellikra,87,クベンシス,Jellikra,58,ゴーヤエルモ,Golooper,58,ゴーヤエルモ,Golooper,255,None,None,255,None,None,255,None,None
31,A099A_10EP.BIN,136,3,87,クベンシス,Jellikra,87,クベンシス,Jellikra,87,クベンシス,Jellikra,87,クベンシス,Jellikra,58,ゴーヤエルモ,Golooper,255,None,None,255,None,None,255,None,None
0,A099A_11EP.BIN,147,3,46,メスカリナ,Medullizk,46,メスカリナ,Medullizk,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
1,A099A_11EP.BIN,147,3,46,メスカリナ,Medullizk,46,メスカリナ,Medullizk,46,メスカリナ,Medullizk,46,メスカリナ,Medullizk,255,None,None,255,None,None,255,None,None,255,None,None
2,A099A_11EP.BIN,147,3,46,メスカリナ,Medullizk,46,メスカリナ,Medullizk,46,メスカリナ,Medullizk,46,メスカリナ,Medullizk,46,メスカリナ,Medullizk,46,メスカリナ,Medullizk,255,None,None,255,None,None
3,A099A_11EP.BIN,147,3,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
4,A099A_11EP.BIN,147,3,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,255,None,None,255,None,None,255,None,None
5,A099A_11EP.BIN,147,3,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,255,None,None
6,A099A_11EP.BIN,172,3,89,アークエルモ,Arclooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
7,A099A_11EP.BIN,172,3,89,アークエルモ,Arclooper,89,アークエルモ,Arclooper,89,アークエルモ,Arclooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
8,A099A_11EP.BIN,147,3,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
9,A099A_11EP.BIN,147,3,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,255,None,None,255,None,None
10,A099A_11EP.BIN,147,3,46,メスカリナ,Medullizk,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
11,A099A_11EP.BIN,147,3,46,メスカリナ,Medullizk,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,255,None,None,255,None,None,255,None,None
12,A099A_11EP.BIN,147,3,46,メスカリナ,Medullizk,46,メスカリナ,Medullizk,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,255,None,None
13,A099A_11EP.BIN,152,3,46,メスカリナ,Medullizk,46,メスカリナ,Medullizk,89,アークエルモ,Arclooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
14,A099A_11EP.BIN,152,3,46,メスカリナ,Medullizk,46,メスカリナ,Medullizk,46,メスカリナ,Medullizk,89,アークエルモ,Arclooper,255,None,None,255,None,None,255,None,None,255,None,None
15,A099A_11EP.BIN,152,3,46,メスカリナ,Medullizk,46,メスカリナ,Medullizk,89,アークエルモ,Arclooper,89,アークエルモ,Arclooper,255,None,None,255,None,None,255,None,None,255,None,None
16,A099A_11EP.BIN,147,3,46,メスカリナ,Medullizk,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,255,None,None,255,None,None,255,None,None,255,None,None
17,A099A_11EP.BIN,147,3,46,メスカリナ,Medullizk,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,255,None,None
18,A099A_11EP.BIN,147,3,46,メスカリナ,Medullizk,46,メスカリナ,Medullizk,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,255,None,None,255,None,None,255,None,None
19,A099A_11EP.BIN,152,3,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,89,アークエルモ,Arclooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
20,A099A_11EP.BIN,152,3,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,89,アークエルモ,Arclooper,255,None,None,255,None,None,255,None,None
21,A099A_11EP.BIN,152,3,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,89,アークエルモ,Arclooper,255,None,None
22,A099A_11EP.BIN,147,3,84,シデンクワイ,Kilite,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,255,None,None,255,None,None,255,None,None,255,None,None
23,A099A_11EP.BIN,147,3,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,255,None,None,255,None,None
24,A099A_11EP.BIN,147,3,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,255,None,None
25,A099A_11EP.BIN,152,3,89,アークエルモ,Arclooper,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,255,None,None,255,None,None,255,None,None,255,None,None
26,A099A_11EP.BIN,152,3,89,アークエルモ,Arclooper,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,255,None,None
27,A099A_11EP.BIN,152,3,89,アークエルモ,Arclooper,89,アークエルモ,Arclooper,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,255,None,None,255,None,None,255,None,None
28,A099A_11EP.BIN,152,3,84,シデンクワイ,Kilite,89,アークエルモ,Arclooper,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,255,None,None,255,None,None,255,None,None
29,A099A_11EP.BIN,152,3,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,89,アークエルモ,Arclooper,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,255,None,None,255,None,None
30,A099A_11EP.BIN,152,3,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,89,アークエルモ,Arclooper,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,255,None,None
31,A099A_11EP.BIN,152,3,84,シデンクワイ,Kilite,84,シデンクワイ,Kilite,89,アークエルモ,Arclooper,89,アークエルモ,Arclooper,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,68,ヴァルガンド,Valgand,255,None,None
0,A099A_12EP.BIN,171,4,78,テルヴァ,Telsor,78,テルヴァ,Telsor,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
1,A099A_12EP.BIN,171,4,78,テルヴァ,Telsor,78,テルヴァ,Telsor,78,テルヴァ,Telsor,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
2,A099A_12EP.BIN,171,4,78,テルヴァ,Telsor,78,テルヴァ,Telsor,78,テルヴァ,Telsor,78,テルヴァ,Telsor,255,None,None,255,None,None,255,None,None,255,None,None
3,A099A_12EP.BIN,171,4,78,テルヴァ,Telsor,78,テルヴァ,Telsor,78,テルヴァ,Telsor,78,テルヴァ,Telsor,78,テルヴァ,Telsor,78,テルヴァ,Telsor,255,None,None,255,None,None
4,A099A_12EP.BIN,171,4,78,テルヴァ,Telsor,78,テルヴァ,Telsor,78,テルヴァ,Telsor,78,テルヴァ,Telsor,78,テルヴァ,Telsor,78,テルヴァ,Telsor,78,テルヴァ,Telsor,255,None,None
5,A099A_12EP.BIN,176,4,110,シュルラット,Hunta,110,シュルラット,Hunta,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
6,A099A_12EP.BIN,176,4,110,シュルラット,Hunta,110,シュルラット,Hunta,110,シュルラット,Hunta,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
7,A099A_12EP.BIN,176,4,110,シュルラット,Hunta,110,シュルラット,Hunta,110,シュルラット,Hunta,110,シュルラット,Hunta,110,シュルラット,Hunta,255,None,None,255,None,None,255,None,None
8,A099A_12EP.BIN,176,4,110,シュルラット,Hunta,110,シュルラット,Hunta,110,シュルラット,Hunta,110,シュルラット,Hunta,110,シュルラット,Hunta,110,シュルラット,Hunta,255,None,None,255,None,None
9,A099A_12EP.BIN,176,4,110,シュルラット,Hunta,110,シュルラット,Hunta,110,シュルラット,Hunta,110,シュルラット,Hunta,110,シュルラット,Hunta,110,シュルラット,Hunta,110,シュルラット,Hunta,255,None,None
10,A099A_12EP.BIN,171,4,78,テルヴァ,Telsor,110,シュルラット,Hunta,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
11,A099A_12EP.BIN,176,4,78,テルヴァ,Telsor,110,シュルラット,Hunta,110,シュルラット,Hunta,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
12,A099A_12EP.BIN,176,4,78,テルヴァ,Telsor,110,シュルラット,Hunta,110,シュルラット,Hunta,110,シュルラット,Hunta,255,None,None,255,None,None,255,None,None,255,None,None
13,A099A_12EP.BIN,176,4,78,テルヴァ,Telsor,110,シュルラット,Hunta,110,シュルラット,Hunta,110,シュルラット,Hunta,110,シュルラット,Hunta,255,None,None,255,None,None,255,None,None
14,A099A_12EP.BIN,176,4,78,テルヴァ,Telsor,110,シュルラット,Hunta,110,シュルラット,Hunta,110,シュルラット,Hunta,110,シュルラット,Hunta,110,シュルラット,Hunta,255,None,None,255,None,None
15,A099A_12EP.BIN,176,4,78,テルヴァ,Telsor,110,シュルラット,Hunta,110,シュルラット,Hunta,110,シュルラット,Hunta,110,シュルラット,Hunta,110,シュルラット,Hunta,110,シュルラット,Hunta,255,None,None
16,A099A_12EP.BIN,171,4,78,テルヴァ,Telsor,78,テルヴァ,Telsor,110,シュルラット,Hunta,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
17,A099A_12EP.BIN,171,4,78,テルヴァ,Telsor,78,テルヴァ,Telsor,110,シュルラット,Hunta,110,シュルラット,Hunta,255,None,None,255,None,None,255,None,None,255,None,None
18,A099A_12EP.BIN,176,4,78,テルヴァ,Telsor,78,テルヴァ,Telsor,110,シュルラット,Hunta,110,シュルラット,Hunta,110,シュルラット,Hunta,255,None,None,255,None,None,255,None,None
19,A099A_12EP.BIN,176,4,78,テルヴァ,Telsor,78,テルヴァ,Telsor,110,シュルラット,Hunta,110,シュルラット,Hunta,110,シュルラット,Hunta,110,シュルラット,Hunta,255,None,None,255,None,None
20,A099A_12EP.BIN,176,4,78,テルヴァ,Telsor,78,テルヴァ,Telsor,110,シュルラット,Hunta,110,シュルラット,Hunta,110,シュルラット,Hunta,110,シュルラット,Hunta,110,シュルラット,Hunta,255,None,None
21,A099A_12EP.BIN,171,4,78,テルヴァ,Telsor,78,テルヴァ,Telsor,78,テルヴァ,Telsor,110,シュルラット,Hunta,255,None,None,255,None,None,255,None,None,255,None,None
22,A099A_12EP.BIN,171,4,78,テルヴァ,Telsor,78,テルヴァ,Telsor,78,テルヴァ,Telsor,110,シュルラット,Hunta,110,シュルラット,Hunta,255,None,None,255,None,None,255,None,None
23,A099A_12EP.BIN,171,4,78,テルヴァ,Telsor,78,テルヴァ,Telsor,78,テルヴァ,Telsor,110,シュルラット,Hunta,110,シュルラット,Hunta,110,シュルラット,Hunta,255,None,None,255,None,None
24,A099A_12EP.BIN,176,4,78,テルヴァ,Telsor,78,テルヴァ,Telsor,78,テルヴァ,Telsor,110,シュルラット,Hunta,110,シュルラット,Hunta,110,シュルラット,Hunta,110,シュルラット,Hunta,255,None,None
25,A099A_12EP.BIN,171,4,78,テルヴァ,Telsor,78,テルヴァ,Telsor,78,テルヴァ,Telsor,78,テルヴァ,Telsor,110,シュルラット,Hunta,255,None,None,255,None,None,255,None,None
26,A099A_12EP.BIN,171,4,78,テルヴァ,Telsor,78,テルヴァ,Telsor,78,テルヴァ,Telsor,78,テルヴァ,Telsor,110,シュルラット,Hunta,110,シュルラット,Hunta,255,None,None,255,None,None
27,A099A_12EP.BIN,171,4,78,テルヴァ,Telsor,78,テルヴァ,Telsor,78,テルヴァ,Telsor,78,テルヴァ,Telsor,110,シュルラット,Hunta,110,シュルラット,Hunta,110,シュルラット,Hunta,255,None,None
28,A099A_12EP.BIN,171,4,78,テルヴァ,Telsor,78,テルヴァ,Telsor,78,テルヴァ,Telsor,78,テルヴァ,Telsor,78,テルヴァ,Telsor,110,シュルラット,Hunta,255,None,None,255,None,None
29,A099A_12EP.BIN,171,4,78,テルヴァ,Telsor,78,テルヴァ,Telsor,78,テルヴァ,Telsor,78,テルヴァ,Telsor,78,テルヴァ,Telsor,110,シュルラット,Hunta,110,シュルラット,Hunta,255,None,None
30,A099A_12EP.BIN,171,4,78,テルヴァ,Telsor,78,テルヴァ,Telsor,78,テルヴァ,Telsor,78,テルヴァ,Telsor,78,テルヴァ,Telsor,78,テルヴァ,Telsor,110,シュルラット,Hunta,255,None,None
31,A099A_12EP.BIN,166,4,150,ホルシ−ド,Dracoslyth,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
0,A099A_13EP.BIN,152,3,29,エルモ,Looper,30,エルモック,Loopalon,41,エルモンテ,Elooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
1,A099A_13EP.BIN,152,3,29,エルモ,Looper,29,エルモ,Looper,30,エルモック,Loopalon,30,エルモック,Loopalon,109,イエルモー,Yulooper,109,イエルモー,Yulooper,255,None,None,255,None,None
2,A099A_13EP.BIN,152,3,29,エルモ,Looper,30,エルモック,Loopalon,58,ゴーヤエルモ,Golooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
3,A099A_13EP.BIN,152,3,29,エルモ,Looper,29,エルモ,Looper,30,エルモック,Loopalon,30,エルモック,Loopalon,89,アークエルモ,Arclooper,89,アークエルモ,Arclooper,255,None,None,255,None,None
4,A099A_13EP.BIN,152,3,29,エルモ,Looper,41,エルモンテ,Elooper,109,イエルモー,Yulooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
5,A099A_13EP.BIN,152,3,29,エルモ,Looper,29,エルモ,Looper,41,エルモンテ,Elooper,41,エルモンテ,Elooper,58,ゴーヤエルモ,Golooper,58,ゴーヤエルモ,Golooper,255,None,None,255,None,None
6,A099A_13EP.BIN,152,3,29,エルモ,Looper,41,エルモンテ,Elooper,89,アークエルモ,Arclooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
7,A099A_13EP.BIN,152,3,29,エルモ,Looper,29,エルモ,Looper,109,イエルモー,Yulooper,109,イエルモー,Yulooper,58,ゴーヤエルモ,Golooper,58,ゴーヤエルモ,Golooper,255,None,None,255,None,None
8,A099A_13EP.BIN,152,3,29,エルモ,Looper,109,イエルモー,Yulooper,89,アークエルモ,Arclooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
9,A099A_13EP.BIN,152,3,29,エルモ,Looper,29,エルモ,Looper,58,ゴーヤエルモ,Golooper,58,ゴーヤエルモ,Golooper,89,アークエルモ,Arclooper,89,アークエルモ,Arclooper,255,None,None,255,None,None
10,A099A_13EP.BIN,152,3,30,エルモック,Loopalon,41,エルモンテ,Elooper,109,イエルモー,Yulooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
11,A099A_13EP.BIN,152,3,30,エルモック,Loopalon,30,エルモック,Loopalon,41,エルモンテ,Elooper,41,エルモンテ,Elooper,58,ゴーヤエルモ,Golooper,58,ゴーヤエルモ,Golooper,255,None,None,255,None,None
12,A099A_13EP.BIN,152,3,30,エルモック,Loopalon,41,エルモンテ,Elooper,89,アークエルモ,Arclooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
13,A099A_13EP.BIN,152,3,30,エルモック,Loopalon,30,エルモック,Loopalon,109,イエルモー,Yulooper,109,イエルモー,Yulooper,58,ゴーヤエルモ,Golooper,58,ゴーヤエルモ,Golooper,255,None,None,255,None,None
14,A099A_13EP.BIN,152,3,30,エルモック,Loopalon,109,イエルモー,Yulooper,89,アークエルモ,Arclooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
15,A099A_13EP.BIN,152,3,30,エルモック,Loopalon,30,エルモック,Loopalon,58,ゴーヤエルモ,Golooper,58,ゴーヤエルモ,Golooper,89,アークエルモ,Arclooper,89,アークエルモ,Arclooper,255,None,None,255,None,None
16,A099A_13EP.BIN,152,3,41,エルモンテ,Elooper,109,イエルモー,Yulooper,58,ゴーヤエルモ,Golooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
17,A099A_13EP.BIN,152,3,41,エルモンテ,Elooper,41,エルモンテ,Elooper,109,イエルモー,Yulooper,109,イエルモー,Yulooper,89,アークエルモ,Arclooper,89,アークエルモ,Arclooper,255,None,None,255,None,None
18,A099A_13EP.BIN,152,3,41,エルモンテ,Elooper,58,ゴーヤエルモ,Golooper,89,アークエルモ,Arclooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
19,A099A_13EP.BIN,152,3,109,イエルモー,Yulooper,109,イエルモー,Yulooper,58,ゴーヤエルモ,Golooper,58,ゴーヤエルモ,Golooper,89,アークエルモ,Arclooper,89,アークエルモ,Arclooper,255,None,None,255,None,None
20,A099A_13EP.BIN,152,3,29,エルモ,Looper,29,エルモ,Looper,29,エルモ,Looper,29,エルモ,Looper,29,エルモ,Looper,29,エルモ,Looper,29,エルモ,Looper,255,None,None
21,A099A_13EP.BIN,152,3,30,エルモック,Loopalon,30,エルモック,Loopalon,30,エルモック,Loopalon,30,エルモック,Loopalon,30,エルモック,Loopalon,30,エルモック,Loopalon,30,エルモック,Loopalon,255,None,None
22,A099A_13EP.BIN,152,3,41,エルモンテ,Elooper,41,エルモンテ,Elooper,41,エルモンテ,Elooper,41,エルモンテ,Elooper,41,エルモンテ,Elooper,41,エルモンテ,Elooper,41,エルモンテ,Elooper,255,None,None
23,A099A_13EP.BIN,152,3,109,イエルモー,Yulooper,109,イエルモー,Yulooper,109,イエルモー,Yulooper,109,イエルモー,Yulooper,109,イエルモー,Yulooper,109,イエルモー,Yulooper,109,イエルモー,Yulooper,255,None,None
24,A099A_13EP.BIN,152,3,58,ゴーヤエルモ,Golooper,58,ゴーヤエルモ,Golooper,58,ゴーヤエルモ,Golooper,58,ゴーヤエルモ,Golooper,58,ゴーヤエルモ,Golooper,58,ゴーヤエルモ,Golooper,58,ゴーヤエルモ,Golooper,255,None,None
25,A099A_13EP.BIN,152,3,89,アークエルモ,Arclooper,89,アークエルモ,Arclooper,89,アークエルモ,Arclooper,89,アークエルモ,Arclooper,89,アークエルモ,Arclooper,89,アークエルモ,Arclooper,89,アークエルモ,Arclooper,255,None,None
26,A099A_13EP.BIN,152,3,29,エルモ,Looper,29,エルモ,Looper,30,エルモック,Loopalon,30,エルモック,Loopalon,255,None,None,255,None,None,255,None,None,255,None,None
27,A099A_13EP.BIN,152,3,41,エルモンテ,Elooper,41,エルモンテ,Elooper,109,イエルモー,Yulooper,109,イエルモー,Yulooper,255,None,None,255,None,None,255,None,None,255,None,None
28,A099A_13EP.BIN,152,3,58,ゴーヤエルモ,Golooper,58,ゴーヤエルモ,Golooper,89,アークエルモ,Arclooper,89,アークエルモ,Arclooper,255,None,None,255,None,None,255,None,None,255,None,None
29,A099A_13EP.BIN,152,3,29,エルモ,Looper,29,エルモ,Looper,109,イエルモー,Yulooper,109,イエルモー,Yulooper,255,None,None,255,None,None,255,None,None,255,None,None
30,A099A_13EP.BIN,152,3,30,エルモック,Loopalon,30,エルモック,Loopalon,58,ゴーヤエルモ,Golooper,58,ゴーヤエルモ,Golooper,255,None,None,255,None,None,255,None,None,255,None,None
31,A099A_13EP.BIN,152,3,41,エルモンテ,Elooper,41,エルモンテ,Elooper,89,アークエルモ,Arclooper,89,アークエルモ,Arclooper,255,None,None,255,None,None,255,None,None,255,None,None
0,A101B_EP.BIN,14,1,0,軍艦兵,Ferratus,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
1,A101B_EP.BIN,14,1,0,軍艦兵,Ferratus,0,軍艦兵,Ferratus,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
2,A101B_EP.BIN,9,1,0,軍艦兵,Ferratus,0,軍艦兵,Ferratus,0,軍艦兵,Ferratus,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
3,A101B_EP.BIN,19,1,1,航行士,Praeses,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
4,A101B_EP.BIN,19,1,1,航行士,Praeses,1,航行士,Praeses,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
5,A101B_EP.BIN,19,1,1,航行士,Praeses,1,航行士,Praeses,1,航行士,Praeses,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
6,A101B_EP.BIN,19,1,1,航行士,Praeses,1,航行士,Praeses,1,航行士,Praeses,1,航行士,Praeses,255,None,None,255,None,None,255,None,None,255,None,None
7,A101B_EP.BIN,14,1,0,軍艦兵,Ferratus,1,航行士,Praeses,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
8,A101B_EP.BIN,14,1,0,軍艦兵,Ferratus,1,航行士,Praeses,1,航行士,Praeses,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
9,A101B_EP.BIN,14,1,0,軍艦兵,Ferratus,1,航行士,Praeses,1,航行士,Praeses,1,航行士,Praeses,255,None,None,255,None,None,255,None,None,255,None,None
10,A101B_EP.BIN,9,1,0,軍艦兵,Ferratus,0,軍艦兵,Ferratus,1,航行士,Praeses,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
11,A101B_EP.BIN,9,1,0,軍艦兵,Ferratus,0,軍艦兵,Ferratus,1,航行士,Praeses,1,航行士,Praeses,255,None,None,255,None,None,255,None,None,255,None,None
0,A103B_EP.BIN,26,1,8,レトモニケ,Flestik,8,レトモニケ,Flestik,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
