Entry ID,[Filter],[Enemy Ship ID],[Enemy Ship Name],Unk.,Task Rating,Task A Type ID,[Task A Type Name],Task A Arm. ID,[Task A Arm. Name],Task A Param. ID,[Task A Param. Name],Task A Arm. Range,Task B Type ID,[Task B Type Name],Task B Arm. ID,[Task B Arm. Name],Task B Param. ID,[Task B Param. Name],Task B Arm. Range
12,r524a.tec,29,Anguila,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
13,r524a.tec,29,Anguila,3,20,0,Attack,0,Poison Spray,-1,None,0,0,Attack,1,Bite,-1,None,0
14,r524a.tec,29,Anguila,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
15,r524a.tec,29,Anguila,3,30,0,Attack,1,Bite,-1,None,0,3,Guard,-1,None,-1,None,0
16,r524a.tec,29,Anguila,-1,0,0,Attack,1,Bite,-1,None,0,0,Attack,1,Bite,-1,None,0
17,r524a.tec,29,Anguila,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
18,r524a.tec,29,Anguila,3,60,3,Guard,-1,None,-1,None,0,2,Focus,-1,None,2,Preparing Attack,0
19,r524a.tec,29,Anguila,3,50,0,Attack,0,Poison Spray,-1,None,0,0,Attack,1,Bite,-1,None,0
20,r524a.tec,29,Anguila,3,70,0,Attack,0,Poison Spray,-1,None,0,3,Guard,-1,None,-1,None,0
21,r524a.tec,29,Anguila,-1,0,3,Guard,-1,None,-1,None,0,3,Guard,-1,None,-1,None,0
22,r524a.tec,29,Anguila,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
23,r524a.tec,29,Anguila,-1,0,0,Attack,1,Bite,-1,None,0,0,Attack,1,Bite,-1,None,0
24,r524a.tec,29,Anguila,-1,0,0,Attack,0,Poison Spray,-1,None,0,0,Attack,0,Poison Spray,-1,None,0
25,r524a.tec,29,Anguila,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
26,r524a.tec,29,Anguila,3,70,0,Attack,0,Poison Spray,-1,None,0,3,Guard,-1,None,-1,None,0
27,r524a.tec,29,Anguila,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
28,r524a.tec,29,Anguila,-1,0,0,Attack,0,Poison Spray,-1,None,0,0,Attack,0,Poison Spray,-1,None,0
29,r524a.tec,29,Anguila,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
30,r524a.tec,29,Anguila,3,80,0,Attack,0,Poison Spray,-1,None,0,3,Guard,-1,None,-1,None,0
31,r524a.tec,29,Anguila,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
32,r524a.tec,29,Anguila,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
33,r524a.tec,29,Anguila,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
34,r524a.tec,29,Anguila,3,30,0,Attack,0,Poison Spray,-1,None,0,3,Guard,-1,None,-1,None,0
35,r524a.tec,29,Anguila,-1,0,0,Attack,0,Poison Spray,-1,None,0,0,Attack,0,Poison Spray,-1,None,0
36,r524a.tec,29,Anguila,-1,0,0,Attack,0,Poison Spray,-1,None,0,0,Attack,0,Poison Spray,-1,None,0
37,r524a.tec,29,Anguila,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
38,r524a.tec,29,Anguila,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
39,r524a.tec,29,Anguila,-1,0,0,Attack,1,Bite,-1,None,0,0,Attack,1,Bite,-1,None,0
40,r524a.tec,29,Anguila,-1,0,0,Attack,1,Bite,-1,None,0,0,Attack,1,Bite,-1,None,0
41,r524a.tec,29,Anguila,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
42,r524a.tec,29,Anguila,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
43,r524a.tec,29,Anguila,-1,0,0,Attack,0,Poison Spray,-1,None,0,0,Attack,0,Poison Spray,-1,None,0
44,r524a.tec,29,Anguila,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
45,r524a.tec,29,Anguila,3,60,0,Attack,0,Poison Spray,-1,None,0,3,Guard,-1,None,-1,None,0
46,r524a.tec,29,Anguila,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
47,r524a.tec,29,Anguila,-1,0,0,Attack,0,Poison Spray,-1,None,0,0,Attack,0,Poison Spray,-1,None,0
48,r524a.tec,29,Anguila,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
49,r524a.tec,29,Anguila,-1,0,0,Attack,0,Poison Spray,-1,None,0,0,Attack,0,Poison Spray,-1,None,0
50,r524a.tec,29,Anguila,3,70,3,Guard,-1,None,-1,None,0,0,Attack,0,Poison Spray,-1,None,0
51,r524a.tec,29,Anguila,3,50,3,Guard,-1,None,-1,None,0,4,Nothing,-1,None,2,Assessing Damage,0
52,r524a.tec,29,Anguila,-1,0,0,Attack,0,Poison Spray,-1,None,0,0,Attack,0,Poison Spray,-1,None,0
53,r524a.tec,29,Anguila,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
54,r524a.tec,29,Anguila,3,80,0,Attack,0,Poison Spray,-1,None,0,4,Nothing,-1,None,2,Assessing Damage,0
55,r524a.tec,29,Anguila,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
56,r524a.tec,29,Anguila,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
57,r524a.tec,29,Anguila,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
58,r524a.tec,29,Anguila,3,30,0,Attack,0,Poison Spray,-1,None,0,3,Guard,-1,None,-1,None,0
59,r524a.tec,29,Anguila,-1,0,0,Attack,1,Bite,-1,None,0,0,Attack,1,Bite,-1,None,0
60,r524a.tec,29,Anguila,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
61,r524a.tec,29,Anguila,3,50,0,Attack,0,Poison Spray,-1,None,0,2,Focus,-1,None,2,Preparing Attack,0
62,r524a.tec,29,Anguila,-1,0,0,Attack,0,Poison Spray,-1,None,0,0,Attack,0,Poison Spray,-1,None,0
63,r524a.tec,29,Anguila,-1,0,3,Guard,-1,None,-1,None,0,3,Guard,-1,None,-1,None,0
0,r525a.tec,44,Tenkou Spellship,3,20,0,Attack,2,Houroku Torpedo,-1,None,2,2,Focus,-1,None,-1,None,0
1,r525a.tec,44,Tenkou Spellship,3,50,0,Attack,0,Cannon ,-1,None,0,1,Magic,-1,None,21,Wevles,0
2,r525a.tec,44,Tenkou Spellship,3,50,3,Guard,-1,None,0,Evasive Action,0,0,Attack,2,Houroku Torpedo,-1,None,1
3,r525a.tec,44,Tenkou Spellship,3,50,0,Attack,0,Cannon ,-1,None,0,1,Magic,-1,None,26,Crystali,0
4,r525a.tec,44,Tenkou Spellship,-1,0,0,Attack,0,Cannon ,-1,None,0,-1,None,-1,None,-1,None,0
5,r525a.tec,44,Tenkou Spellship,-1,0,1,Magic,-1,None,21,Wevles,0,-1,None,-1,None,-1,None,0
6,r525a.tec,44,Tenkou Spellship,3,80,1,Magic,-1,None,26,Crystali,0,0,Attack,2,Houroku Torpedo,-1,None,1
7,r525a.tec,44,Tenkou Spellship,1,20,1,Magic,-1,None,6,Sacri,0,2,Focus,-1,None,0,Focus,0
8,r525a.tec,44,Tenkou Spellship,3,50,1,Magic,-1,None,26,Crystali,0,1,Magic,-1,None,21,Wevles,0
9,r525a.tec,44,Tenkou Spellship,3,50,4,Nothing,-1,None,0,Awaiting Orders,0,0,Attack,2,Houroku Torpedo,-1,None,1
10,r525a.tec,44,Tenkou Spellship,3,50,0,Attack,0,Cannon ,-1,None,0,2,Focus,-1,None,-1,None,0
11,r525a.tec,44,Tenkou Spellship,3,90,3,Guard,-1,None,-1,None,0,1,Magic,-1,None,6,Sacri,0
12,r525a.tec,44,Tenkou Spellship,3,50,0,Attack,0,Cannon ,-1,None,0,4,Nothing,-1,None,0,Awaiting Orders,0
13,r525a.tec,44,Tenkou Spellship,-1,0,0,Attack,0,Cannon ,-1,None,0,-1,None,-1,None,-1,None,0
14,r525a.tec,44,Tenkou Spellship,3,50,2,Focus,-1,None,-1,None,0,4,Nothing,-1,None,0,Awaiting Orders,0
15,r525a.tec,44,Tenkou Spellship,4,2,1,Magic,-1,None,26,Crystali,0,0,Attack,0,Cannon ,-1,None,0
16,r525a.tec,44,Tenkou Spellship,-1,0,0,Attack,0,Cannon ,-1,None,0,2,Focus,-1,None,-1,None,0
17,r525a.tec,44,Tenkou Spellship,4,2,2,Focus,-1,None,-1,None,0,4,Nothing,-1,None,0,Awaiting Orders,0
18,r525a.tec,44,Tenkou Spellship,4,2,1,Magic,-1,None,6,Sacri,0,4,Nothing,-1,None,0,Awaiting Orders,0
19,r525a.tec,44,Tenkou Spellship,-1,0,4,Nothing,-1,None,0,Awaiting Orders,0,-1,None,-1,None,-1,None,0
0,r527a.tec,36,Giant Looper,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
1,r527a.tec,36,Giant Looper,-1,0,0,Attack,0,Looper Ring,-1,None,0,0,Attack,0,Looper Ring,-1,None,0
2,r527a.tec,36,Giant Looper,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
3,r527a.tec,36,Giant Looper,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
4,r527a.tec,36,Giant Looper,-1,0,0,Attack,0,Looper Ring,-1,None,0,0,Attack,0,Looper Ring,-1,None,0
5,r527a.tec,36,Giant Looper,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
6,r527a.tec,36,Giant Looper,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
7,r527a.tec,36,Giant Looper,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
8,r527a.tec,36,Giant Looper,-1,0,0,Attack,0,Looper Ring,-1,None,0,0,Attack,0,Looper Ring,-1,None,0
9,r527a.tec,36,Giant Looper,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
10,r527a.tec,36,Giant Looper,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
11,r527a.tec,36,Giant Looper,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
12,r527a.tec,36,Giant Looper,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
13,r527a.tec,36,Giant Looper,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
14,r527a.tec,36,Giant Looper,-1,0,0,Attack,0,Looper Ring,-1,None,0,0,Attack,0,Looper Ring,-1,None,0
15,r527a.tec,36,Giant Looper,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
16,r527a.tec,36,Giant Looper,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
17,r527a.tec,36,Giant Looper,-1,0,0,Attack,0,Looper Ring,-1,None,0,0,Attack,0,Looper Ring,-1,None,0
18,r527a.tec,36,Giant Looper,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
19,r527a.tec,36,Giant Looper,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
0,r530a.tec,17,Draco,-1,0,0,Attack,3,Draco Cannon,-1,None,0,0,Attack,3,Draco Cannon,-1,None,0
1,r530a.tec,17,Draco,-1,0,0,Attack,2,Piercing Torpedo,-1,None,2,0,Attack,2,Piercing Torpedo,-1,None,2
2,r530a.tec,17,Draco,-1,0,3,Guard,-1,None,-1,None,0,3,Guard,-1,None,-1,None,0
3,r530a.tec,17,Draco,-1,0,0,Attack,1,Secondary Cannon,-1,None,0,0,Attack,1,Secondary Cannon,-1,None,0
4,r530a.tec,17,Draco,-1,0,0,Attack,2,Piercing Torpedo,-1,None,2,0,Attack,2,Piercing Torpedo,-1,None,2
5,r530a.tec,17,Draco,-1,0,2,Focus,-1,None,-1,None,0,2,Focus,-1,None,-1,None,0
6,r530a.tec,17,Draco,-1,0,0,Attack,3,Draco Cannon,-1,None,0,0,Attack,3,Draco Cannon,-1,None,0
7,r530a.tec,17,Draco,-1,0,0,Attack,1,Secondary Cannon,-1,None,0,0,Attack,1,Secondary Cannon,-1,None,0
0,r531a.tec,26,Bluheim,0,50,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,2,Phoenix Ray,-1,None,0
1,r531a.tec,26,Bluheim,3,80,2,Focus,-1,None,2,Preparing Attack,0,3,Guard,-1,None,0,Evasive Action,0
2,r531a.tec,26,Bluheim,3,75,4,Nothing,-1,None,2,Assessing Damage,0,3,Guard,-1,None,0,Evasive Action,0
3,r531a.tec,26,Bluheim,3,60,0,Attack,1,Blue Lightning,-1,None,0,3,Guard,-1,None,0,Evasive Action,0
4,r531a.tec,26,Bluheim,0,80,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,2,Phoenix Ray,-1,None,0
5,r531a.tec,26,Bluheim,3,70,0,Attack,1,Blue Lightning,-1,None,0,3,Guard,-1,None,0,Evasive Action,0
6,r531a.tec,26,Bluheim,3,80,0,Attack,1,Blue Lightning,-1,None,0,3,Guard,-1,None,0,Evasive Action,0
7,r531a.tec,26,Bluheim,0,60,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,2,Phoenix Ray,-1,None,0
8,r531a.tec,26,Bluheim,3,70,0,Attack,1,Blue Lightning,-1,None,0,3,Guard,-1,None,0,Evasive Action,0
9,r531a.tec,26,Bluheim,3,30,4,Nothing,-1,None,2,Assessing Damage,0,2,Focus,-1,None,2,Preparing Attack,0
10,r531a.tec,26,Bluheim,-1,0,2,Focus,-1,None,2,Preparing Attack,0,4,Nothing,-1,None,2,Assessing Damage,0
11,r531a.tec,26,Bluheim,5,3,0,Attack,3,Blue Winds,2,None,0,0,Attack,0,Blue Winds,-1,None,0
12,r531a.tec,26,Bluheim,0,60,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,2,Phoenix Ray,-1,None,0
13,r531a.tec,26,Bluheim,-1,0,0,Attack,2,Phoenix Ray,-1,None,0,0,Attack,1,Blue Lightning,-1,None,0
14,r531a.tec,26,Bluheim,3,80,2,Focus,-1,None,2,Preparing Attack,0,3,Guard,-1,None,0,Evasive Action,0
15,r531a.tec,26,Bluheim,3,50,4,Nothing,-1,None,2,Assessing Damage,0,3,Guard,-1,None,0,Evasive Action,0
16,r531a.tec,26,Bluheim,-1,0,0,Attack,1,Blue Lightning,-1,None,0,0,Attack,1,Blue Lightning,-1,None,0
17,r531a.tec,26,Bluheim,-1,0,0,Attack,2,Phoenix Ray,-1,None,0,0,Attack,2,Phoenix Ray,-1,None,0
18,r531a.tec,26,Bluheim,3,50,2,Focus,-1,None,2,Preparing Attack,0,3,Guard,-1,None,0,Evasive Action,0
19,r531a.tec,26,Bluheim,5,3,0,Attack,3,Blue Winds,2,None,0,0,Attack,0,Blue Winds,-1,None,0
20,r531a.tec,26,Bluheim,3,80,2,Focus,-1,None,2,Preparing Attack,0,3,Guard,-1,None,0,Evasive Action,0
21,r531a.tec,26,Bluheim,3,40,4,Nothing,-1,None,2,Assessing Damage,0,3,Guard,-1,None,0,Evasive Action,0
22,r531a.tec,26,Bluheim,0,20,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,1,Blue Lightning,-1,None,0
23,r531a.tec,26,Bluheim,0,15,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,2,Phoenix Ray,-1,None,0
24,r531a.tec,26,Bluheim,0,10,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,2,Phoenix Ray,-1,None,0
25,r531a.tec,26,Bluheim,-1,0,0,Attack,1,Blue Lightning,-1,None,0,0,Attack,1,Blue Lightning,-1,None,0
26,r531a.tec,26,Bluheim,3,60,4,Nothing,-1,None,2,Assessing Damage,0,3,Guard,-1,None,0,Evasive Action,0
27,r531a.tec,26,Bluheim,3,70,3,Guard,-1,None,0,Evasive Action,0,2,Focus,-1,None,2,Preparing Attack,0
28,r531a.tec,26,Bluheim,-1,0,0,Attack,1,Blue Lightning,-1,None,0,0,Attack,2,Phoenix Ray,-1,None,0
29,r531a.tec,26,Bluheim,3,60,4,Nothing,-1,None,2,Assessing Damage,0,3,Guard,-1,None,0,Evasive Action,0
30,r531a.tec,26,Bluheim,3,70,3,Guard,-1,None,0,Evasive Action,0,2,Focus,-1,None,2,Preparing Attack,0
31,r531a.tec,26,Bluheim,0,10,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,1,Blue Lightning,-1,None,0
32,r531a.tec,26,Bluheim,-1,0,0,Attack,1,Blue Lightning,-1,None,0,0,Attack,2,Phoenix Ray,-1,None,0
33,r531a.tec,26,Bluheim,3,60,4,Nothing,-1,None,2,Assessing Damage,0,3,Guard,-1,None,0,Evasive Action,0
34,r531a.tec,26,Bluheim,3,70,3,Guard,-1,None,0,Evasive Action,0,2,Focus,-1,None,2,Preparing Attack,0
35,r531a.tec,26,Bluheim,0,10,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,1,Blue Lightning,-1,None,0
36,r531a.tec,26,Bluheim,3,60,2,Focus,-1,None,2,Preparing Attack,0,3,Guard,-1,None,0,Evasive Action,0
37,r531a.tec,26,Bluheim,0,10,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,2,Phoenix Ray,-1,None,0
38,r531a.tec,26,Bluheim,3,75,4,Nothing,-1,None,2,Assessing Damage,0,3,Guard,-1,None,0,Evasive Action,0
39,r531a.tec,26,Bluheim,3,20,2,Focus,-1,None,2,Preparing Attack,0,3,Guard,-1,None,0,Evasive Action,0
40,r531a.tec,26,Bluheim,3,30,4,Nothing,-1,None,2,Assessing Damage,0,2,Focus,-1,None,2,Preparing Attack,0
41,r531a.tec,26,Bluheim,3,30,4,Nothing,-1,None,2,Assessing Damage,0,2,Focus,-1,None,2,Preparing Attack,0
42,r531a.tec,26,Bluheim,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
43,r531a.tec,26,Bluheim,5,3,0,Attack,3,Blue Winds,2,None,0,0,Attack,0,Blue Winds,-1,None,0
0,r532a.tec,37,Alania,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
1,r532a.tec,37,Alania,3,50,0,Attack,0,Spiral,-1,None,0,0,Attack,1,Shaggy,-1,None,0
2,r532a.tec,37,Alania,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
3,r532a.tec,37,Alania,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
4,r532a.tec,37,Alania,3,50,0,Attack,1,Shaggy,-1,None,0,0,Attack,0,Spiral,-1,None,0
5,r532a.tec,37,Alania,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
6,r532a.tec,37,Alania,3,50,0,Attack,0,Spiral,-1,None,0,0,Attack,1,Shaggy,-1,None,0
7,r532a.tec,37,Alania,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
8,r532a.tec,37,Alania,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
9,r532a.tec,37,Alania,3,50,0,Attack,0,Spiral,-1,None,0,0,Attack,1,Shaggy,-1,None,0
10,r532a.tec,37,Alania,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
11,r532a.tec,37,Alania,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
12,r532a.tec,37,Alania,3,70,0,Attack,1,Shaggy,-1,None,0,4,Nothing,-1,None,2,Assessing Damage,0
13,r532a.tec,37,Alania,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
14,r532a.tec,37,Alania,3,50,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,Spiral,-1,None,0
15,r532a.tec,37,Alania,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
16,r532a.tec,37,Alania,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
17,r532a.tec,37,Alania,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
18,r532a.tec,37,Alania,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
19,r532a.tec,37,Alania,3,30,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,Spiral,-1,None,0
20,r532a.tec,37,Alania,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
21,r532a.tec,37,Alania,3,50,0,Attack,0,Spiral,-1,None,0,0,Attack,1,Shaggy,-1,None,0
22,r532a.tec,37,Alania,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
23,r532a.tec,37,Alania,3,50,0,Attack,1,Shaggy,-1,None,0,0,Attack,0,Spiral,-1,None,0
24,r532a.tec,37,Alania,3,50,0,Attack,1,Shaggy,-1,None,0,0,Attack,0,Spiral,-1,None,0
25,r532a.tec,37,Alania,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
26,r532a.tec,37,Alania,3,50,0,Attack,0,Spiral,-1,None,0,0,Attack,1,Shaggy,-1,None,0
27,r532a.tec,37,Alania,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
0,r535a.tec,27,Yeligar,3,80,4,Nothing,-1,None,2,Assessing Damage,0,2,Focus,-1,None,2,Preparing Attack,0
1,r535a.tec,27,Yeligar,3,20,4,Nothing,-1,None,2,Assessing Damage,0,2,Focus,-1,None,2,Preparing Attack,0
2,r535a.tec,27,Yeligar,0,40,3,Guard,-1,None,0,Evasive Action,0,0,Attack,1,Photon Charge,-1,None,0
3,r535a.tec,27,Yeligar,3,50,4,Nothing,-1,None,2,Assessing Damage,0,3,Guard,-1,None,0,Evasive Action,0
4,r535a.tec,27,Yeligar,-1,0,0,Attack,1,Photon Charge,-1,None,0,0,Attack,1,Photon Charge,-1,None,0
5,r535a.tec,27,Yeligar,3,35,4,Nothing,-1,None,2,Assessing Damage,0,2,Focus,-1,None,2,Preparing Attack,0
6,r535a.tec,27,Yeligar,0,10,3,Guard,-1,None,0,Evasive Action,0,0,Attack,0,Voltigar,-1,None,0
7,r535a.tec,27,Yeligar,3,60,4,Nothing,-1,None,2,Assessing Damage,0,3,Guard,-1,None,0,Evasive Action,0
8,r535a.tec,27,Yeligar,-1,0,0,Attack,1,Photon Charge,-1,None,0,0,Attack,1,Photon Charge,-1,None,0
9,r535a.tec,27,Yeligar,3,60,4,Nothing,-1,None,2,Assessing Damage,0,3,Guard,-1,None,0,Evasive Action,0
10,r535a.tec,27,Yeligar,-1,0,0,Attack,0,Voltigar,-1,None,0,0,Attack,0,Voltigar,-1,None,0
11,r535a.tec,27,Yeligar,3,50,3,Guard,-1,None,0,Evasive Action,0,2,Focus,-1,None,2,Preparing Attack,0
12,r535a.tec,27,Yeligar,0,30,3,Guard,-1,None,0,Evasive Action,0,0,Attack,0,Voltigar,-1,None,0
13,r535a.tec,27,Yeligar,3,60,4,Nothing,-1,None,2,Assessing Damage,0,2,Focus,-1,None,2,Preparing Attack,0
14,r535a.tec,27,Yeligar,-1,0,0,Attack,1,Photon Charge,-1,None,0,0,Attack,1,Photon Charge,-1,None,0
15,r535a.tec,27,Yeligar,0,10,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,Voltigar,-1,None,0
16,r535a.tec,27,Yeligar,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
17,r535a.tec,27,Yeligar,3,50,0,Attack,0,Voltigar,-1,None,0,0,Attack,1,Photon Charge,-1,None,0
18,r535a.tec,27,Yeligar,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
19,r535a.tec,27,Yeligar,7,0,4,Nothing,-1,None,1,Target Lost,0,0,Attack,2,Thunder Crash,-1,None,0
20,r535a.tec,27,Yeligar,3,50,4,Nothing,-1,None,2,Assessing Damage,0,2,Focus,-1,None,2,Preparing Attack,0
21,r535a.tec,27,Yeligar,3,50,2,Focus,-1,None,2,Preparing Attack,0,3,Guard,-1,None,0,Evasive Action,0
22,r535a.tec,27,Yeligar,3,50,4,Nothing,-1,None,2,Assessing Damage,0,2,Focus,-1,None,2,Preparing Attack,0
23,r535a.tec,27,Yeligar,3,50,2,Focus,-1,None,2,Preparing Attack,0,3,Guard,-1,None,0,Evasive Action,0
24,r535a.tec,27,Yeligar,3,50,4,Nothing,-1,None,2,Assessing Damage,0,2,Focus,-1,None,2,Preparing Attack,0
25,r535a.tec,27,Yeligar,0,10,3,Guard,-1,None,0,Evasive Action,0,0,Attack,0,Voltigar,-1,None,0
26,r535a.tec,27,Yeligar,3,50,4,Nothing,-1,None,2,Assessing Damage,0,2,Focus,-1,None,2,Preparing Attack,0
27,r535a.tec,27,Yeligar,0,0,3,Guard,-1,None,0,Evasive Action,0,0,Attack,1,Photon Charge,-1,None,0
28,r535a.tec,27,Yeligar,0,0,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,Voltigar,-1,None,0
29,r535a.tec,27,Yeligar,3,50,4,Nothing,-1,None,2,Assessing Damage,0,2,Focus,-1,None,2,Preparing Attack,0
30,r535a.tec,27,Yeligar,0,10,2,Focus,-1,None,2,Preparing Attack,0,0,Attack,1,Photon Charge,-1,None,0
31,r535a.tec,27,Yeligar,0,30,3,Guard,-1,None,0,Evasive Action,0,0,Attack,0,Voltigar,-1,None,0
32,r535a.tec,27,Yeligar,3,50,4,Nothing,-1,None,2,Assessing Damage,0,2,Focus,-1,None,2,Preparing Attack,0
33,r535a.tec,27,Yeligar,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
34,r535a.tec,27,Yeligar,0,10,2,Focus,-1,None,2,Preparing Attack,0,0,Attack,1,Photon Charge,-1,None,0
35,r535a.tec,27,Yeligar,7,0,4,Nothing,-1,None,1,Target Lost,0,0,Attack,2,Thunder Crash,-1,None,0
36,r535a.tec,27,Yeligar,3,50,4,Nothing,-1,None,2,Assessing Damage,0,3,Guard,-1,None,0,Evasive Action,0
