Entry ID,[Filter],[Enemy ship ID],[Enemy ship name],Unk.,Task rating,Task A type ID,[Task A type name],Task A arm. ID,[Task A arm. name],Task A param. ID,[Task A param. name],Task A arm. range,Task B type ID,[Task B type name],Task B arm. ID,[Task B arm. name],Task B param. ID,[Task B param. name],Task B arm. range
8,R524A.BIN,29,Anguila,-1,0,0,Attack,0,Poison Spray,-1,None,0,0,Attack,0,Poison Spray,-1,None,0
9,R524A.BIN,29,Anguila,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
10,R524A.BIN,29,Anguila,3,40,0,Attack,0,Poison Spray,-1,None,0,3,Guard,-1,None,-1,None,0
11,R524A.BIN,29,Anguila,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
12,R524A.BIN,29,Anguila,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
13,R524A.BIN,29,Anguila,3,20,0,Attack,0,Poison Spray,-1,None,0,0,Attack,1,Bite,-1,None,0
14,R524A.BIN,29,Anguila,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
15,R524A.BIN,29,Anguila,3,70,0,Attack,1,Bite,-1,None,0,2,Focus,-1,None,2,Preparing Attack,0
16,R524A.BIN,29,Anguila,-1,0,0,Attack,1,Bite,-1,None,0,0,Attack,1,Bite,-1,None,0
17,R524A.BIN,29,Anguila,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
18,R524A.BIN,29,Anguila,3,60,3,Guard,-1,None,-1,None,0,2,Focus,-1,None,2,Preparing Attack,0
19,R524A.BIN,29,Anguila,3,50,0,Attack,0,Poison Spray,-1,None,0,0,Attack,1,Bite,-1,None,0
20,R524A.BIN,29,Anguila,3,70,0,Attack,0,Poison Spray,-1,None,0,3,Guard,-1,None,-1,None,0
21,R524A.BIN,29,Anguila,-1,0,3,Guard,-1,None,-1,None,0,3,Guard,-1,None,-1,None,0
22,R524A.BIN,29,Anguila,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
23,R524A.BIN,29,Anguila,-1,0,0,Attack,1,Bite,-1,None,0,0,Attack,1,Bite,-1,None,0
24,R524A.BIN,29,Anguila,-1,0,0,Attack,0,Poison Spray,-1,None,0,0,Attack,0,Poison Spray,-1,None,0
25,R524A.BIN,29,Anguila,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
26,R524A.BIN,29,Anguila,3,70,0,Attack,0,Poison Spray,-1,None,0,3,Guard,-1,None,-1,None,0
27,R524A.BIN,29,Anguila,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
28,R524A.BIN,29,Anguila,-1,0,0,Attack,0,Poison Spray,-1,None,0,0,Attack,0,Poison Spray,-1,None,0
29,R524A.BIN,29,Anguila,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
30,R524A.BIN,29,Anguila,3,80,0,Attack,0,Poison Spray,-1,None,0,3,Guard,-1,None,-1,None,0
31,R524A.BIN,29,Anguila,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
32,R524A.BIN,29,Anguila,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
33,R524A.BIN,29,Anguila,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
34,R524A.BIN,29,Anguila,3,30,0,Attack,0,Poison Spray,-1,None,0,3,Guard,-1,None,-1,None,0
35,R524A.BIN,29,Anguila,-1,0,0,Attack,0,Poison Spray,-1,None,0,0,Attack,0,Poison Spray,-1,None,0
36,R524A.BIN,29,Anguila,-1,0,0,Attack,0,Poison Spray,-1,None,0,0,Attack,0,Poison Spray,-1,None,0
37,R524A.BIN,29,Anguila,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
38,R524A.BIN,29,Anguila,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
39,R524A.BIN,29,Anguila,-1,0,0,Attack,1,Bite,-1,None,0,0,Attack,1,Bite,-1,None,0
40,R524A.BIN,29,Anguila,-1,0,0,Attack,1,Bite,-1,None,0,0,Attack,1,Bite,-1,None,0
41,R524A.BIN,29,Anguila,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
42,R524A.BIN,29,Anguila,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
43,R524A.BIN,29,Anguila,-1,0,0,Attack,0,Poison Spray,-1,None,0,0,Attack,0,Poison Spray,-1,None,0
44,R524A.BIN,29,Anguila,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
45,R524A.BIN,29,Anguila,3,60,0,Attack,0,Poison Spray,-1,None,0,3,Guard,-1,None,-1,None,0
46,R524A.BIN,29,Anguila,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
47,R524A.BIN,29,Anguila,-1,0,0,Attack,0,Poison Spray,-1,None,0,0,Attack,0,Poison Spray,-1,None,0
48,R524A.BIN,29,Anguila,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
49,R524A.BIN,29,Anguila,-1,0,0,Attack,0,Poison Spray,-1,None,0,0,Attack,0,Poison Spray,-1,None,0
50,R524A.BIN,29,Anguila,3,70,3,Guard,-1,None,-1,None,0,0,Attack,0,Poison Spray,-1,None,0
51,R524A.BIN,29,Anguila,3,50,3,Guard,-1,None,-1,None,0,4,Nothing,-1,None,2,Assessing Damage,0
52,R524A.BIN,29,Anguila,-1,0,0,Attack,0,Poison Spray,-1,None,0,0,Attack,0,Poison Spray,-1,None,0
53,R524A.BIN,29,Anguila,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
54,R524A.BIN,29,Anguila,3,80,0,Attack,0,Poison Spray,-1,None,0,4,Nothing,-1,None,2,Assessing Damage,0
55,R524A.BIN,29,Anguila,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
56,R524A.BIN,29,Anguila,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
57,R524A.BIN,29,Anguila,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
58,R524A.BIN,29,Anguila,3,30,0,Attack,0,Poison Spray,-1,None,0,3,Guard,-1,None,-1,None,0
59,R524A.BIN,29,Anguila,-1,0,0,Attack,1,Bite,-1,None,0,0,Attack,1,Bite,-1,None,0
60,R524A.BIN,29,Anguila,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
61,R524A.BIN,29,Anguila,3,50,0,Attack,0,Poison Spray,-1,None,0,2,Focus,-1,None,2,Preparing Attack,0
62,R524A.BIN,29,Anguila,-1,0,0,Attack,0,Poison Spray,-1,None,0,0,Attack,0,Poison Spray,-1,None,0
63,R524A.BIN,29,Anguila,-1,0,3,Guard,-1,None,-1,None,0,3,Guard,-1,None,-1,None,0
0,R525A.BIN,44,Tenkou Spellship,3,20,0,Attack,2,Houroku Torpedo,-1,None,2,2,Focus,-1,None,-1,None,0
1,R525A.BIN,44,Tenkou Spellship,3,50,0,Attack,0,Cannon ,-1,None,0,1,Magic,-1,None,21,Wevles,0
2,R525A.BIN,44,Tenkou Spellship,3,50,3,Guard,-1,None,0,Evasive Action,0,0,Attack,2,Houroku Torpedo,-1,None,1
3,R525A.BIN,44,Tenkou Spellship,3,50,0,Attack,0,Cannon ,-1,None,0,1,Magic,-1,None,26,Crystali,0
4,R525A.BIN,44,Tenkou Spellship,-1,0,0,Attack,0,Cannon ,-1,None,0,-1,None,-1,None,-1,None,0
5,R525A.BIN,44,Tenkou Spellship,-1,0,1,Magic,-1,None,21,Wevles,0,-1,None,-1,None,-1,None,0
6,R525A.BIN,44,Tenkou Spellship,3,80,1,Magic,-1,None,26,Crystali,0,0,Attack,2,Houroku Torpedo,-1,None,1
7,R525A.BIN,44,Tenkou Spellship,1,20,1,Magic,-1,None,6,Sacri,0,2,Focus,-1,None,0,Focus,0
8,R525A.BIN,44,Tenkou Spellship,3,50,1,Magic,-1,None,26,Crystali,0,1,Magic,-1,None,21,Wevles,0
9,R525A.BIN,44,Tenkou Spellship,3,50,4,Nothing,-1,None,0,Awaiting Orders,0,0,Attack,2,Houroku Torpedo,-1,None,1
10,R525A.BIN,44,Tenkou Spellship,3,50,0,Attack,0,Cannon ,-1,None,0,2,Focus,-1,None,-1,None,0
11,R525A.BIN,44,Tenkou Spellship,3,90,3,Guard,-1,None,-1,None,0,1,Magic,-1,None,6,Sacri,0
12,R525A.BIN,44,Tenkou Spellship,3,50,0,Attack,0,Cannon ,-1,None,0,4,Nothing,-1,None,0,Awaiting Orders,0
13,R525A.BIN,44,Tenkou Spellship,-1,0,0,Attack,0,Cannon ,-1,None,0,-1,None,-1,None,-1,None,0
14,R525A.BIN,44,Tenkou Spellship,3,50,2,Focus,-1,None,-1,None,0,4,Nothing,-1,None,0,Awaiting Orders,0
15,R525A.BIN,44,Tenkou Spellship,4,2,1,Magic,-1,None,26,Crystali,0,0,Attack,0,Cannon ,-1,None,0
16,R525A.BIN,44,Tenkou Spellship,-1,0,0,Attack,0,Cannon ,-1,None,0,2,Focus,-1,None,-1,None,0
17,R525A.BIN,44,Tenkou Spellship,4,2,2,Focus,-1,None,-1,None,0,4,Nothing,-1,None,0,Awaiting Orders,0
18,R525A.BIN,44,Tenkou Spellship,4,2,1,Magic,-1,None,6,Sacri,0,4,Nothing,-1,None,0,Awaiting Orders,0
19,R525A.BIN,44,Tenkou Spellship,-1,0,4,Nothing,-1,None,0,Awaiting Orders,0,-1,None,-1,None,-1,None,0
0,R527A.BIN,36,Giant Looper,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
1,R527A.BIN,36,Giant Looper,-1,0,0,Attack,0,Looper Ring,-1,None,0,0,Attack,0,Looper Ring,-1,None,0
2,R527A.BIN,36,Giant Looper,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
3,R527A.BIN,36,Giant Looper,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
4,R527A.BIN,36,Giant Looper,-1,0,0,Attack,0,Looper Ring,-1,None,0,0,Attack,0,Looper Ring,-1,None,0
5,R527A.BIN,36,Giant Looper,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
6,R527A.BIN,36,Giant Looper,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
7,R527A.BIN,36,Giant Looper,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
8,R527A.BIN,36,Giant Looper,-1,0,0,Attack,0,Looper Ring,-1,None,0,0,Attack,0,Looper Ring,-1,None,0
9,R527A.BIN,36,Giant Looper,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
10,R527A.BIN,36,Giant Looper,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
11,R527A.BIN,36,Giant Looper,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
12,R527A.BIN,36,Giant Looper,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
13,R527A.BIN,36,Giant Looper,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
14,R527A.BIN,36,Giant Looper,-1,0,0,Attack,0,Looper Ring,-1,None,0,0,Attack,0,Looper Ring,-1,None,0
15,R527A.BIN,36,Giant Looper,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
16,R527A.BIN,36,Giant Looper,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
17,R527A.BIN,36,Giant Looper,-1,0,0,Attack,0,Looper Ring,-1,None,0,0,Attack,0,Looper Ring,-1,None,0
18,R527A.BIN,36,Giant Looper,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
19,R527A.BIN,36,Giant Looper,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
0,R530A.BIN,17,Draco,-1,0,0,Attack,3,Draco Cannon,-1,None,0,0,Attack,3,Draco Cannon,-1,None,0
1,R530A.BIN,17,Draco,-1,0,0,Attack,2,Piercing Torpedo,-1,None,2,0,Attack,2,Piercing Torpedo,-1,None,2
2,R530A.BIN,17,Draco,-1,0,3,Guard,-1,None,-1,None,0,3,Guard,-1,None,-1,None,0
3,R530A.BIN,17,Draco,-1,0,0,Attack,1,Secondary Cannon,-1,None,0,0,Attack,1,Secondary Cannon,-1,None,0
4,R530A.BIN,17,Draco,-1,0,0,Attack,2,Piercing Torpedo,-1,None,2,0,Attack,2,Piercing Torpedo,-1,None,2
5,R530A.BIN,17,Draco,-1,0,2,Focus,-1,None,-1,None,0,2,Focus,-1,None,-1,None,0
6,R530A.BIN,17,Draco,-1,0,0,Attack,3,Draco Cannon,-1,None,0,0,Attack,3,Draco Cannon,-1,None,0
7,R530A.BIN,17,Draco,-1,0,0,Attack,1,Secondary Cannon,-1,None,0,0,Attack,1,Secondary Cannon,-1,None,0
0,R531A.BIN,26,Bluheim,0,50,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,2,Phoenix Ray,-1,None,0
1,R531A.BIN,26,Bluheim,3,80,2,Focus,-1,None,2,Preparing Attack,0,3,Guard,-1,None,0,Evasive Action,0
2,R531A.BIN,26,Bluheim,3,75,4,Nothing,-1,None,2,Assessing Damage,0,3,Guard,-1,None,0,Evasive Action,0
3,R531A.BIN,26,Bluheim,3,60,0,Attack,1,Blue Lightning,-1,None,0,3,Guard,-1,None,0,Evasive Action,0
4,R531A.BIN,26,Bluheim,0,80,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,2,Phoenix Ray,-1,None,0
5,R531A.BIN,26,Bluheim,3,70,0,Attack,1,Blue Lightning,-1,None,0,3,Guard,-1,None,0,Evasive Action,0
6,R531A.BIN,26,Bluheim,3,80,0,Attack,1,Blue Lightning,-1,None,0,3,Guard,-1,None,0,Evasive Action,0
7,R531A.BIN,26,Bluheim,0,60,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,2,Phoenix Ray,-1,None,0
8,R531A.BIN,26,Bluheim,3,70,0,Attack,1,Blue Lightning,-1,None,0,3,Guard,-1,None,0,Evasive Action,0
9,R531A.BIN,26,Bluheim,3,30,4,Nothing,-1,None,2,Assessing Damage,0,2,Focus,-1,None,2,Preparing Attack,0
10,R531A.BIN,26,Bluheim,-1,0,2,Focus,-1,None,2,Preparing Attack,0,4,Nothing,-1,None,2,Assessing Damage,0
11,R531A.BIN,26,Bluheim,5,3,0,Attack,3,Blue Winds,2,None,0,0,Attack,0,Blue Winds,-1,None,0
12,R531A.BIN,26,Bluheim,0,60,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,2,Phoenix Ray,-1,None,0
13,R531A.BIN,26,Bluheim,-1,0,0,Attack,2,Phoenix Ray,-1,None,0,0,Attack,1,Blue Lightning,-1,None,0
14,R531A.BIN,26,Bluheim,3,80,2,Focus,-1,None,2,Preparing Attack,0,3,Guard,-1,None,0,Evasive Action,0
15,R531A.BIN,26,Bluheim,3,50,4,Nothing,-1,None,2,Assessing Damage,0,3,Guard,-1,None,0,Evasive Action,0
16,R531A.BIN,26,Bluheim,-1,0,0,Attack,1,Blue Lightning,-1,None,0,0,Attack,1,Blue Lightning,-1,None,0
17,R531A.BIN,26,Bluheim,-1,0,0,Attack,2,Phoenix Ray,-1,None,0,0,Attack,2,Phoenix Ray,-1,None,0
18,R531A.BIN,26,Bluheim,3,50,2,Focus,-1,None,2,Preparing Attack,0,3,Guard,-1,None,0,Evasive Action,0
19,R531A.BIN,26,Bluheim,5,3,0,Attack,3,Blue Winds,2,None,0,0,Attack,0,Blue Winds,-1,None,0
20,R531A.BIN,26,Bluheim,3,80,2,Focus,-1,None,2,Preparing Attack,0,3,Guard,-1,None,0,Evasive Action,0
21,R531A.BIN,26,Bluheim,3,40,4,Nothing,-1,None,2,Assessing Damage,0,3,Guard,-1,None,0,Evasive Action,0
22,R531A.BIN,26,Bluheim,0,20,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,1,Blue Lightning,-1,None,0
23,R531A.BIN,26,Bluheim,0,15,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,2,Phoenix Ray,-1,None,0
24,R531A.BIN,26,Bluheim,0,10,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,2,Phoenix Ray,-1,None,0
25,R531A.BIN,26,Bluheim,-1,0,0,Attack,1,Blue Lightning,-1,None,0,0,Attack,1,Blue Lightning,-1,None,0
26,R531A.BIN,26,Bluheim,3,60,4,Nothing,-1,None,2,Assessing Damage,0,3,Guard,-1,None,0,Evasive Action,0
27,R531A.BIN,26,Bluheim,3,70,3,Guard,-1,None,0,Evasive Action,0,2,Focus,-1,None,2,Preparing Attack,0
28,R531A.BIN,26,Bluheim,-1,0,0,Attack,1,Blue Lightning,-1,None,0,0,Attack,2,Phoenix Ray,-1,None,0
29,R531A.BIN,26,Bluheim,3,60,4,Nothing,-1,None,2,Assessing Damage,0,3,Guard,-1,None,0,Evasive Action,0
30,R531A.BIN,26,Bluheim,3,70,3,Guard,-1,None,0,Evasive Action,0,2,Focus,-1,None,2,Preparing Attack,0
31,R531A.BIN,26,Bluheim,0,10,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,1,Blue Lightning,-1,None,0
32,R531A.BIN,26,Bluheim,-1,0,0,Attack,1,Blue Lightning,-1,None,0,0,Attack,2,Phoenix Ray,-1,None,0
33,R531A.BIN,26,Bluheim,3,60,4,Nothing,-1,None,2,Assessing Damage,0,3,Guard,-1,None,0,Evasive Action,0
34,R531A.BIN,26,Bluheim,3,70,3,Guard,-1,None,0,Evasive Action,0,2,Focus,-1,None,2,Preparing Attack,0
35,R531A.BIN,26,Bluheim,0,10,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,1,Blue Lightning,-1,None,0
36,R531A.BIN,26,Bluheim,3,60,2,Focus,-1,None,2,Preparing Attack,0,3,Guard,-1,None,0,Evasive Action,0
37,R531A.BIN,26,Bluheim,0,10,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,2,Phoenix Ray,-1,None,0
38,R531A.BIN,26,Bluheim,3,75,4,Nothing,-1,None,2,Assessing Damage,0,3,Guard,-1,None,0,Evasive Action,0
39,R531A.BIN,26,Bluheim,3,20,2,Focus,-1,None,2,Preparing Attack,0,3,Guard,-1,None,0,Evasive Action,0
40,R531A.BIN,26,Bluheim,3,30,4,Nothing,-1,None,2,Assessing Damage,0,2,Focus,-1,None,2,Preparing Attack,0
41,R531A.BIN,26,Bluheim,3,30,4,Nothing,-1,None,2,Assessing Damage,0,2,Focus,-1,None,2,Preparing Attack,0
42,R531A.BIN,26,Bluheim,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
43,R531A.BIN,26,Bluheim,5,3,0,Attack,3,Blue Winds,2,None,0,0,Attack,0,Blue Winds,-1,None,0
0,R532A.BIN,37,Alania,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
1,R532A.BIN,37,Alania,3,50,0,Attack,0,Spiral,-1,None,0,0,Attack,1,Shaggy,-1,None,0
2,R532A.BIN,37,Alania,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
3,R532A.BIN,37,Alania,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
4,R532A.BIN,37,Alania,3,50,0,Attack,1,Shaggy,-1,None,0,0,Attack,0,Spiral,-1,None,0
5,R532A.BIN,37,Alania,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
6,R532A.BIN,37,Alania,3,50,0,Attack,0,Spiral,-1,None,0,0,Attack,1,Shaggy,-1,None,0
7,R532A.BIN,37,Alania,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
8,R532A.BIN,37,Alania,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
9,R532A.BIN,37,Alania,3,50,0,Attack,0,Spiral,-1,None,0,0,Attack,1,Shaggy,-1,None,0
10,R532A.BIN,37,Alania,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
11,R532A.BIN,37,Alania,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
12,R532A.BIN,37,Alania,3,70,0,Attack,1,Shaggy,-1,None,0,4,Nothing,-1,None,2,Assessing Damage,0
13,R532A.BIN,37,Alania,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
14,R532A.BIN,37,Alania,3,50,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,Spiral,-1,None,0
15,R532A.BIN,37,Alania,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
16,R532A.BIN,37,Alania,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
17,R532A.BIN,37,Alania,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
18,R532A.BIN,37,Alania,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
19,R532A.BIN,37,Alania,3,30,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,Spiral,-1,None,0
20,R532A.BIN,37,Alania,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
21,R532A.BIN,37,Alania,3,50,0,Attack,0,Spiral,-1,None,0,0,Attack,1,Shaggy,-1,None,0
22,R532A.BIN,37,Alania,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
23,R532A.BIN,37,Alania,3,50,0,Attack,1,Shaggy,-1,None,0,0,Attack,0,Spiral,-1,None,0
24,R532A.BIN,37,Alania,3,50,0,Attack,1,Shaggy,-1,None,0,0,Attack,0,Spiral,-1,None,0
25,R532A.BIN,37,Alania,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
26,R532A.BIN,37,Alania,3,50,0,Attack,0,Spiral,-1,None,0,0,Attack,1,Shaggy,-1,None,0
27,R532A.BIN,37,Alania,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
0,R550A.BIN,21,Black Pirates,3,80,0,Attack,1,Black Torpedo,-1,None,3,2,Focus,-1,None,0,Focus,0
1,R550A.BIN,21,Black Pirates,4,2,0,Attack,1,Black Torpedo,-1,None,1,2,Focus,-1,None,0,Focus,0
2,R550A.BIN,21,Black Pirates,4,2,0,Attack,0,Black Cannon,-1,None,0,3,Guard,-1,None,0,Evasive Action,0
3,R550A.BIN,21,Black Pirates,-1,0,0,Attack,0,Black Cannon,-1,None,0,-1,None,-1,None,-1,None,0
4,R550A.BIN,21,Black Pirates,3,70,0,Attack,1,Black Torpedo,0,None,3,3,Guard,-1,None,0,Evasive Action,0
5,R550A.BIN,21,Black Pirates,3,80,0,Attack,1,Black Torpedo,-1,None,2,0,Attack,0,Black Cannon,-1,None,0
6,R550A.BIN,21,Black Pirates,3,70,4,Nothing,-1,None,0,Awaiting Orders,0,3,Guard,-1,None,0,Evasive Action,0
7,R550A.BIN,21,Black Pirates,-1,0,0,Attack,0,Black Cannon,-1,None,0,-1,None,-1,None,-1,None,0
8,R550A.BIN,21,Black Pirates,-1,0,0,Attack,0,Black Cannon,-1,None,0,-1,None,-1,None,-1,None,0
9,R550A.BIN,21,Black Pirates,-1,0,0,Attack,0,Black Cannon,-1,None,0,-1,None,-1,None,-1,None,0
10,R550A.BIN,21,Black Pirates,-1,0,0,Attack,0,Black Cannon,-1,None,0,-1,None,-1,None,-1,None,0
11,R550A.BIN,21,Black Pirates,-1,0,0,Attack,0,Black Cannon,-1,None,0,-1,None,-1,None,-1,None,0
12,R550A.BIN,21,Black Pirates,3,98,0,Attack,0,Black Cannon,-1,None,0,3,Guard,-1,None,0,Evasive Action,0
13,R550A.BIN,21,Black Pirates,3,50,2,Focus,-1,None,0,Focus,0,0,Attack,1,Black Torpedo,0,None,2
14,R550A.BIN,21,Black Pirates,3,80,0,Attack,0,Black Cannon,-1,None,0,3,Guard,-1,None,0,Evasive Action,0
15,R550A.BIN,21,Black Pirates,3,80,0,Attack,0,Black Cannon,-1,None,0,3,Guard,-1,None,0,Evasive Action,0
0,R551A.BIN,21,Black Pirates,3,80,0,Attack,1,Black Torpedo,-1,None,3,2,Focus,-1,None,0,Focus,0
1,R551A.BIN,21,Black Pirates,4,2,0,Attack,1,Black Torpedo,-1,None,1,2,Focus,-1,None,0,Focus,0
2,R551A.BIN,21,Black Pirates,4,2,0,Attack,0,Black Cannon,-1,None,0,3,Guard,-1,None,0,Evasive Action,0
3,R551A.BIN,21,Black Pirates,-1,0,0,Attack,0,Black Cannon,-1,None,0,-1,None,-1,None,-1,None,0
4,R551A.BIN,21,Black Pirates,3,70,0,Attack,1,Black Torpedo,0,None,3,3,Guard,-1,None,0,Evasive Action,0
5,R551A.BIN,21,Black Pirates,3,80,0,Attack,1,Black Torpedo,-1,None,2,0,Attack,0,Black Cannon,-1,None,0
6,R551A.BIN,21,Black Pirates,3,70,4,Nothing,-1,None,0,Awaiting Orders,0,3,Guard,-1,None,0,Evasive Action,0
7,R551A.BIN,21,Black Pirates,-1,0,0,Attack,0,Black Cannon,-1,None,0,-1,None,-1,None,-1,None,0
8,R551A.BIN,21,Black Pirates,-1,0,0,Attack,0,Black Cannon,-1,None,0,-1,None,-1,None,-1,None,0
9,R551A.BIN,21,Black Pirates,-1,0,0,Attack,0,Black Cannon,-1,None,0,-1,None,-1,None,-1,None,0
10,R551A.BIN,21,Black Pirates,-1,0,0,Attack,0,Black Cannon,-1,None,0,-1,None,-1,None,-1,None,0
11,R551A.BIN,21,Black Pirates,-1,0,0,Attack,0,Black Cannon,-1,None,0,-1,None,-1,None,-1,None,0
12,R551A.BIN,21,Black Pirates,3,98,0,Attack,0,Black Cannon,-1,None,0,3,Guard,-1,None,0,Evasive Action,0
13,R551A.BIN,21,Black Pirates,3,50,2,Focus,-1,None,0,Focus,0,0,Attack,1,Black Torpedo,0,None,2
14,R551A.BIN,21,Black Pirates,3,80,0,Attack,0,Black Cannon,-1,None,0,3,Guard,-1,None,0,Evasive Action,0
