Entry ID,Entry Name,ENGLISH.SOT,FRENCH.SOT,GERMAN.SOT,SPANISH.SOT
2,StaVMSelMsg,"No VMU found. Pinta's Quest requires a
VMU with at least 83 blocks of free memory.","No VMU found. Pinta's Quest requires a
VMU with at least 83 blocks of free memory.","No VMU found. Pinta's Quest requires a
VMU with at least 83 blocks of free memory.","No VMU found. Pinta's Quest requires a
VMU with at least 83 blocks of free memory."
0,sotCrewCard,Active,Active,Active,Active
1,sotCrewCard,Stand-by,Stand-by,Stand-by,Stand-by
0,STACMD_CREWJOB,Helmsman,Helmsman,Helmsman,Helmsman
1,STACMD_CREWJOB,Engineer,Engineer,Engineer,Engineer
2,STACMD_CREWJOB,Gunner,Gunner,Gunner,Gunner
3,STACMD_CREWJOB,Lookout,Lookout,Lookout,Lookout
4,STACMD_CREWJOB,Merchant,Merchant,Merchant,Merchant
5,STACMD_CREWJOB,Builder,Builder,Builder,Builder
6,STACMD_CREWJOB,Cook,Cook,Cook,Cook
7,STACMD_CREWJOB,Artisan,Artisan,Artisan,Artisan
8,STACMD_CREWJOB,Sailor,Sailor,Sailor,Sailor
9,STACMD_CREWJOB,Jester,Jester,Jester,Jester
10,STACMD_CREWJOB,Delegate,Delegate,Delegate,Delegate
0,ExpLabel,Total Exp.,Total Exp.,Total Exp.,Total Exp.
1,ExpLabel,Next,Next,Next,Next
0,sotShipCard,Hp,Hp,Hp,Hp
1,sotShipCard,Value,Value,Value,Value
0,NO_EQUIP,Nothing Equipped,Nothing Equipped,Nothing Equipped,Nothing Equipped
1,NO_EQUIP,Nothing Equipped,Nothing Equipped,Nothing Equipped,Nothing Equipped
2,NO_EQUIP,No items.,No items.,No items.,No items.
3,NO_EQUIP,No spells learned.,No spells learned.,No spells learned.,No spells learned.
4,NO_EQUIP,No S.Moves learned.,No S.Moves learned.,No S.Moves learned.,No S.Moves learned.
5,NO_EQUIP,"Cannot Change
Equipment","Cannot Change
Equipment","Cannot Change
Equipment","Cannot Change
Equipment"
0,VM_TANKEN,vmtanken.bin,vmtanken.bin,vmtanken.bin,vmtanken.bin
1,VM_TANKEN,S.ARCADIA_VM,S.ARCADIA_VM,S.ARCADIA_VM,S.ARCADIA_VM
0,VMRESULT_TITLE,VMU Minigame Lvl,VMU Minigame Lvl,VMU Minigame Lvl,VMU Minigame Lvl
1,VMRESULT_TITLE,Next Level,Next Level,Next Level,Next Level
2,VMRESULT_TITLE,Record,Record,Record,Record
3,VMRESULT_TITLE,Acquired Gold,Acquired Gold,Acquired Gold,Acquired Gold
4,VMRESULT_TITLE,Gold Found,Gold Found,Gold Found,Gold Found
5,VMRESULT_TITLE,No items.,No items.,No items.,No items.
6,VMRESULT_TITLE,Gold Found,Gold Found,Gold Found,Gold Found
0,WdiskChgMsg,"This is the end of Disc 1. Pressing any
button will bring you to a save menu. It
is recommended that you save your game
before moving on to Disc 2.","This is the end of Disc 1. Pressing any
button will bring you to a save menu. It
is recommended that you save your game
before moving on to Disc 2.","This is the end of Disc 1. Pressing any
button will bring you to a save menu. It
is recommended that you save your game
before moving on to Disc 2.","This is the end of Disc 1. Pressing any
button will bring you to a save menu. It
is recommended that you save your game
before moving on to Disc 2."
1,WdiskChgMsg,"Please remove Disc one from your
Dreamcast and replace it with Disc 2.","Please remove Disc one from your
Dreamcast and replace it with Disc 2.","Please remove Disc one from your
Dreamcast and replace it with Disc 2.","Please remove Disc one from your
Dreamcast and replace it with Disc 2."
2,WdiskChgMsg,"The disc inserted is not Disc 2. Please
insert Disc 2 of Skies of Arcadia.","The disc inserted is not Disc 2. Please
insert Disc 2 of Skies of Arcadia.","The disc inserted is not Disc 2. Please
insert Disc 2 of Skies of Arcadia.","The disc inserted is not Disc 2. Please
insert Disc 2 of Skies of Arcadia."
3,WdiskChgMsg,"Please insert Disc 2 and close
the drive door.","Please insert Disc 2 and close
the drive door.","Please insert Disc 2 and close
the drive door.","Please insert Disc 2 and close
the drive door."
4,WdiskChgMsg,Checking the disc now…,Checking the disc now…,Checking the disc now…,Checking the disc now
5,WdiskChgMsg,"No disc was found.
Please insert the Disc 2 of
“Skies of Arcadia.”","No disc was found.
Please insert the Disc 2 of
“Skies of Arcadia.”","No disc was found.
Please insert the Disc 2 of
“Skies of Arcadia.”","No disc was found.
Please insert the Disc 2 of
“Skies of Arcadia.”"
6,WdiskChgMsg,"The disc inserted is not a
“Skies of Arcadia” disc. Please
remove the current disc and
insert Disc 2 of “Skies of Arcadia”.","The disc inserted is not a
“Skies of Arcadia” disc. Please
remove the current disc and
insert Disc 2 of “Skies of Arcadia”.","The disc inserted is not a
“Skies of Arcadia” disc. Please
remove the current disc and
insert Disc 2 of “Skies of Arcadia”.","The disc inserted is not a
“Skies of Arcadia” disc. Please
remove the current disc and
insert Disc 2 of “Skies of Arcadia”."
0,sotSaveFileID,S.ARCADIA001,S.ARCADIA001,S.ARCADIA001,S.ARCADIA001
1,sotSaveFileID,S.ARCADIAD01,S.ARCADIAD01,S.ARCADIAD01,S.ARCADIAD01
2,sotSaveFileID,ICONDATA_VMS,ICONDATA_VMS,ICONDATA_VMS,ICONDATA_VMS
3,sotSaveFileID,Arcadia Icon ,Arcadia Icon ,Arcadia Icon ,Arcadia Icon 
4,sotSaveFileID,NEXT_RPG_ARES,NEXT_RPG_ARES,NEXT_RPG_ARES,NEXT_RPG_ARES
5,sotSaveFileID,S.ARCADIA V1.00,S.ARCADIA V1.00,S.ARCADIA V1.00,S.ARCADIA V1.00
6,sotSaveFileID,MK-51052  ,MK-51052  ,MK-51052  ,MK-51052  
0,WmemTbl,Save,Save,Save,Save
1,WmemTbl,Load,Load,Load,Load
2,WmemTbl,Socket 1,Socket 1,Socket 1,Socket 1
3,WmemTbl,Socket 2,Socket 2,Socket 2,Socket 2
4,WmemTbl,Yes,Yes,Yes,Yes
5,WmemTbl,No,No,No,No
6,WmemTbl,Create New File,Create New File,Create New File,Create New File
7,WmemTbl,The save file is corrupted.,The save file is corrupted.,The save file is corrupted.,The save file is corrupted.
8,WmemTbl,There is not enough space.,There is not enough space.,There is not enough space.,There is not enough space.
9,WmemTbl,This file cannot be used.,This file cannot be used.,This file cannot be used.,This file cannot be used.
10,WmemTbl,No Save Data Found,No Save Data Found,No Save Data Found,No Save Data Found
0,WmemMsgTbl,"Game data will be saved on a memory card in the
1P controller. Please select a socket.","Game data will be saved on a memory card in the
1P controller. Please select a socket.","Game data will be saved on a memory card in the
1P controller. Please select a socket.","Game data will be saved on a memory card in the
1P controller. Please select a socket."
1,WmemMsgTbl,"A VMU with 27 blocks of free memory is required
to save this game. Game save aborted.","A VMU with 27 blocks of free memory is required
to save this game. Game save aborted.","A VMU with 27 blocks of free memory is required
to save this game. Game save aborted.","A VMU with 27 blocks of free memory is required
to save this game. Game save aborted."
2,WmemMsgTbl,No Controller Found,No Controller Found,No Controller Found,No Controller Found
3,WmemMsgTbl,"No memory card found.
Please insert memory card.","No memory card found.
Please insert memory card.","No memory card found.
Please insert memory card.","No memory card found.
Please insert memory card."
4,WmemMsgTbl,Please select a file to save.,Please select a file to save.,Please select a file to save.,Please select a file to save.
5,WmemMsgTbl,"The game will be saved using this file
Is this okay?","The game will be saved using this file
Is this okay?","The game will be saved using this file
Is this okay?","The game will be saved using this file
Is this okay?"
6,WmemMsgTbl,"A file is already saved there.
Would you like to replace the file?","A file is already saved there.
Would you like to replace the file?","A file is already saved there.
Would you like to replace the file?","A file is already saved there.
Would you like to replace the file?"
7,WmemMsgTbl,"Now saving. Please do not turn the power off
or remove the VMU.","Now saving. Please do not turn the power off
or remove the VMU.","Now saving. Please do not turn the power off
or remove the VMU.","Now saving. Please do not turn the power off
or remove the VMU."
8,WmemMsgTbl,Unable to save file properly.,Unable to save file properly.,Unable to save file properly.,Unable to save file properly.
9,WmemMsgTbl,The game has been successfully saved.,The game has been successfully saved.,The game has been successfully saved.,The game has been successfully saved.
10,WmemMsgTbl,"Game data will be loaded from the 1P controller.
Please select which socket to load from.","Game data will be loaded from the 1P controller.
Please select which socket to load from.","Game data will be loaded from the 1P controller.
Please select which socket to load from.","Game data will be loaded from the 1P controller.
Please select which socket to load from."
11,WmemMsgTbl,Please select a file.,Please select a file.,Please select a file.,Please select a file.
12,WmemMsgTbl,This file is corrupted.,This file is corrupted.,This file is corrupted.,This file is corrupted.
13,WmemMsgTbl,"This file will be loaded.
Is this okay?","This file will be loaded.
Is this okay?","This file will be loaded.
Is this okay?","This file will be loaded.
Is this okay?"
14,WmemMsgTbl,"The memory card has been removed.
Unable to load properly.","The memory card has been removed.
Unable to load properly.","The memory card has been removed.
Unable to load properly.","The memory card has been removed.
Unable to load properly."
15,WmemMsgTbl,Loading finished.,Loading finished.,Loading finished.,Loading finished.
16,WmemMsgTbl,"Currently reading game information.
Please do not remove the memory card.","Currently reading game information.
Please do not remove the memory card.","Currently reading game information.
Please do not remove the memory card.","Currently reading game information.
Please do not remove the memory card."
17,WmemMsgTbl,"The file that has been loaded is a file from
Disc 1. Please insert Disc 1.","The file that has been loaded is a file from
Disc 1. Please insert Disc 1.","The file that has been loaded is a file from
Disc 1. Please insert Disc 1.","The file that has been loaded is a file from
Disc 1. Please insert Disc 1."
18,WmemMsgTbl,"The file that has been loaded is a file from
Disc 2. Please insert Disc 2.","The file that has been loaded is a file from
Disc 2. Please insert Disc 2.","The file that has been loaded is a file from
Disc 2. Please insert Disc 2.","The file that has been loaded is a file from
Disc 2. Please insert Disc 2."
19,WmemMsgTbl,"The disc that you have inserted is not Disc 1.
Please insert Disc 1.","The disc that you have inserted is not Disc 1.
Please insert Disc 1.","The disc that you have inserted is not Disc 1.
Please insert Disc 1.","The disc that you have inserted is not Disc 1.
Please insert Disc 1."
20,WmemMsgTbl,"The disc that you have inserted is not Disc 2.
Please insert Disc 2.","The disc that you have inserted is not Disc 2.
Please insert Disc 2.","The disc that you have inserted is not Disc 2.
Please insert Disc 2.","The disc that you have inserted is not Disc 2.
Please insert Disc 2."
21,WmemMsgTbl,"No disc found.
Please insert Disc 1.","No disc found.
Please insert Disc 1.","No disc found.
Please insert Disc 1.","No disc found.
Please insert Disc 1."
22,WmemMsgTbl,"No disc found.
Please insert Disc 2.","No disc found.
Please insert Disc 2.","No disc found.
Please insert Disc 2.","No disc found.
Please insert Disc 2."
23,WmemMsgTbl,Download file found.,Download file found.,Download file found.,Download file found.
24,WmemMsgTbl,"Implement download data in this save file?
(Download data will be erased afterwards.)","Implement download data in this save file?
(Download data will be erased afterwards.)","Implement download data in this save file?
(Download data will be erased afterwards.)","Implement download data in this save file?
(Download data will be erased afterwards.)"
25,WmemMsgTbl,"Now reading the download file. Please do not
remove your VMU.","Now reading the download file. Please do not
remove your VMU.","Now reading the download file. Please do not
remove your VMU.","Now reading the download file. Please do not
remove your VMU."
26,WmemMsgTbl,This file cannot be used.,This file cannot be used.,This file cannot be used.,This file cannot be used.
27,WmemMsgTbl,No Save Data Found,No Save Data Found,No Save Data Found,No Save Data Found
28,WmemMsgTbl,"Would you like to change your VMU icon to that
of Skies of Arcadia?","Would you like to change your VMU icon to that
of Skies of Arcadia?","Would you like to change your VMU icon to that
of Skies of Arcadia?","Would you like to change your VMU icon to that
of Skies of Arcadia?"
29,WmemMsgTbl,"The VMU icon has been changed to that of
Skies of Arcadia.","The VMU icon has been changed to that of
Skies of Arcadia.","The VMU icon has been changed to that of
Skies of Arcadia.","The VMU icon has been changed to that of
Skies of Arcadia."
30,WmemMsgTbl,Please insert a disc and close the disc drive.,Please insert a disc and close the disc drive.,Please insert a disc and close the disc drive.,Please insert a disc and close the disc drive.
31,WmemMsgTbl,Now checking disc.,Now checking disc.,Now checking disc.,Now checking disc.
32,WmemMsgTbl,"This is not Disc 1.
Please insert Disc 1.","This is not Disc 1.
Please insert Disc 1.","This is not Disc 1.
Please insert Disc 1.","This is not Disc 1.
Please insert Disc 1."
33,WmemMsgTbl,"This is not Disc 2.
Please insert Disc 2.","This is not Disc 2.
Please insert Disc 2.","This is not Disc 2.
Please insert Disc 2.","This is not Disc 2.
Please insert Disc 2."
34,WmemMsgTbl,"Now initiating all download files in the
save game that you have selected.","Now initiating all download files in the
save game that you have selected.","Now initiating all download files in the
save game that you have selected.","Now initiating all download files in the
save game that you have selected."
35,WmemMsgTbl,Could not implement downloaded data.,Could not implement downloaded data.,Could not implement downloaded data.,Could not implement downloaded data.
36,WmemMsgTbl,"Now loading. Please do not turn the power off
or remove the memory card.","Now loading. Please do not turn the power off
or remove the memory card.","Now loading. Please do not turn the power off
or remove the memory card.","Now loading. Please do not turn the power off
or remove the memory card."
37,WmemMsgTbl,"There is no VMU currently in the Player 1
controller.","There is no VMU currently in the Player 1
controller.","There is no VMU currently in the Player 1
controller.","There is no VMU currently in the Player 1
controller."
38,WmemMsgTbl,"In order to save this game, a VMU with 27 blocks
of free memory in the 1P controller is required.","In order to save this game, a VMU with 27 blocks
of free memory in the 1P controller is required.","In order to save this game, a VMU with 27 blocks
of free memory in the 1P controller is required.","In order to save this game, a VMU with 27 blocks
of free memory in the 1P controller is required."
39,WmemMsgTbl,Unable to load properly.,Unable to load properly.,Unable to load properly.,Unable to load properly.
40,WmemMsgTbl,"Unable to successfully change the VMU icon to
that of Skies of Arcadia.","Unable to successfully change the VMU icon to
that of Skies of Arcadia.","Unable to successfully change the VMU icon to
that of Skies of Arcadia.","Unable to successfully change the VMU icon to
that of Skies of Arcadia."
0,savecommentTbl,Arcadia   Valuan Battleship Room,Arcadia   Valuan Battleship Room,Arcadia   Valuan Battleship Room,Arcadia   Valuan Battleship Room
1,savecommentTbl,Arcadia      Pirate Isle Village,Arcadia      Pirate Isle Village,Arcadia      Pirate Isle Village,Arcadia      Pirate Isle Village
2,savecommentTbl,Arcadia  Pirate Isle Underground,Arcadia  Pirate Isle Underground,Arcadia  Pirate Isle Underground,Arcadia  Pirate Isle Underground
3,savecommentTbl,Arcadia    Shrine Island Landing,Arcadia    Shrine Island Landing,Arcadia    Shrine Island Landing,Arcadia    Shrine Island Landing
4,savecommentTbl,Arcadia    Shrine Island Walkway,Arcadia    Shrine Island Walkway,Arcadia    Shrine Island Walkway,Arcadia    Shrine Island Walkway
5,savecommentTbl,Arcadia      Sailors' Island Inn,Arcadia      Sailors' Island Inn,Arcadia      Sailors' Island Inn,Arcadia      Sailors' Island Inn
6,savecommentTbl,Arcadia      Grand Fortress Gate,Arcadia      Grand Fortress Gate,Arcadia      Grand Fortress Gate,Arcadia      Grand Fortress Gate
7,savecommentTbl,Arcadia    Grand Fortress Inside,Arcadia    Grand Fortress Inside,Arcadia    Grand Fortress Inside,Arcadia    Grand Fortress Inside
8,savecommentTbl,Arcadia           Lower City Inn,Arcadia           Lower City Inn,Arcadia           Lower City Inn,Arcadia           Lower City Inn
9,savecommentTbl,Arcadia         Catacombs Inside,Arcadia         Catacombs Inside,Arcadia         Catacombs Inside,Arcadia         Catacombs Inside
10,savecommentTbl,Arcadia         Upper City Plaza,Arcadia         Upper City Plaza,Arcadia         Upper City Plaza,Arcadia         Upper City Plaza
11,savecommentTbl,Arcadia              Maramba Inn,Arcadia              Maramba Inn,Arcadia              Maramba Inn,Arcadia              Maramba Inn
12,savecommentTbl,Arcadia          Pyrynn Entrance,Arcadia          Pyrynn Entrance,Arcadia          Pyrynn Entrance,Arcadia          Pyrynn Entrance
13,savecommentTbl,Arcadia     Pyrynn Magma Walkway,Arcadia     Pyrynn Magma Walkway,Arcadia     Pyrynn Magma Walkway,Arcadia     Pyrynn Magma Walkway
14,savecommentTbl,Arcadia         Horteka Entrance,Arcadia         Horteka Entrance,Arcadia         Horteka Entrance,Arcadia         Horteka Entrance
15,savecommentTbl,Arcadia      Horteka Elder's Hut,Arcadia      Horteka Elder's Hut,Arcadia      Horteka Elder's Hut,Arcadia      Horteka Elder's Hut
16,savecommentTbl,Arcadia Moon Stone Mtn. Entrance,Arcadia Moon Stone Mtn. Entrance,Arcadia Moon Stone Mtn. Entrance,Arcadia Moon Stone Mtn. Entrance
17,savecommentTbl,Arcadia   Moon Stone Mtn. Tunnel,Arcadia   Moon Stone Mtn. Tunnel,Arcadia   Moon Stone Mtn. Tunnel,Arcadia   Moon Stone Mtn. Tunnel
18,savecommentTbl,Arcadia           Rixis Entrance,Arcadia           Rixis Entrance,Arcadia           Rixis Entrance,Arcadia           Rixis Entrance
19,savecommentTbl,Arcadia     Rixis Outside Temple,Arcadia     Rixis Outside Temple,Arcadia     Rixis Outside Temple,Arcadia     Rixis Outside Temple
20,savecommentTbl,Arcadia          Deserted Island,Arcadia          Deserted Island,Arcadia          Deserted Island,Arcadia          Deserted Island
21,savecommentTbl,Arcadia               Nasrad Inn,Arcadia               Nasrad Inn,Arcadia               Nasrad Inn,Arcadia               Nasrad Inn
22,savecommentTbl,Arcadia   Daccat's Island Inside,Arcadia   Daccat's Island Inside,Arcadia   Daccat's Island Inside,Arcadia   Daccat's Island Inside
23,savecommentTbl,Arcadia   Daccat's Island Inside,Arcadia   Daccat's Island Inside,Arcadia   Daccat's Island Inside,Arcadia   Daccat's Island Inside
24,savecommentTbl,Arcadia            Esparanza Inn,Arcadia            Esparanza Inn,Arcadia            Esparanza Inn,Arcadia            Esparanza Inn
25,savecommentTbl,Arcadia       Dark Rift Entrance,Arcadia       Dark Rift Entrance,Arcadia       Dark Rift Entrance,Arcadia       Dark Rift Entrance
26,savecommentTbl,Arcadia         Dark Rift Inside,Arcadia         Dark Rift Inside,Arcadia         Dark Rift Inside,Arcadia         Dark Rift Inside
27,savecommentTbl,Arcadia            Yafutoma Port,Arcadia            Yafutoma Port,Arcadia            Yafutoma Port,Arcadia            Yafutoma Port
28,savecommentTbl,Arcadia     Yafutoma Guest House,Arcadia     Yafutoma Guest House,Arcadia     Yafutoma Guest House,Arcadia     Yafutoma Guest House
29,savecommentTbl,Arcadia          Mtn. Kazai Lake,Arcadia          Mtn. Kazai Lake,Arcadia          Mtn. Kazai Lake,Arcadia          Mtn. Kazai Lake
30,savecommentTbl,Arcadia             Exile Island,Arcadia             Exile Island,Arcadia             Exile Island,Arcadia             Exile Island
31,savecommentTbl,Arcadia            Tenkou Island,Arcadia            Tenkou Island,Arcadia            Tenkou Island,Arcadia            Tenkou Island
32,savecommentTbl,Arcadia    Crescent Isle Village,Arcadia    Crescent Isle Village,Arcadia    Crescent Isle Village,Arcadia    Crescent Isle Village
33,savecommentTbl,Arcadia       Crescent Isle Port,Arcadia       Crescent Isle Port,Arcadia       Crescent Isle Port,Arcadia       Crescent Isle Port
34,savecommentTbl,Arcadia            Glacia Inside,Arcadia            Glacia Inside,Arcadia            Glacia Inside,Arcadia            Glacia Inside
35,savecommentTbl,Arcadia   Maw of Tartas Entrance,Arcadia   Maw of Tartas Entrance,Arcadia   Maw of Tartas Entrance,Arcadia   Maw of Tartas Entrance
36,savecommentTbl,Arcadia  Dangral Island Air Duct,Arcadia  Dangral Island Air Duct,Arcadia  Dangral Island Air Duct,Arcadia  Dangral Island Air Duct
37,savecommentTbl,Arcadia         Above the Vortex,Arcadia         Above the Vortex,Arcadia         Above the Vortex,Arcadia         Above the Vortex
38,savecommentTbl,Arcadia      Great Silver Shrine,Arcadia      Great Silver Shrine,Arcadia      Great Silver Shrine,Arcadia      Great Silver Shrine
39,savecommentTbl,Arcadia    Galcian's Ship Engine,Arcadia    Galcian's Ship Engine,Arcadia    Galcian's Ship Engine,Arcadia    Galcian's Ship Engine
40,savecommentTbl,Arcadia                   Soltis,Arcadia                   Soltis,Arcadia                   Soltis,Arcadia                   Soltis
41,savecommentTbl,Arcadia     Mount Kazai Entrance,Arcadia     Mount Kazai Entrance,Arcadia     Mount Kazai Entrance,Arcadia     Mount Kazai Entrance
42,savecommentTbl,Arcadia Dangral Below the Clouds,Arcadia Dangral Below the Clouds,Arcadia Dangral Below the Clouds,Arcadia Dangral Below the Clouds
43,savecommentTbl,Arcadia  Galcian's Ship Entrance,Arcadia  Galcian's Ship Entrance,Arcadia  Galcian's Ship Entrance,Arcadia  Galcian's Ship Entrance
44,savecommentTbl,Arcadia          Lower City Port,Arcadia          Lower City Port,Arcadia          Lower City Port,Arcadia          Lower City Port
45,savecommentTbl,Arcadia             Maramba Port,Arcadia             Maramba Port,Arcadia             Maramba Port,Arcadia             Maramba Port
46,savecommentTbl,Arcadia           Esparanza Port,Arcadia           Esparanza Port,Arcadia           Esparanza Port,Arcadia           Esparanza Port
47,savecommentTbl,Arcadia              Nasrad Port,Arcadia              Nasrad Port,Arcadia              Nasrad Port,Arcadia              Nasrad Port
48,savecommentTbl,Arcadia            Maw of Tartas,Arcadia            Maw of Tartas,Arcadia            Maw of Tartas,Arcadia            Maw of Tartas
49,savecommentTbl,Arcadia      Grand Fortress Jail,Arcadia      Grand Fortress Jail,Arcadia      Grand Fortress Jail,Arcadia      Grand Fortress Jail
50,savecommentTbl,Arcadia                  DUMMY50,Arcadia                  DUMMY50,Arcadia                  DUMMY50,Arcadia                  DUMMY50
51,savecommentTbl,Arcadia                  DUMMY51,Arcadia                  DUMMY51,Arcadia                  DUMMY51,Arcadia                  DUMMY51
52,savecommentTbl,Arcadia                  DUMMY52,Arcadia                  DUMMY52,Arcadia                  DUMMY52,Arcadia                  DUMMY52
53,savecommentTbl,Arcadia                  DUMMY53,Arcadia                  DUMMY53,Arcadia                  DUMMY53,Arcadia                  DUMMY53
54,savecommentTbl,Arcadia                  DUMMY54,Arcadia                  DUMMY54,Arcadia                  DUMMY54,Arcadia                  DUMMY54
55,savecommentTbl,Arcadia                  DUMMY55,Arcadia                  DUMMY55,Arcadia                  DUMMY55,Arcadia                  DUMMY55
56,savecommentTbl,Arcadia                  DUMMY56,Arcadia                  DUMMY56,Arcadia                  DUMMY56,Arcadia                  DUMMY56
57,savecommentTbl,Arcadia                  DUMMY57,Arcadia                  DUMMY57,Arcadia                  DUMMY57,Arcadia                  DUMMY57
58,savecommentTbl,Arcadia                  DUMMY58,Arcadia                  DUMMY58,Arcadia                  DUMMY58,Arcadia                  DUMMY58
59,savecommentTbl,Arcadia               Disc 1 End,Arcadia               Disc 1 End,Arcadia               Disc 1 End,Arcadia               Disc 1 End
60,savecommentTbl,Arcadia                Mid Ocean,Arcadia                Mid Ocean,Arcadia                Mid Ocean,Arcadia                Mid Ocean
61,savecommentTbl,Arcadia              South Ocean,Arcadia              South Ocean,Arcadia              South Ocean,Arcadia              South Ocean
62,savecommentTbl,Arcadia              North Ocean,Arcadia              North Ocean,Arcadia              North Ocean,Arcadia              North Ocean
63,savecommentTbl,Arcadia          Valuan Airspace,Arcadia          Valuan Airspace,Arcadia          Valuan Airspace,Arcadia          Valuan Airspace
64,savecommentTbl,Arcadia            Nasr Airspace,Arcadia            Nasr Airspace,Arcadia            Nasr Airspace,Arcadia            Nasr Airspace
65,savecommentTbl,Arcadia        Ixa'taka Airspace,Arcadia        Ixa'taka Airspace,Arcadia        Ixa'taka Airspace,Arcadia        Ixa'taka Airspace
66,savecommentTbl,Arcadia        Lands of Ice Area,Arcadia        Lands of Ice Area,Arcadia        Lands of Ice Area,Arcadia        Lands of Ice Area
67,savecommentTbl,Arcadia          Soltis Airspace,Arcadia          Soltis Airspace,Arcadia          Soltis Airspace,Arcadia          Soltis Airspace
68,savecommentTbl,Arcadia        Yafutoma Airspace,Arcadia        Yafutoma Airspace,Arcadia        Yafutoma Airspace,Arcadia        Yafutoma Airspace
69,savecommentTbl,Arcadia            the Dark Rift,Arcadia            the Dark Rift,Arcadia            the Dark Rift,Arcadia            the Dark Rift
70,savecommentTbl,Arcadia             Cape Victory,Arcadia             Cape Victory,Arcadia             Cape Victory,Arcadia             Cape Victory
71,savecommentTbl,Arcadia         Above the Vortex,Arcadia         Above the Vortex,Arcadia         Above the Vortex,Arcadia         Above the Vortex
72,savecommentTbl,Arcadia      South Dannel Strait,Arcadia      South Dannel Strait,Arcadia      South Dannel Strait,Arcadia      South Dannel Strait
73,savecommentTbl,Arcadia      North Dannel Strait,Arcadia      North Dannel Strait,Arcadia      North Dannel Strait,Arcadia      North Dannel Strait
74,savecommentTbl,Arcadia           Frontier Lands,Arcadia           Frontier Lands,Arcadia           Frontier Lands,Arcadia           Frontier Lands
0,shopDataBaseTbl,Zack's Weapons,Zack's Weapons,Zack's Weapons,Zack's Weapons
1,shopDataBaseTbl,Erinn's Items,Erinn's Items,Erinn's Items,Erinn's Items
2,shopDataBaseTbl,Bonita's Items,Bonita's Items,Bonita's Items,Bonita's Items
3,shopDataBaseTbl,Bonita's Items,Bonita's Items,Bonita's Items,Bonita's Items
4,shopDataBaseTbl,Bonita's Items,Bonita's Items,Bonita's Items,Bonita's Items
5,shopDataBaseTbl,Bonita's Items,Bonita's Items,Bonita's Items,Bonita's Items
6,shopDataBaseTbl,Lor's Ship Parts,Lor's Ship Parts,Lor's Ship Parts,Lor's Ship Parts
7,shopDataBaseTbl,Lor's Ship Parts,Lor's Ship Parts,Lor's Ship Parts,Lor's Ship Parts
8,shopDataBaseTbl,Roscoe's Weapons,Roscoe's Weapons,Roscoe's Weapons,Roscoe's Weapons
9,shopDataBaseTbl,Roscoe's Weapons,Roscoe's Weapons,Roscoe's Weapons,Roscoe's Weapons
10,shopDataBaseTbl,Roscoe's Weapons,Roscoe's Weapons,Roscoe's Weapons,Roscoe's Weapons
11,shopDataBaseTbl,Roscoe's Weapons,Roscoe's Weapons,Roscoe's Weapons,Roscoe's Weapons
12,shopDataBaseTbl,Mystery Merchant,Mystery Merchant,Mystery Merchant,Mystery Merchant
13,shopDataBaseTbl,Arms Distributor,Arms Distributor,Arms Distributor,Arms Distributor
14,shopDataBaseTbl,Item Distributor,Item Distributor,Item Distributor,Item Distributor
15,shopDataBaseTbl,Quemal's Weapons,Quemal's Weapons,Quemal's Weapons,Quemal's Weapons
16,shopDataBaseTbl,Vala's Item Shop,Vala's Item Shop,Vala's Item Shop,Vala's Item Shop
17,shopDataBaseTbl,Dak's Ship Parts,Dak's Ship Parts,Dak's Ship Parts,Dak's Ship Parts
18,shopDataBaseTbl,Mystery Merchant,Mystery Merchant,Mystery Merchant,Mystery Merchant
19,shopDataBaseTbl,Puck's War Shop,Puck's War Shop,Puck's War Shop,Puck's War Shop
20,shopDataBaseTbl,Kiski's Items,Kiski's Items,Kiski's Items,Kiski's Items
21,shopDataBaseTbl,Khazim's Store,Khazim's Store,Khazim's Store,Khazim's Store
22,shopDataBaseTbl,Ryu-kan's Forge,Ryu-kan's Forge,Ryu-kan's Forge,Ryu-kan's Forge
23,shopDataBaseTbl,Ryu-kan's Forge,Ryu-kan's Forge,Ryu-kan's Forge,Ryu-kan's Forge
24,shopDataBaseTbl,Osman's Store,Osman's Store,Osman's Store,Osman's Store
25,shopDataBaseTbl,Osman's Store,Osman's Store,Osman's Store,Osman's Store
26,shopDataBaseTbl,Ilchymis' Lab,Ilchymis' Lab,Ilchymis' Lab,Ilchymis' Lab
27,shopDataBaseTbl,Ilchymis' Lab,Ilchymis' Lab,Ilchymis' Lab,Ilchymis' Lab
28,shopDataBaseTbl,Alaz's Weapons,Alaz's Weapons,Alaz's Weapons,Alaz's Weapons
29,shopDataBaseTbl,Karah's Items,Karah's Items,Karah's Items,Karah's Items
30,shopDataBaseTbl,Ral's Ship Parts,Ral's Ship Parts,Ral's Ship Parts,Ral's Ship Parts
31,shopDataBaseTbl,Bazra's Weapons,Bazra's Weapons,Bazra's Weapons,Bazra's Weapons
32,shopDataBaseTbl,Bazra's Weapons,Bazra's Weapons,Bazra's Weapons,Bazra's Weapons
33,shopDataBaseTbl,Mystery Merchant,Mystery Merchant,Mystery Merchant,Mystery Merchant
34,shopDataBaseTbl,Desert Merchant,Desert Merchant,Desert Merchant,Desert Merchant
35,shopDataBaseTbl,Kan's Ship Parts,Kan's Ship Parts,Kan's Ship Parts,Kan's Ship Parts
