Entry ID,[Filter],[EC ID],[JP EC Name],[EU EC Name],Type ID,[Type Name],Task ID,[Task Name],Param ID,[Param Name]
9,*,53,ニャカラガ,Nairad,0,Branch,24,Rating 40%,15,Go to 15
10,*,53,ニャカラガ,Nairad,0,Branch,22,Rating 20%,16,Go to 16
11,*,53,ニャカラガ,Nairad,0,Branch,24,Rating 40%,18,Go to 18
12,*,53,ニャカラガ,Nairad,0,Branch,30,Always,19,Go to 19
13,*,53,ニャカラガ,Nairad,0,Branch,25,Rating 50%,15,Go to 15
14,*,53,ニャカラガ,Nairad,0,Branch,30,Always,19,Go to 19
15,*,53,ニャカラガ,Nairad,1,Action,550,Attack,2,Random PC
16,*,53,ニャカラガ,Nairad,1,Action,551,Guard,-1,None
17,*,53,ニャカラガ,Nairad,1,Action,552,Run,-1,None
18,*,53,ニャカラガ,Nairad,1,Action,501,Incremus,-1,None
19,*,53,ニャカラガ,Nairad,1,Action,52,Stone Ooze,13,PC w/o Stone
1,*,54,カネヅル,Kanezl,0,Branch,45,1st PC ΔLevel > 7,3,Go to 3
2,*,54,カネヅル,Kanezl,0,Branch,30,Always,4,Go to 4
3,*,54,カネヅル,Kanezl,0,Branch,30,Always,23,Go to 23
4,*,54,カネヅル,Kanezl,0,Branch,44,1st PC ΔLevel > 3,6,Go to 6
5,*,54,カネヅル,Kanezl,0,Branch,30,Always,7,Go to 7
6,*,54,カネヅル,Kanezl,0,Branch,25,Rating 50%,23,Go to 23
7,*,54,カネヅル,Kanezl,0,Branch,31,Used Sacri Spells ≥ 1,14,Go to 14
8,*,54,カネヅル,Kanezl,0,Branch,39,Any EC HP < 25%,11,Go to 11
9,*,54,カネヅル,Kanezl,0,Branch,38,Any EC HP < 50%,12,Go to 12
10,*,54,カネヅル,Kanezl,0,Branch,30,Always,14,Go to 14
11,*,54,カネヅル,Kanezl,0,Branch,24,Rating 40%,24,Go to 24
12,*,54,カネヅル,Kanezl,0,Branch,24,Rating 40%,24,Go to 24
13,*,54,カネヅル,Kanezl,0,Branch,30,Always,27,Go to 27
14,*,54,カネヅル,Kanezl,0,Branch,11,Turn 1,16,Go to 16
15,*,54,カネヅル,Kanezl,0,Branch,24,Rating 40%,23,Go to 23
16,*,54,カネヅル,Kanezl,0,Branch,23,Rating 30%,21,Go to 21
17,*,54,カネヅル,Kanezl,0,Branch,23,Rating 30%,22,Go to 22
18,*,54,カネヅル,Kanezl,0,Branch,24,Rating 40%,25,Go to 25
19,*,54,カネヅル,Kanezl,0,Branch,26,Rating 60%,26,Go to 26
20,*,54,カネヅル,Kanezl,0,Branch,30,Always,28,Go to 28
21,*,54,カネヅル,Kanezl,1,Action,550,Attack,2,Random PC
22,*,54,カネヅル,Kanezl,1,Action,551,Guard,-1,None
23,*,54,カネヅル,Kanezl,1,Action,552,Run,-1,None
24,*,54,カネヅル,Kanezl,1,Action,508,Sacrum,-1,None
25,*,54,カネヅル,Kanezl,1,Action,39,Lightning Strike,2,Random PC
26,*,54,カネヅル,Kanezl,1,Action,49,Call Allies,-1,None
27,*,54,カネヅル,Kanezl,1,Action,100,Magic?,-1,None
28,*,54,カネヅル,Kanezl,1,Action,113,Call Allies,-1,None
1,*,55,メメゾーレ,Mantoid,0,Branch,34,Used Attack Spells ≥ 2,3,Go to 3
2,*,55,メメゾーレ,Mantoid,0,Branch,22,Rating 20%,7,Go to 7
3,*,55,メメゾーレ,Mantoid,0,Branch,26,Rating 60%,6,Go to 6
4,*,55,メメゾーレ,Mantoid,0,Branch,28,Rating 80%,8,Go to 8
5,*,55,メメゾーレ,Mantoid,0,Branch,30,Always,9,Go to 9
6,*,55,メメゾーレ,Mantoid,1,Action,550,Attack,2,Random PC
7,*,55,メメゾーレ,Mantoid,1,Action,525,Pyrum,-1,None
8,*,55,メメゾーレ,Mantoid,1,Action,40,Terrible Bite,1,Same PC
9,*,55,メメゾーレ,Mantoid,1,Action,551,Guard,-1,None
1,*,56,ヒュドラ煌兵,Sorcerer,0,Branch,51,Used Focus?,18,Go to 18
2,*,56,ヒュドラ煌兵,Sorcerer,0,Branch,11,Turn 1,5,Go to 5
3,*,56,ヒュドラ煌兵,Sorcerer,0,Branch,12,Turn 2,5,Go to 5
4,*,56,ヒュドラ煌兵,Sorcerer,0,Branch,30,Always,12,Go to 12
5,*,56,ヒュドラ煌兵,Sorcerer,0,Branch,35,Used State Spells ≥ 1,7,Go to 7
6,*,56,ヒュドラ煌兵,Sorcerer,0,Branch,23,Rating 30%,22,Go to 22
7,*,56,ヒュドラ煌兵,Sorcerer,0,Branch,21,Rating 10%,27,Go to 27
8,*,56,ヒュドラ煌兵,Sorcerer,0,Branch,21,Rating 10%,20,Go to 20
9,*,56,ヒュドラ煌兵,Sorcerer,0,Branch,21,Rating 10%,21,Go to 21
10,*,56,ヒュドラ煌兵,Sorcerer,0,Branch,25,Rating 50%,25,Go to 25
11,*,56,ヒュドラ煌兵,Sorcerer,0,Branch,30,Always,26,Go to 26
12,*,56,ヒュドラ煌兵,Sorcerer,0,Branch,31,Used Sacri Spells ≥ 1,7,Go to 7
13,*,56,ヒュドラ煌兵,Sorcerer,0,Branch,1,HP < 50%,16,Go to 16
14,*,56,ヒュドラ煌兵,Sorcerer,0,Branch,39,Any EC HP < 25%,16,Go to 16
15,*,56,ヒュドラ煌兵,Sorcerer,0,Branch,30,Always,7,Go to 7
16,*,56,ヒュドラ煌兵,Sorcerer,0,Branch,24,Rating 40%,23,Go to 23
17,*,56,ヒュドラ煌兵,Sorcerer,0,Branch,30,Always,7,Go to 7
18,*,56,ヒュドラ煌兵,Sorcerer,0,Branch,26,Rating 60%,24,Go to 24
19,*,56,ヒュドラ煌兵,Sorcerer,0,Branch,30,Always,7,Go to 7
20,*,56,ヒュドラ煌兵,Sorcerer,1,Action,550,Attack,1,Same PC
21,*,56,ヒュドラ煌兵,Sorcerer,1,Action,551,Guard,-1,None
22,*,56,ヒュドラ煌兵,Sorcerer,1,Action,502,Sylenis,15,PC w/o Silence
23,*,56,ヒュドラ煌兵,Sorcerer,1,Action,507,Sacres,7,EC w/ Least HP
24,*,56,ヒュドラ煌兵,Sorcerer,1,Action,518,Eternes,2,Random PC
25,*,56,ヒュドラ煌兵,Sorcerer,1,Action,529,Crystalen,2,Random PC
26,*,56,ヒュドラ煌兵,Sorcerer,1,Action,535,Electrulen,2,Random PC
27,*,56,ヒュドラ煌兵,Sorcerer,1,Action,37,Focus,-1,None
1,*,57,イラブ,Slithar,0,Branch,33,Used Attack Spells ≥ 1,5,Go to 5
2,*,57,イラブ,Slithar,0,Branch,26,Rating 60%,9,Go to 9
3,*,57,イラブ,Slithar,0,Branch,28,Rating 80%,10,Go to 10
4,*,57,イラブ,Slithar,0,Branch,30,Always,13,Go to 13
5,*,57,イラブ,Slithar,0,Branch,26,Rating 60%,9,Go to 9
6,*,57,イラブ,Slithar,0,Branch,25,Rating 50%,11,Go to 11
7,*,57,イラブ,Slithar,0,Branch,25,Rating 50%,13,Go to 13
8,*,57,イラブ,Slithar,0,Branch,30,Always,12,Go to 12
9,*,57,イラブ,Slithar,1,Action,550,Attack,2,Random PC
10,*,57,イラブ,Slithar,1,Action,525,Pyrum,-1,None
11,*,57,イラブ,Slithar,1,Action,100,Magic?,-1,None
12,*,57,イラブ,Slithar,1,Action,552,Run,-1,None
13,*,57,イラブ,Slithar,1,Action,551,Guard,-1,None
1,*,58,ゴーヤエルモ,Golooper,0,Branch,1,HP < 50%,9,Go to 9
2,*,58,ゴーヤエルモ,Golooper,0,Branch,25,Rating 50%,9,Go to 9
3,*,58,ゴーヤエルモ,Golooper,0,Branch,24,Rating 40%,7,Go to 7
4,*,58,ゴーヤエルモ,Golooper,0,Branch,23,Rating 30%,8,Go to 8
5,*,58,ゴーヤエルモ,Golooper,0,Branch,35,Used State Spells ≥ 1,11,Go to 11
6,*,58,ゴーヤエルモ,Golooper,0,Branch,30,Always,10,Go to 10
7,*,58,ゴーヤエルモ,Golooper,1,Action,550,Attack,2,Random PC
8,*,58,ゴーヤエルモ,Golooper,1,Action,551,Guard,-1,None
9,*,58,ゴーヤエルモ,Golooper,1,Action,552,Run,-1,None
10,*,58,ゴーヤエルモ,Golooper,1,Action,512,Slipara,-1,None
11,*,58,ゴーヤエルモ,Golooper,1,Action,100,Magic?,-1,None
1,*,59,ナマトヌカ,Alusphere,0,Branch,11,Turn 1,4,Go to 4
2,*,59,ナマトヌカ,Alusphere,0,Branch,12,Turn 2,5,Go to 5
3,*,59,ナマトヌカ,Alusphere,0,Branch,30,Always,6,Go to 6
4,*,59,ナマトヌカ,Alusphere,0,Branch,22,Rating 20%,9,Go to 9
5,*,59,ナマトヌカ,Alusphere,0,Branch,22,Rating 20%,9,Go to 9
6,*,59,ナマトヌカ,Alusphere,0,Branch,21,Rating 10%,8,Go to 8
7,*,59,ナマトヌカ,Alusphere,1,Action,550,Attack,13,PC w/o Stone
8,*,59,ナマトヌカ,Alusphere,1,Action,551,Guard,-1,None
9,*,59,ナマトヌカ,Alusphere,1,Action,44,Drain,17,PC w/o Weak
1,*,60,モノノフ,Mereo,0,Branch,23,Rating 30%,6,Go to 6
2,*,60,モノノフ,Mereo,0,Branch,23,Rating 30%,5,Go to 5
3,*,60,モノノフ,Mereo,0,Branch,21,Rating 10%,7,Go to 7
4,*,60,モノノフ,Mereo,1,Action,550,Attack,2,Random PC
5,*,60,モノノフ,Mereo,1,Action,21,Counter Stance,-1,None
6,*,60,モノノフ,Mereo,1,Action,250,Wind Slash,2,Random PC
7,*,60,モノノフ,Mereo,1,Action,551,Guard,-1,None
1,*,61,ヴィヒム,Delzool,0,Branch,44,1st PC ΔLevel > 3,3,Go to 3
2,*,61,ヴィヒム,Delzool,0,Branch,30,Always,4,Go to 4
3,*,61,ヴィヒム,Delzool,0,Branch,26,Rating 60%,17,Go to 17
4,*,61,ヴィヒム,Delzool,0,Branch,2,HP < 25%,6,Go to 6
5,*,61,ヴィヒム,Delzool,0,Branch,30,Always,7,Go to 7
6,*,61,ヴィヒム,Delzool,0,Branch,29,Rating 90%,18,Go to 18
7,*,61,ヴィヒム,Delzool,0,Branch,1,HP < 50%,9,Go to 9
8,*,61,ヴィヒム,Delzool,0,Branch,30,Always,10,Go to 10
9,*,61,ヴィヒム,Delzool,0,Branch,26,Rating 60%,18,Go to 18
10,*,61,ヴィヒム,Delzool,0,Branch,35,Used State Spells ≥ 1,12,Go to 12
11,*,61,ヴィヒム,Delzool,0,Branch,24,Rating 40%,19,Go to 19
12,*,61,ヴィヒム,Delzool,0,Branch,23,Rating 30%,18,Go to 18
13,*,61,ヴィヒム,Delzool,0,Branch,27,Rating 70%,16,Go to 16
14,*,61,ヴィヒム,Delzool,0,Branch,26,Rating 60%,20,Go to 20
15,*,61,ヴィヒム,Delzool,0,Branch,30,Always,17,Go to 17
16,*,61,ヴィヒム,Delzool,1,Action,550,Attack,2,Random PC
17,*,61,ヴィヒム,Delzool,1,Action,552,Run,-1,None
18,*,61,ヴィヒム,Delzool,1,Action,270,Self-destruct,-1,None
19,*,61,ヴィヒム,Delzool,1,Action,518,Eternes,1,Same PC
20,*,61,ヴィヒム,Delzool,1,Action,100,Magic?,-1,None
1,*,62,ヒュドラ将兵,Defensor,0,Branch,5,Got Hit by Spell?,12,Go to 12
2,*,62,ヒュドラ将兵,Defensor,0,Branch,38,Any EC HP < 50%,8,Go to 8
3,*,62,ヒュドラ将兵,Defensor,0,Branch,25,Rating 50%,15,Go to 15
4,*,62,ヒュドラ将兵,Defensor,0,Branch,24,Rating 40%,17,Go to 17
5,*,62,ヒュドラ将兵,Defensor,0,Branch,25,Rating 50%,18,Go to 18
6,*,62,ヒュドラ将兵,Defensor,0,Branch,28,Rating 80%,19,Go to 19
7,*,62,ヒュドラ将兵,Defensor,0,Branch,30,Always,16,Go to 16
8,*,62,ヒュドラ将兵,Defensor,0,Branch,23,Rating 30%,18,Go to 18
9,*,62,ヒュドラ将兵,Defensor,0,Branch,24,Rating 40%,17,Go to 17
10,*,62,ヒュドラ将兵,Defensor,0,Branch,31,Used Sacri Spells ≥ 1,12,Go to 12
11,*,62,ヒュドラ将兵,Defensor,0,Branch,30,Always,16,Go to 16
12,*,62,ヒュドラ将兵,Defensor,0,Branch,24,Rating 40%,15,Go to 15
13,*,62,ヒュドラ将兵,Defensor,0,Branch,25,Rating 50%,17,Go to 17
14,*,62,ヒュドラ将兵,Defensor,0,Branch,30,Always,18,Go to 18
15,*,62,ヒュドラ将兵,Defensor,1,Action,550,Attack,2,Random PC
16,*,62,ヒュドラ将兵,Defensor,1,Action,509,Sacrulen,7,EC w/ Least HP
17,*,62,ヒュドラ将兵,Defensor,1,Action,534,Electrum,2,Random PC
18,*,62,ヒュドラ将兵,Defensor,1,Action,19,Counter Stance,-1,None
19,*,62,ヒュドラ将兵,Defensor,1,Action,551,Guard,-1,None
1,*,63,シュリヌール,Ghrost,0,Branch,45,1st PC ΔLevel > 7,3,Go to 3
2,*,63,シュリヌール,Ghrost,0,Branch,30,Always,4,Go to 4
3,*,63,シュリヌール,Ghrost,0,Branch,28,Rating 80%,17,Go to 17
4,*,63,シュリヌール,Ghrost,0,Branch,44,1st PC ΔLevel > 3,6,Go to 6
5,*,63,シュリヌール,Ghrost,0,Branch,30,Always,7,Go to 7
6,*,63,シュリヌール,Ghrost,0,Branch,24,Rating 40%,17,Go to 17
7,*,63,シュリヌール,Ghrost,0,Branch,0,HP = 100%,10,Go to 10
8,*,63,シュリヌール,Ghrost,0,Branch,46,Used HP Absorbs ≥ 1,10,Go to 10
9,*,63,シュリヌール,Ghrost,0,Branch,29,Rating 90%,19,Go to 19
10,*,63,シュリヌール,Ghrost,0,Branch,34,Used Attack Spells ≥ 2,12,Go to 12
11,*,63,シュリヌール,Ghrost,0,Branch,23,Rating 30%,21,Go to 21
12,*,63,シュリヌール,Ghrost,0,Branch,22,Rating 20%,22,Go to 22
13,*,63,シュリヌール,Ghrost,0,Branch,23,Rating 30%,20,Go to 20
14,*,63,シュリヌール,Ghrost,0,Branch,21,Rating 10%,17,Go to 17
15,*,63,シュリヌール,Ghrost,0,Branch,21,Rating 10%,18,Go to 18
16,*,63,シュリヌール,Ghrost,1,Action,550,Attack,2,Random PC
17,*,63,シュリヌール,Ghrost,1,Action,552,Run,-1,None
18,*,63,シュリヌール,Ghrost,1,Action,551,Guard,-1,None
19,*,63,シュリヌール,Ghrost,1,Action,210,HP Absorb,3,PC w/ Most HP
20,*,63,シュリヌール,Ghrost,1,Action,510,Noxi,19,PC w/o Poison
21,*,63,シュリヌール,Ghrost,1,Action,511,Noxus,-1,None
22,*,63,シュリヌール,Ghrost,1,Action,100,Magic?,-1,None
1,*,64,デモンヌール,Graver,0,Branch,45,1st PC ΔLevel > 7,3,Go to 3
2,*,64,デモンヌール,Graver,0,Branch,30,Always,4,Go to 4
3,*,64,デモンヌール,Graver,0,Branch,28,Rating 80%,23,Go to 23
4,*,64,デモンヌール,Graver,0,Branch,44,1st PC ΔLevel > 3,6,Go to 6
5,*,64,デモンヌール,Graver,0,Branch,30,Always,7,Go to 7
6,*,64,デモンヌール,Graver,0,Branch,22,Rating 20%,23,Go to 23
7,*,64,デモンヌール,Graver,0,Branch,17,ECs Alive = 1,9,Go to 9
8,*,64,デモンヌール,Graver,0,Branch,30,Always,11,Go to 11
9,*,64,デモンヌール,Graver,0,Branch,35,Used State Spells ≥ 1,11,Go to 11
10,*,64,デモンヌール,Graver,0,Branch,25,Rating 50%,25,Go to 25
11,*,64,デモンヌール,Graver,0,Branch,0,HP = 100%,14,Go to 14
12,*,64,デモンヌール,Graver,0,Branch,46,Used HP Absorbs ≥ 1,14,Go to 14
13,*,64,デモンヌール,Graver,0,Branch,25,Rating 50%,24,Go to 24
14,*,64,デモンヌール,Graver,0,Branch,25,Rating 50%,21,Go to 21
15,*,64,デモンヌール,Graver,0,Branch,24,Rating 40%,22,Go to 22
16,*,64,デモンヌール,Graver,0,Branch,65,PCs Alive ≥ 4,18,Go to 18
17,*,64,デモンヌール,Graver,0,Branch,30,Always,26,Go to 26
18,*,64,デモンヌール,Graver,0,Branch,35,Used State Spells ≥ 1,26,Go to 26
19,*,64,デモンヌール,Graver,0,Branch,24,Rating 40%,25,Go to 25
20,*,64,デモンヌール,Graver,0,Branch,24,Rating 40%,26,Go to 26
21,*,64,デモンヌール,Graver,1,Action,550,Attack,2,Random PC
22,*,64,デモンヌール,Graver,1,Action,551,Guard,-1,None
23,*,64,デモンヌール,Graver,1,Action,552,Run,-1,None
24,*,64,デモンヌール,Graver,1,Action,210,HP Absorb,3,PC w/ Most HP
25,*,64,デモンヌール,Graver,1,Action,519,Eternum,2,Random PC
26,*,64,デモンヌール,Graver,1,Action,100,Magic?,-1,None
1,*,65,マウルティア,Shrilp,0,Branch,36,Used State Spells ≥ 2,7,Go to 7
2,*,65,マウルティア,Shrilp,0,Branch,11,Turn 1,5,Go to 5
3,*,65,マウルティア,Shrilp,0,Branch,12,Turn 2,5,Go to 5
4,*,65,マウルティア,Shrilp,0,Branch,30,Always,6,Go to 6
5,*,65,マウルティア,Shrilp,0,Branch,22,Rating 20%,17,Go to 17
6,*,65,マウルティア,Shrilp,0,Branch,21,Rating 10%,17,Go to 17
7,*,65,マウルティア,Shrilp,0,Branch,47,Used HP Absorbs ≥ 2,13,Go to 13
8,*,65,マウルティア,Shrilp,0,Branch,2,HP < 25%,11,Go to 11
9,*,65,マウルティア,Shrilp,0,Branch,0,HP = 100%,13,Go to 13
10,*,65,マウルティア,Shrilp,0,Branch,30,Always,12,Go to 12
11,*,65,マウルティア,Shrilp,0,Branch,24,Rating 40%,18,Go to 18
12,*,65,マウルティア,Shrilp,0,Branch,22,Rating 20%,18,Go to 18
13,*,65,マウルティア,Shrilp,0,Branch,28,Rating 80%,15,Go to 15
14,*,65,マウルティア,Shrilp,0,Branch,30,Always,16,Go to 16
15,*,65,マウルティア,Shrilp,1,Action,550,Attack,2,Random PC
16,*,65,マウルティア,Shrilp,1,Action,551,Guard,-1,None
17,*,65,マウルティア,Shrilp,1,Action,505,Drilnos,-1,None
18,*,65,マウルティア,Shrilp,1,Action,212,HP Absorb,3,PC w/ Most HP
1,*,66,ギャルブ,Cerosik,0,Branch,33,Used Attack Spells ≥ 1,3,Go to 3
2,*,66,ギャルブ,Cerosik,0,Branch,22,Rating 20%,9,Go to 9
3,*,66,ギャルブ,Cerosik,0,Branch,35,Used State Spells ≥ 1,5,Go to 5
4,*,66,ギャルブ,Cerosik,0,Branch,22,Rating 20%,8,Go to 8
5,*,66,ギャルブ,Cerosik,0,Branch,21,Rating 10%,7,Go to 7
6,*,66,ギャルブ,Cerosik,1,Action,550,Attack,2,Random PC
7,*,66,ギャルブ,Cerosik,1,Action,551,Guard,-1,None
8,*,66,ギャルブ,Cerosik,1,Action,503,Panika,14,PC w/o Confusion
9,*,66,ギャルブ,Cerosik,1,Action,528,Crystalum,2,Random PC
1,*,67,ガジュマ,Carnilak,0,Branch,50,Used S-Move Last Turn?,5,Go to 5
2,*,67,ガジュマ,Carnilak,0,Branch,25,Rating 50%,7,Go to 7
3,*,67,ガジュマ,Carnilak,0,Branch,26,Rating 60%,9,Go to 9
4,*,67,ガジュマ,Carnilak,0,Branch,30,Always,10,Go to 10
5,*,67,ガジュマ,Carnilak,0,Branch,28,Rating 80%,7,Go to 7
6,*,67,ガジュマ,Carnilak,0,Branch,30,Always,8,Go to 8
7,*,67,ガジュマ,Carnilak,1,Action,550,Attack,2,Random PC
8,*,67,ガジュマ,Carnilak,1,Action,551,Guard,-1,None
9,*,67,ガジュマ,Carnilak,1,Action,26,Death Blossom,2,Random PC
10,*,67,ガジュマ,Carnilak,1,Action,191,Slumber Dust,-1,None
1,*,68,ヴァルガンド,Valgand,0,Branch,45,1st PC ΔLevel > 7,3,Go to 3
2,*,68,ヴァルガンド,Valgand,0,Branch,30,Always,4,Go to 4
3,*,68,ヴァルガンド,Valgand,0,Branch,25,Rating 50%,7,Go to 7
4,*,68,ヴァルガンド,Valgand,0,Branch,22,Rating 20%,6,Go to 6
5,*,68,ヴァルガンド,Valgand,1,Action,550,Attack,2,Random PC
6,*,68,ヴァルガンド,Valgand,1,Action,551,Guard,-1,None
7,*,68,ヴァルガンド,Valgand,1,Action,552,Run,-1,None
1,*,69,デ式特機兵,Berserker,1,Action,550,Attack,2,Random PC
1,*,70,ガンドロフス,Lurgel Tank,0,Branch,50,Used S-Move Last Turn?,4,Go to 4
2,*,70,ガンドロフス,Lurgel Tank,0,Branch,24,Rating 40%,6,Go to 6
3,*,70,ガンドロフス,Lurgel Tank,0,Branch,30,Always,7,Go to 7
4,*,70,ガンドロフス,Lurgel Tank,0,Branch,27,Rating 70%,6,Go to 6
5,*,70,ガンドロフス,Lurgel Tank,0,Branch,30,Always,7,Go to 7
6,*,70,ガンドロフス,Lurgel Tank,1,Action,550,Attack,2,Random PC
7,*,70,ガンドロフス,Lurgel Tank,1,Action,30,Wheel Blast,2,Random PC
1,*,71,テンコウ,Tenkou,0,Branch,11,Turn 1,4,Go to 4
2,*,71,テンコウ,Tenkou,0,Branch,12,Turn 2,7,Go to 7
3,*,71,テンコウ,Tenkou,0,Branch,30,Always,8,Go to 8
4,*,71,テンコウ,Tenkou,0,Branch,22,Rating 20%,14,Go to 14
5,*,71,テンコウ,Tenkou,0,Branch,22,Rating 20%,15,Go to 15
6,*,71,テンコウ,Tenkou,0,Branch,30,Always,10,Go to 10
7,*,71,テンコウ,Tenkou,0,Branch,24,Rating 40%,16,Go to 16
8,*,71,テンコウ,Tenkou,0,Branch,43,Used Sacri Crystals ≥ 2,10,Go to 10
9,*,71,テンコウ,Tenkou,0,Branch,22,Rating 20%,16,Go to 16
10,*,71,テンコウ,Tenkou,0,Branch,28,Rating 80%,12,Go to 12
11,*,71,テンコウ,Tenkou,0,Branch,30,Always,13,Go to 13
12,*,71,テンコウ,Tenkou,1,Action,550,Attack,2,Random PC
13,*,71,テンコウ,Tenkou,1,Action,551,Guard,-1,None
14,*,71,テンコウ,Tenkou,1,Action,116,Power Potion,11,EC w/o Strengthen
15,*,71,テンコウ,Tenkou,1,Action,117,Speed Potion,-1,None
16,*,71,テンコウ,Tenkou,1,Action,118,Sacres Crystal,7,EC w/ Least HP
1,*,72,警備士,Custos,0,Branch,11,Turn 1,4,Go to 4
2,*,72,警備士,Custos,0,Branch,12,Turn 2,6,Go to 6
3,*,72,警備士,Custos,0,Branch,30,Always,7,Go to 7
4,*,72,警備士,Custos,0,Branch,23,Rating 30%,17,Go to 17
5,*,72,警備士,Custos,0,Branch,30,Always,7,Go to 7
6,*,72,警備士,Custos,0,Branch,23,Rating 30%,19,Go to 19
7,*,72,警備士,Custos,0,Branch,26,Rating 60%,15,Go to 15
8,*,72,警備士,Custos,0,Branch,25,Rating 50%,16,Go to 16
9,*,72,警備士,Custos,0,Branch,25,Rating 50%,11,Go to 11
10,*,72,警備士,Custos,0,Branch,30,Always,13,Go to 13
11,*,72,警備士,Custos,0,Branch,33,Used Attack Spells ≥ 1,15,Go to 15
12,*,72,警備士,Custos,0,Branch,30,Always,18,Go to 18
13,*,72,警備士,Custos,0,Branch,42,Used Sacri Crystals ≥ 1,15,Go to 15
14,*,72,警備士,Custos,0,Branch,30,Always,19,Go to 19
15,*,72,警備士,Custos,1,Action,550,Attack,2,Random PC
16,*,72,警備士,Custos,1,Action,551,Guard,-1,None
17,*,72,警備士,Custos,1,Action,513,Quika,-1,None
18,*,72,警備士,Custos,1,Action,532,Electri,7,EC w/ Least HP
19,*,72,警備士,Custos,1,Action,80,Sacres Crystal,2,Random PC
1,*,73,採掘士,Fossor,0,Branch,11,Turn 1,4,Go to 4
2,*,73,採掘士,Fossor,0,Branch,12,Turn 2,6,Go to 6
3,*,73,採掘士,Fossor,0,Branch,30,Always,7,Go to 7
4,*,73,採掘士,Fossor,0,Branch,22,Rating 20%,13,Go to 13
5,*,73,採掘士,Fossor,0,Branch,30,Always,7,Go to 7
6,*,73,採掘士,Fossor,0,Branch,21,Rating 10%,13,Go to 13
7,*,73,採掘士,Fossor,0,Branch,26,Rating 60%,11,Go to 11
8,*,73,採掘士,Fossor,0,Branch,24,Rating 40%,12,Go to 12
9,*,73,採掘士,Fossor,0,Branch,33,Used Attack Spells ≥ 1,11,Go to 11
10,*,73,採掘士,Fossor,0,Branch,30,Always,14,Go to 14
11,*,73,採掘士,Fossor,1,Action,550,Attack,2,Random PC
12,*,73,採掘士,Fossor,1,Action,551,Guard,-1,None
13,*,73,採掘士,Fossor,1,Action,513,Quika,-1,None
14,*,73,採掘士,Fossor,1,Action,527,Crystales,7,EC w/ Least HP
1,*,74,アスヒモス,Gelu Vermis,0,Branch,1,HP < 50%,7,Go to 7
2,*,74,アスヒモス,Gelu Vermis,0,Branch,23,Rating 30%,12,Go to 12
3,*,74,アスヒモス,Gelu Vermis,0,Branch,22,Rating 20%,13,Go to 13
4,*,74,アスヒモス,Gelu Vermis,0,Branch,26,Rating 60%,14,Go to 14
5,*,74,アスヒモス,Gelu Vermis,0,Branch,24,Rating 40%,15,Go to 15
6,*,74,アスヒモス,Gelu Vermis,0,Branch,30,Always,16,Go to 16
7,*,74,アスヒモス,Gelu Vermis,0,Branch,23,Rating 30%,12,Go to 12
8,*,74,アスヒモス,Gelu Vermis,0,Branch,21,Rating 10%,13,Go to 13
9,*,74,アスヒモス,Gelu Vermis,0,Branch,23,Rating 30%,14,Go to 14
10,*,74,アスヒモス,Gelu Vermis,0,Branch,26,Rating 60%,15,Go to 15
11,*,74,アスヒモス,Gelu Vermis,0,Branch,30,Always,16,Go to 16
12,*,74,アスヒモス,Gelu Vermis,1,Action,550,Attack,2,Random PC
13,*,74,アスヒモス,Gelu Vermis,1,Action,551,Guard,-1,None
14,*,74,アスヒモス,Gelu Vermis,1,Action,503,Panika,14,PC w/o Confusion
15,*,74,アスヒモス,Gelu Vermis,1,Action,529,Crystalen,2,Random PC
16,*,74,アスヒモス,Gelu Vermis,1,Action,38,Eternal Freeze,-1,None
1,*,75,デ式レーダー,Eversor,0,Branch,11,Turn 1,9,Go to 9
2,*,75,デ式レーダー,Eversor,0,Branch,12,Turn 2,8,Go to 8
3,*,75,デ式レーダー,Eversor,0,Branch,13,Turn 3,7,Go to 7
4,*,75,デ式レーダー,Eversor,0,Branch,14,Turn 4,6,Go to 6
5,*,75,デ式レーダー,Eversor,0,Branch,27,Rating 70%,15,Go to 15
6,*,75,デ式レーダー,Eversor,0,Branch,25,Rating 50%,15,Go to 15
7,*,75,デ式レーダー,Eversor,0,Branch,23,Rating 30%,15,Go to 15
8,*,75,デ式レーダー,Eversor,0,Branch,21,Rating 10%,15,Go to 15
9,*,75,デ式レーダー,Eversor,0,Branch,24,Rating 40%,14,Go to 14
10,*,75,デ式レーダー,Eversor,0,Branch,25,Rating 50%,17,Go to 17
11,*,75,デ式レーダー,Eversor,0,Branch,25,Rating 50%,13,Go to 13
12,*,75,デ式レーダー,Eversor,0,Branch,30,Always,16,Go to 16
13,*,75,デ式レーダー,Eversor,1,Action,551,Guard,-1,None
14,*,75,デ式レーダー,Eversor,1,Action,74,Call Allies,-1,None
15,*,75,デ式レーダー,Eversor,1,Action,97,Emergency,-1,None
16,*,75,デ式レーダー,Eversor,1,Action,112,Call Allies,-1,None
17,*,75,デ式レーダー,Eversor,1,Action,160,Search,-1,None
1,*,76,ヒュドラ機兵,Marauder,1,Action,550,Attack,2,Random PC
1,*,77,テンペリオス,Susceptor,0,Branch,48,Used Target Search?,9,Go to 9
2,*,77,テンペリオス,Susceptor,0,Branch,11,Turn 1,12,Go to 12
3,*,77,テンペリオス,Susceptor,0,Branch,5,Got Hit by Spell?,12,Go to 12
