Entry ID,EU Message ID,[DE Entry Name Pos.],[DE Entry Name Size],DE Entry Name,[ES Entry Name Pos.],[ES Entry Name Size],ES Entry Name,[FR Entry Name Pos.],[FR Entry Name Size],FR Entry Name,[GB Entry Name Pos.],[GB Entry Name Size],GB Entry Name,Category ID,[Category Name],Effect ID,[Effect Name],Scope ID,[Scope Name],Pad. 1,Effect Value 1,Effect Value 2,Element ID,[Element Name],Type ID,[Type Name],Unk. 1,Unk. 2,State ID,[State Name],State Miss%,Pad. 2,Pad. 3
223,0x8c385e28,0x1bc1,6,DUMMY,0x1ced,6,DUMMY,0x1ca3,6,DUMMY,0x1bc1,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
224,0x8c385e28,0x1bc7,6,DUMMY,0x1cf3,6,DUMMY,0x1ca9,6,DUMMY,0x1bc7,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
225,0x8c385e28,0x1bcd,6,DUMMY,0x1cf9,6,DUMMY,0x1caf,6,DUMMY,0x1bcd,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
226,0x8c385e28,0x1bd3,6,DUMMY,0x1cff,6,DUMMY,0x1cb5,6,DUMMY,0x1bd3,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
227,0x8c385e28,0x1bd9,6,DUMMY,0x1d05,6,DUMMY,0x1cbb,6,DUMMY,0x1bd9,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
228,0x8c385e28,0x1bdf,6,DUMMY,0x1d0b,6,DUMMY,0x1cc1,6,DUMMY,0x1bdf,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
229,0x8c385e28,0x1be5,6,DUMMY,0x1d11,6,DUMMY,0x1cc7,6,DUMMY,0x1be5,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
230,0x8c385f18,0x1beb,8,Irnagun,0x1d17,8,Irnagun,0x1ccd,8,Irnagun,0x1beb,8,Irnagun,0,S-Move,0,Damage,1,Single PC,0,16,40,3,Blue,0,Physical,0,0,0,Poison,0,0,0
231,0x8c385e28,0x1bf3,6,DUMMY,0x1d1f,6,DUMMY,0x1cd5,6,DUMMY,0x1bf3,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
232,0x8c385e28,0x1bf9,6,DUMMY,0x1d25,6,DUMMY,0x1cdb,6,DUMMY,0x1bf9,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
233,0x8c385e28,0x1bff,6,DUMMY,0x1d2b,6,DUMMY,0x1ce1,6,DUMMY,0x1bff,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
234,0x8c385e28,0x1c05,6,DUMMY,0x1d31,6,DUMMY,0x1ce7,6,DUMMY,0x1c05,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
235,0x8c385e28,0x1c0b,6,DUMMY,0x1d37,6,DUMMY,0x1ced,6,DUMMY,0x1c0b,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
236,0x8c385e28,0x1c11,6,DUMMY,0x1d3d,6,DUMMY,0x1cf3,6,DUMMY,0x1c11,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
237,0x8c385e28,0x1c17,6,DUMMY,0x1d43,6,DUMMY,0x1cf9,6,DUMMY,0x1c17,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
238,0x8c385e28,0x1c1d,6,DUMMY,0x1d49,6,DUMMY,0x1cff,6,DUMMY,0x1c1d,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
239,0x8c385e28,0x1c23,6,DUMMY,0x1d4f,6,DUMMY,0x1d05,6,DUMMY,0x1c23,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
240,0x8c385e28,0x1c29,6,DUMMY,0x1d55,6,DUMMY,0x1d0b,6,DUMMY,0x1c29,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
241,0x8c385e28,0x1c2f,6,DUMMY,0x1d5b,6,DUMMY,0x1d11,6,DUMMY,0x1c2f,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
242,0x8c385e28,0x1c35,6,DUMMY,0x1d61,6,DUMMY,0x1d17,6,DUMMY,0x1c35,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
243,0x8c385e28,0x1c3b,6,DUMMY,0x1d67,6,DUMMY,0x1d1d,6,DUMMY,0x1c3b,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
244,0x8c385e28,0x1c41,6,DUMMY,0x1d6d,6,DUMMY,0x1d23,6,DUMMY,0x1c41,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
245,0x8c385e28,0x1c47,6,DUMMY,0x1d73,6,DUMMY,0x1d29,6,DUMMY,0x1c47,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
246,0x8c385e28,0x1c4d,6,DUMMY,0x1d79,6,DUMMY,0x1d2f,6,DUMMY,0x1c4d,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
247,0x8c385e28,0x1c53,6,DUMMY,0x1d7f,6,DUMMY,0x1d35,6,DUMMY,0x1c53,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
248,0x8c385e28,0x1c59,6,DUMMY,0x1d85,6,DUMMY,0x1d3b,6,DUMMY,0x1c59,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
249,0x8c385e28,0x1c5f,6,DUMMY,0x1d8b,6,DUMMY,0x1d41,6,DUMMY,0x1c5f,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
250,0x8c385f20,0x1c65,11,Wind Slash,0x1d91,14,Corta Vientos,0x1d47,15,Vent Tranchant,0x1c65,11,Wind Slash,0,S-Move,0,Damage,103,PC Triangle 60°,0,16,15,3,Blue,0,Physical,0,0,0,Poison,0,0,0
251,0x8c385f2c,0x1c70,11,Sonic Wave,0x1d9f,11,Ola Sónica,0x1d56,14,Vague Sonique,0x1c70,11,Sonic Wave,0,S-Move,0,Damage,103,PC Triangle 60°,0,16,15,4,Yellow,0,Physical,0,0,0,Poison,0,0,0
252,0x8c385ae8,0x1c7b,9,KETSUBAN,0x1daa,9,KETSUBAN,0x1d64,9,KETSUBAN,0x1c7b,9,KETSUBAN,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
253,0x8c385e28,0x1c84,6,DUMMY,0x1db3,6,DUMMY,0x1d6d,6,DUMMY,0x1c84,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
254,0x8c385e28,0x1c8a,6,DUMMY,0x1db9,6,DUMMY,0x1d73,6,DUMMY,0x1c8a,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
255,0x8c385e28,0x1c90,6,DUMMY,0x1dbf,6,DUMMY,0x1d79,6,DUMMY,0x1c90,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
256,0x8c385e28,0x1c96,6,DUMMY,0x1dc5,6,DUMMY,0x1d7f,6,DUMMY,0x1c96,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
257,0x8c385e28,0x1c9c,6,DUMMY,0x1dcb,6,DUMMY,0x1d85,6,DUMMY,0x1c9c,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
258,0x8c385e28,0x1ca2,6,DUMMY,0x1dd1,6,DUMMY,0x1d8b,6,DUMMY,0x1ca2,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
259,0x8c385e28,0x1ca8,6,DUMMY,0x1dd7,6,DUMMY,0x1d91,6,DUMMY,0x1ca8,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
260,0x8c385f38,0x1cae,6,Quake,0x1ddd,10,Terremoto,0x1d97,7,Séisme,0x1cae,6,Quake,0,S-Move,0,Damage,2,All PCs,0,16,20,2,Purple,0,Physical,0,0,0,Poison,0,0,0
261,0x8c385e28,0x1cb4,6,DUMMY,0x1de7,6,DUMMY,0x1d9e,6,DUMMY,0x1cb4,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
262,0x8c385e28,0x1cba,6,DUMMY,0x1ded,6,DUMMY,0x1da4,6,DUMMY,0x1cba,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
263,0x8c385e28,0x1cc0,6,DUMMY,0x1df3,6,DUMMY,0x1daa,6,DUMMY,0x1cc0,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
264,0x8c385e28,0x1cc6,6,DUMMY,0x1df9,6,DUMMY,0x1db0,6,DUMMY,0x1cc6,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
265,0x8c385e28,0x1ccc,6,DUMMY,0x1dff,6,DUMMY,0x1db6,6,DUMMY,0x1ccc,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
266,0x8c385e28,0x1cd2,6,DUMMY,0x1e05,6,DUMMY,0x1dbc,6,DUMMY,0x1cd2,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
267,0x8c385e28,0x1cd8,6,DUMMY,0x1e0b,6,DUMMY,0x1dc2,6,DUMMY,0x1cd8,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
268,0x8c385e28,0x1cde,6,DUMMY,0x1e11,6,DUMMY,0x1dc8,6,DUMMY,0x1cde,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
269,0x8c385e28,0x1ce4,6,DUMMY,0x1e17,6,DUMMY,0x1dce,6,DUMMY,0x1ce4,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
270,0x8c385f40,0x1cea,14,Self-destruct,0x1e1d,16,Autodestrucción,0x1dd4,17,Auto-destruction,0x1cea,14,Self-destruct,0,S-Move,62,"Damage, Defeat User",200,PCs Nearby S1,0,16,40,0,Green,0,Physical,16,17,0,Poison,100,0,0
271,0x8c385f50,0x1cf8,15,Poison Explode,0x1e2d,17,Ráfaga de Veneno,0x1de5,17,Explosion Poison,0x1cf8,15,Poison Explode,0,S-Move,62,"Damage, Defeat User",200,PCs Nearby S1,0,16,40,0,Green,0,Physical,16,17,0,Poison,50,0,0
